event_id,_time,host,user,action,file_path,source_process,classification,note
FILE-00080,2026-09-07T17:40:33Z,OPS-WS-08,ACME\svc_sccm,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00369,2026-09-07T17:59:47Z,SCCM-01,ACME\mturner,create,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00409,2026-09-07T18:00:09Z,DC-01,ACME\jsmith,modify,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00460,2026-09-07T18:02:51Z,FILE-03,NT AUTHORITY\SYSTEM,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00129,2026-09-07T18:04:42Z,OPS-WS-08,NT AUTHORITY\SYSTEM,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00492,2026-09-07T18:06:30Z,OPS-WS-08,ACME\jsmith,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00140,2026-09-07T18:20:27Z,JUMP-01,ACME\mturner,modify,C:\Program Files\ACME\Inventory\state.db,powershell.exe,benign,routine file activity
FILE-00054,2026-09-07T18:23:56Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00221,2026-09-07T18:40:39Z,FILE-03,NT AUTHORITY\SYSTEM,create,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00069,2026-09-07T19:01:17Z,DC-01,ACME\svc_sccm,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00421,2026-09-07T19:22:17Z,JUMP-01,ACME\adavis,modify,C:\Windows\CCM\Logs\AppEnforce.log,msiexec.exe,benign,routine file activity
FILE-00245,2026-09-07T19:26:10Z,DC-01,ACME\mturner,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00111,2026-09-07T20:00:15Z,SCCM-01,ACME\mturner,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00364,2026-09-07T20:08:19Z,SCCM-01,ACME\svc_sccm,modify,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00395,2026-09-07T20:18:58Z,FILE-03,ACME\jsmith,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00242,2026-09-07T20:45:53Z,DC-01,NT AUTHORITY\SYSTEM,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00279,2026-09-07T21:07:33Z,FILE-03,NT AUTHORITY\SYSTEM,modify,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00127,2026-09-07T21:11:21Z,DC-01,ACME\mturner,create,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00191,2026-09-07T21:13:54Z,APP-06,ACME\adavis,create,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00292,2026-09-07T21:21:26Z,ENG-WS-17,ACME\mturner,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00038,2026-09-07T21:31:29Z,JUMP-01,ACME\jsmith,modify,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00039,2026-09-07T22:01:36Z,FILE-03,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00040,2026-09-07T22:03:41Z,SCCM-01,ACME\adavis,modify,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00461,2026-09-07T22:35:36Z,JUMP-01,ACME\adavis,modify,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00357,2026-09-07T22:46:41Z,ENG-WS-17,ACME\adavis,modify,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00023,2026-09-07T22:55:38Z,SCCM-01,ACME\svc_sccm,read,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00013,2026-09-07T22:57:07Z,DC-01,NT AUTHORITY\SYSTEM,modify,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00294,2026-09-07T23:08:18Z,APP-06,ACME\jsmith,modify,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00204,2026-09-07T23:09:28Z,APP-06,ACME\svc_sccm,modify,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00418,2026-09-07T23:14:46Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00457,2026-09-07T23:30:48Z,APP-06,ACME\adavis,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00265,2026-09-07T23:30:53Z,SCCM-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00445,2026-09-07T23:51:11Z,OPS-WS-08,NT AUTHORITY\SYSTEM,modify,C:\Windows\CCM\Logs\AppEnforce.log,msiexec.exe,benign,routine file activity
FILE-00381,2026-09-08T00:16:37Z,OPS-WS-08,ACME\jsmith,read,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00089,2026-09-08T00:18:57Z,APP-06,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00392,2026-09-08T00:28:51Z,DC-01,ACME\jsmith,modify,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00289,2026-09-08T01:10:03Z,DC-01,ACME\svc_sccm,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00183,2026-09-08T01:17:34Z,SCCM-01,ACME\adavis,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00152,2026-09-08T02:12:05Z,DC-01,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00379,2026-09-08T02:15:19Z,JUMP-01,ACME\svc_sccm,read,C:\Windows\CCM\Logs\AppEnforce.log,msiexec.exe,benign,routine file activity
FILE-00377,2026-09-08T02:16:52Z,JUMP-01,ACME\jsmith,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00417,2026-09-08T02:18:47Z,SCCM-01,ACME\jsmith,read,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00051,2026-09-08T03:03:58Z,OPS-WS-08,ACME\mturner,create,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00323,2026-09-08T03:28:55Z,SCCM-01,ACME\jsmith,modify,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00218,2026-09-08T03:39:04Z,APP-06,ACME\jsmith,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00356,2026-09-08T03:56:27Z,OPS-WS-08,ACME\mturner,read,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00350,2026-09-08T03:57:30Z,DC-01,ACME\svc_sccm,modify,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00228,2026-09-08T04:24:17Z,SCCM-01,NT AUTHORITY\SYSTEM,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00076,2026-09-08T04:34:45Z,APP-06,NT AUTHORITY\SYSTEM,read,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00006,2026-09-08T04:45:32Z,APP-06,ACME\mturner,read,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00498,2026-09-08T04:48:23Z,OPS-WS-08,NT AUTHORITY\SYSTEM,create,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00301,2026-09-08T04:53:56Z,FILE-03,ACME\mturner,modify,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00215,2026-09-08T05:06:42Z,FILE-03,ACME\svc_sccm,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00453,2026-09-08T05:09:02Z,DC-01,ACME\adavis,read,C:\Program Files\ACME\Inventory\state.db,powershell.exe,benign,routine file activity
FILE-00391,2026-09-08T05:12:52Z,APP-06,NT AUTHORITY\SYSTEM,modify,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00192,2026-09-08T05:25:15Z,FILE-03,ACME\svc_sccm,modify,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00130,2026-09-08T05:26:00Z,ENG-WS-17,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00224,2026-09-08T05:47:13Z,SCCM-01,ACME\adavis,modify,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00101,2026-09-08T05:48:23Z,JUMP-01,ACME\mturner,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00312,2026-09-08T05:59:05Z,SCCM-01,ACME\adavis,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00240,2026-09-08T06:25:13Z,SCCM-01,ACME\jsmith,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00139,2026-09-08T06:44:51Z,FILE-03,ACME\jsmith,create,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00198,2026-09-08T06:55:13Z,DC-01,ACME\jsmith,read,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00271,2026-09-08T07:01:28Z,ENG-WS-17,ACME\adavis,read,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00118,2026-09-08T07:04:19Z,APP-06,ACME\svc_sccm,create,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00223,2026-09-08T07:16:41Z,ENG-WS-17,ACME\adavis,create,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00407,2026-09-08T07:26:20Z,APP-06,ACME\mturner,modify,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00018,2026-09-08T08:21:56Z,DC-01,NT AUTHORITY\SYSTEM,create,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00014,2026-09-08T08:45:58Z,OPS-WS-08,ACME\jsmith,modify,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00436,2026-09-08T09:00:29Z,DC-01,ACME\svc_sccm,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00113,2026-09-08T09:01:46Z,ENG-WS-17,NT AUTHORITY\SYSTEM,modify,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00027,2026-09-08T09:13:46Z,FILE-03,ACME\svc_sccm,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00165,2026-09-08T09:34:10Z,JUMP-01,ACME\adavis,read,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00463,2026-09-08T09:45:51Z,OPS-WS-08,ACME\adavis,create,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00386,2026-09-08T09:49:39Z,OPS-WS-08,ACME\svc_sccm,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00478,2026-09-08T10:02:22Z,APP-06,ACME\mturner,modify,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00428,2026-09-08T10:14:16Z,SCCM-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\CCM\Logs\AppEnforce.log,msiexec.exe,benign,routine file activity
FILE-00142,2026-09-08T10:25:14Z,FILE-03,ACME\mturner,modify,C:\Windows\CCM\Logs\AppEnforce.log,msiexec.exe,benign,routine file activity
FILE-00442,2026-09-08T10:27:27Z,FILE-03,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00325,2026-09-08T10:44:46Z,APP-06,ACME\jsmith,create,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00497,2026-09-08T11:05:59Z,FILE-03,ACME\adavis,create,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00234,2026-09-08T11:13:36Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00202,2026-09-08T11:16:32Z,OPS-WS-08,ACME\svc_sccm,modify,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00400,2026-09-08T11:17:59Z,DC-01,ACME\jsmith,read,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00441,2026-09-08T11:38:34Z,DC-01,ACME\mturner,read,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00197,2026-09-08T11:45:31Z,SCCM-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00376,2026-09-08T11:59:08Z,ENG-WS-17,ACME\svc_sccm,modify,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00429,2026-09-08T11:59:32Z,FILE-03,ACME\mturner,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00123,2026-09-08T12:15:49Z,ENG-WS-17,ACME\adavis,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00112,2026-09-08T12:20:08Z,OPS-WS-08,ACME\adavis,read,C:\Program Files\ACME\Inventory\state.db,powershell.exe,benign,routine file activity
FILE-00373,2026-09-08T12:36:17Z,JUMP-01,ACME\mturner,read,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00452,2026-09-08T12:39:08Z,DC-01,ACME\jsmith,create,C:\Windows\CCM\Logs\AppEnforce.log,CcmExec.exe,benign,routine file activity
FILE-00342,2026-09-08T12:40:15Z,FILE-03,ACME\adavis,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00114,2026-09-08T12:41:48Z,OPS-WS-08,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00096,2026-09-08T12:57:10Z,DC-01,ACME\jsmith,modify,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00329,2026-09-08T12:58:41Z,APP-06,ACME\svc_sccm,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00005,2026-09-08T13:02:46Z,JUMP-01,NT AUTHORITY\SYSTEM,modify,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00390,2026-09-08T13:06:46Z,JUMP-01,ACME\adavis,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00491,2026-09-08T13:09:28Z,FILE-03,ACME\svc_sccm,create,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00262,2026-09-08T13:10:52Z,ENG-WS-17,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00276,2026-09-08T13:30:41Z,DC-01,ACME\adavis,modify,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00481,2026-09-08T13:47:30Z,OPS-WS-08,ACME\jsmith,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00411,2026-09-08T14:08:52Z,FILE-03,NT AUTHORITY\SYSTEM,modify,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00432,2026-09-08T14:18:13Z,ENG-WS-17,ACME\mturner,read,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00012,2026-09-08T14:36:09Z,DC-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00046,2026-09-08T14:45:06Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00487,2026-09-08T14:48:40Z,FILE-03,ACME\svc_sccm,create,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00496,2026-09-08T14:55:44Z,APP-06,ACME\svc_sccm,modify,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00267,2026-09-08T14:57:41Z,OPS-WS-08,ACME\jsmith,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00315,2026-09-08T15:08:39Z,SCCM-01,ACME\adavis,read,C:\Program Files\ACME\Inventory\state.db,powershell.exe,benign,routine file activity
FILE-00472,2026-09-08T15:27:21Z,FILE-03,ACME\svc_sccm,create,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00241,2026-09-08T15:33:48Z,ENG-WS-17,ACME\adavis,modify,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00435,2026-09-08T15:47:36Z,OPS-WS-08,ACME\adavis,create,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00169,2026-09-08T16:09:54Z,SCCM-01,ACME\mturner,modify,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00137,2026-09-08T16:18:21Z,APP-06,ACME\mturner,read,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00173,2026-09-08T16:22:12Z,DC-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00239,2026-09-08T16:31:05Z,APP-06,NT AUTHORITY\SYSTEM,modify,C:\Program Files\ACME\Inventory\state.db,powershell.exe,benign,routine file activity
FILE-00430,2026-09-08T16:38:28Z,JUMP-01,ACME\jsmith,create,C:\Windows\CCM\Logs\AppEnforce.log,msiexec.exe,benign,routine file activity
FILE-00479,2026-09-08T16:50:05Z,ENG-WS-17,ACME\mturner,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00175,2026-09-08T16:55:01Z,FILE-03,ACME\adavis,modify,C:\Windows\Temp\setup.log,msiexec.exe,benign,routine file activity
FILE-00181,2026-09-08T17:03:53Z,JUMP-01,ACME\svc_sccm,modify,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00115,2026-09-08T17:06:25Z,OPS-WS-08,ACME\adavis,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00231,2026-09-08T17:13:25Z,OPS-WS-08,ACME\jsmith,modify,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00446,2026-09-08T17:47:20Z,JUMP-01,ACME\adavis,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00064,2026-09-08T17:49:53Z,DC-01,ACME\mturner,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00482,2026-09-08T18:10:12Z,OPS-WS-08,ACME\adavis,modify,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00066,2026-09-08T18:30:51Z,SCCM-01,NT AUTHORITY\SYSTEM,read,C:\Program Files\ACME\Inventory\state.db,msiexec.exe,benign,routine file activity
FILE-00168,2026-09-08T18:55:35Z,APP-06,ACME\jsmith,read,C:\Windows\CCM\Logs\AppEnforce.log,powershell.exe,benign,routine file activity
FILE-00144,2026-09-08T18:59:38Z,ENG-WS-17,ACME\adavis,modify,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00238,2026-09-08T20:11:55Z,ENG-WS-17,ACME\jsmith,modify,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00258,2026-09-08T20:20:15Z,JUMP-01,ACME\svc_sccm,create,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00437,2026-09-08T20:32:44Z,ENG-WS-17,ACME\svc_sccm,modify,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00296,2026-09-08T20:57:11Z,DC-01,ACME\adavis,read,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00105,2026-09-08T20:59:47Z,FILE-03,ACME\adavis,create,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00063,2026-09-08T21:23:36Z,OPS-WS-08,ACME\svc_sccm,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00058,2026-09-08T21:26:28Z,SCCM-01,ACME\jsmith,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00260,2026-09-08T21:26:32Z,JUMP-01,NT AUTHORITY\SYSTEM,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
FILE-00490,2026-09-08T21:33:44Z,ENG-WS-17,ACME\jsmith,modify,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00471,2026-09-08T21:37:02Z,DC-01,ACME\jsmith,modify,C:\Program Files\ACME\Inventory\state.db,powershell.exe,benign,routine file activity
FILE-00451,2026-09-08T21:45:09Z,OPS-WS-08,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\setup.log,CcmExec.exe,benign,routine file activity
FILE-00449,2026-09-08T22:14:08Z,FILE-03,ACME\mturner,create,C:\Program Files\ACME\Inventory\state.db,CcmExec.exe,benign,routine file activity
FILE-00045,2026-09-08T22:23:09Z,FILE-03,ACME\svc_sccm,create,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00247,2026-09-08T22:39:48Z,SCCM-01,NT AUTHORITY\SYSTEM,read,C:\Program Files\ACME\Inventory\state.db,inventorysvc.exe,benign,routine file activity
FILE-00073,2026-09-08T22:57:36Z,OPS-WS-08,ACME\adavis,read,C:\Windows\Temp\setup.log,inventorysvc.exe,benign,routine file activity
FILE-00332,2026-09-08T23:01:39Z,ENG-WS-17,ACME\jsmith,modify,C:\Windows\Temp\setup.log,powershell.exe,benign,routine file activity
FILE-00307,2026-09-08T23:19:04Z,JUMP-01,ACME\jsmith,read,C:\Windows\CCM\Logs\AppEnforce.log,inventorysvc.exe,benign,routine file activity
