event_id,_time,src_host,dest_host,user,process_name,dest_port,action,bytes_out,classification,note
NET-00454,2026-09-07T19:37:33Z,ENG-WS-17,APP-06,ACME\svc_sccm,CcmExec.exe,445,allowed,3017,benign,routine network activity
NET-00450,2026-09-07T20:01:56Z,ENG-WS-17,JUMP-01,ACME\jsmith,CcmExec.exe,53,allowed,38206,benign,routine network activity
NET-00467,2026-09-07T20:26:17Z,ENG-WS-17,APP-06,NT AUTHORITY\SYSTEM,System,53,allowed,19652,benign,routine network activity
NET-00154,2026-09-07T20:40:33Z,FILE-03,SCCM-01,ACME\jsmith,CcmExec.exe,5985,allowed,31015,benign,routine network activity
NET-00416,2026-09-07T20:47:37Z,FILE-03,APP-06,ACME\mturner,powershell.exe,443,allowed,28331,benign,routine network activity
NET-00016,2026-09-07T20:48:01Z,FILE-03,DC-01,ACME\mturner,powershell.exe,5985,allowed,61520,benign,routine network activity
NET-00188,2026-09-07T20:59:18Z,ENG-WS-17,ENG-WS-17,ACME\jsmith,agent.exe,53,allowed,64371,benign,routine network activity
NET-00172,2026-09-07T21:33:49Z,ENG-WS-17,ENG-WS-17,ACME\jsmith,powershell.exe,53,allowed,38000,benign,routine network activity
NET-00330,2026-09-07T21:34:03Z,ENG-WS-17,SCCM-01,ACME\svc_sccm,CcmExec.exe,53,allowed,45375,benign,routine network activity
NET-00388,2026-09-07T21:45:14Z,DC-01,JUMP-01,ACME\adavis,System,53,allowed,5417,benign,routine network activity
NET-00415,2026-09-07T21:53:37Z,FILE-03,JUMP-01,ACME\svc_sccm,System,5985,allowed,46489,benign,routine network activity
NET-00394,2026-09-07T22:03:17Z,SCCM-01,198.51.100.44,ACME\svc_sccm,powershell.exe,53,allowed,54599,benign,routine network activity
NET-00423,2026-09-07T22:16:58Z,ENG-WS-17,APP-06,ACME\adavis,System,443,allowed,62362,benign,routine network activity
NET-00316,2026-09-07T22:30:00Z,APP-06,SCCM-01,NT AUTHORITY\SYSTEM,System,443,allowed,13810,benign,routine network activity
NET-00374,2026-09-07T22:35:59Z,JUMP-01,JUMP-01,ACME\adavis,agent.exe,443,allowed,17640,benign,routine network activity
NET-00278,2026-09-07T22:39:19Z,APP-06,ENG-WS-17,NT AUTHORITY\SYSTEM,System,443,allowed,60813,benign,routine network activity
NET-00340,2026-09-07T22:43:04Z,DC-01,APP-06,ACME\svc_sccm,CcmExec.exe,445,allowed,5074,benign,routine network activity
NET-00104,2026-09-07T22:45:57Z,ENG-WS-17,198.51.100.44,ACME\adavis,powershell.exe,53,allowed,15308,benign,routine network activity
NET-00383,2026-09-07T22:46:25Z,OPS-WS-08,FILE-03,ACME\mturner,powershell.exe,5985,allowed,19947,benign,routine network activity
NET-00456,2026-09-07T23:04:40Z,SCCM-01,APP-06,ACME\mturner,System,53,allowed,50214,benign,routine network activity
NET-00265,2026-09-07T23:05:34Z,FILE-03,198.51.100.44,ACME\mturner,agent.exe,443,allowed,54404,benign,routine network activity
NET-00333,2026-09-07T23:18:07Z,JUMP-01,FILE-03,ACME\adavis,CcmExec.exe,445,allowed,46781,benign,routine network activity
NET-00335,2026-09-07T23:30:46Z,OPS-WS-08,JUMP-01,NT AUTHORITY\SYSTEM,powershell.exe,443,allowed,51817,benign,routine network activity
NET-00051,2026-09-07T23:30:56Z,OPS-WS-08,SCCM-01,ACME\svc_sccm,agent.exe,443,allowed,43885,benign,routine network activity
NET-00421,2026-09-07T23:42:28Z,APP-06,OPS-WS-08,NT AUTHORITY\SYSTEM,CcmExec.exe,445,allowed,25078,benign,routine network activity
NET-00189,2026-09-07T23:46:35Z,DC-01,DC-01,ACME\jsmith,agent.exe,5985,allowed,27309,benign,routine network activity
NET-00274,2026-09-07T23:55:01Z,APP-06,SCCM-01,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,12368,benign,routine network activity
NET-00323,2026-09-07T23:56:39Z,ENG-WS-17,198.51.100.44,ACME\jsmith,powershell.exe,443,allowed,4036,benign,routine network activity
NET-00246,2026-09-08T00:14:17Z,SCCM-01,APP-06,ACME\jsmith,powershell.exe,445,allowed,38937,benign,routine network activity
NET-00489,2026-09-08T00:19:57Z,APP-06,DC-01,ACME\mturner,System,445,allowed,4423,benign,routine network activity
NET-00379,2026-09-08T00:41:04Z,ENG-WS-17,OPS-WS-08,ACME\mturner,powershell.exe,443,allowed,2719,benign,routine network activity
NET-00268,2026-09-08T00:49:18Z,OPS-WS-08,DC-01,ACME\svc_sccm,agent.exe,445,allowed,29510,benign,routine network activity
NET-00357,2026-09-08T01:41:00Z,SCCM-01,SCCM-01,ACME\mturner,System,53,allowed,17473,benign,routine network activity
NET-00204,2026-09-08T01:52:22Z,FILE-03,OPS-WS-08,ACME\adavis,CcmExec.exe,443,allowed,53444,benign,routine network activity
NET-00445,2026-09-08T02:09:14Z,OPS-WS-08,ENG-WS-17,ACME\mturner,System,443,allowed,46250,benign,routine network activity
NET-00151,2026-09-08T02:11:03Z,SCCM-01,JUMP-01,ACME\mturner,CcmExec.exe,443,allowed,53885,benign,routine network activity
NET-00325,2026-09-08T02:12:40Z,FILE-03,JUMP-01,NT AUTHORITY\SYSTEM,System,445,allowed,63878,benign,routine network activity
NET-00428,2026-09-08T02:27:14Z,APP-06,OPS-WS-08,ACME\adavis,System,53,allowed,32581,benign,routine network activity
NET-00022,2026-09-08T02:54:44Z,FILE-03,FILE-03,ACME\mturner,System,443,allowed,31219,benign,routine network activity
NET-00321,2026-09-08T02:54:52Z,FILE-03,FILE-03,NT AUTHORITY\SYSTEM,agent.exe,443,allowed,17373,benign,routine network activity
NET-00448,2026-09-08T03:00:23Z,OPS-WS-08,JUMP-01,ACME\jsmith,agent.exe,5985,allowed,22997,benign,routine network activity
NET-00169,2026-09-08T03:05:27Z,OPS-WS-08,SCCM-01,ACME\svc_sccm,System,5985,allowed,9946,benign,routine network activity
NET-00395,2026-09-08T04:16:07Z,ENG-WS-17,FILE-03,ACME\jsmith,System,443,allowed,4479,benign,routine network activity
NET-00039,2026-09-08T04:23:59Z,OPS-WS-08,JUMP-01,ACME\mturner,powershell.exe,53,allowed,14201,benign,routine network activity
NET-00162,2026-09-08T04:37:36Z,DC-01,ENG-WS-17,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,13868,benign,routine network activity
NET-00482,2026-09-08T04:59:37Z,JUMP-01,ENG-WS-17,ACME\mturner,System,443,allowed,3755,benign,routine network activity
NET-00498,2026-09-08T05:24:33Z,FILE-03,DC-01,ACME\svc_sccm,System,53,allowed,51681,benign,routine network activity
NET-00272,2026-09-08T05:49:52Z,APP-06,SCCM-01,ACME\svc_sccm,CcmExec.exe,53,allowed,14345,benign,routine network activity
NET-00119,2026-09-08T06:01:10Z,DC-01,ENG-WS-17,ACME\svc_sccm,agent.exe,5985,allowed,28438,benign,routine network activity
NET-00378,2026-09-08T06:14:39Z,FILE-03,FILE-03,ACME\mturner,agent.exe,5985,allowed,18444,benign,routine network activity
NET-00040,2026-09-08T06:35:22Z,FILE-03,SCCM-01,ACME\jsmith,agent.exe,53,allowed,62117,benign,routine network activity
NET-00017,2026-09-08T06:39:44Z,DC-01,DC-01,NT AUTHORITY\SYSTEM,agent.exe,5985,allowed,12011,benign,routine network activity
NET-00240,2026-09-08T06:51:51Z,OPS-WS-08,APP-06,ACME\adavis,System,443,allowed,53144,benign,routine network activity
NET-00070,2026-09-08T07:26:32Z,JUMP-01,ENG-WS-17,ACME\jsmith,CcmExec.exe,443,allowed,13173,benign,routine network activity
NET-00485,2026-09-08T07:44:24Z,JUMP-01,APP-06,ACME\jsmith,System,5985,allowed,44119,benign,routine network activity
NET-00224,2026-09-08T08:03:41Z,FILE-03,APP-06,ACME\svc_sccm,agent.exe,5985,allowed,37100,benign,routine network activity
NET-00097,2026-09-08T08:11:50Z,DC-01,FILE-03,ACME\adavis,System,443,allowed,3171,benign,routine network activity
NET-00049,2026-09-08T08:18:18Z,OPS-WS-08,JUMP-01,ACME\jsmith,agent.exe,445,allowed,47844,benign,routine network activity
NET-00460,2026-09-08T08:33:21Z,SCCM-01,ENG-WS-17,ACME\svc_sccm,CcmExec.exe,443,allowed,37602,benign,routine network activity
NET-00312,2026-09-08T08:52:12Z,DC-01,SCCM-01,NT AUTHORITY\SYSTEM,System,443,allowed,8527,benign,routine network activity
NET-00355,2026-09-08T08:55:17Z,APP-06,FILE-03,ACME\mturner,powershell.exe,443,allowed,32588,benign,routine network activity
NET-00009,2026-09-08T08:58:05Z,SCCM-01,JUMP-01,ACME\svc_sccm,System,5985,allowed,53159,benign,routine network activity
NET-00352,2026-09-08T09:31:12Z,ENG-WS-17,SCCM-01,ACME\jsmith,powershell.exe,445,allowed,22950,benign,routine network activity
NET-00464,2026-09-08T10:01:12Z,OPS-WS-08,ENG-WS-17,NT AUTHORITY\SYSTEM,agent.exe,5985,allowed,23240,benign,routine network activity
NET-00131,2026-09-08T10:16:19Z,APP-06,FILE-03,ACME\jsmith,agent.exe,445,allowed,3899,benign,routine network activity
NET-00422,2026-09-08T10:20:14Z,SCCM-01,DC-01,ACME\adavis,powershell.exe,445,allowed,22278,benign,routine network activity
NET-00155,2026-09-08T10:34:37Z,FILE-03,JUMP-01,ACME\adavis,powershell.exe,53,allowed,44260,benign,routine network activity
NET-00497,2026-09-08T10:38:15Z,FILE-03,FILE-03,ACME\svc_sccm,powershell.exe,5985,allowed,13766,benign,routine network activity
NET-00107,2026-09-08T10:44:34Z,FILE-03,APP-06,ACME\svc_sccm,System,53,allowed,61515,benign,routine network activity
NET-00403,2026-09-08T11:02:04Z,DC-01,APP-06,ACME\jsmith,CcmExec.exe,443,allowed,24337,benign,routine network activity
NET-00211,2026-09-08T11:10:05Z,OPS-WS-08,JUMP-01,ACME\jsmith,System,53,allowed,58569,benign,routine network activity
NET-00401,2026-09-08T11:16:03Z,DC-01,JUMP-01,ACME\svc_sccm,CcmExec.exe,53,allowed,15014,benign,routine network activity
NET-00336,2026-09-08T11:26:05Z,DC-01,DC-01,ACME\jsmith,powershell.exe,53,allowed,13859,benign,routine network activity
NET-00469,2026-09-08T11:26:14Z,ENG-WS-17,SCCM-01,ACME\adavis,agent.exe,5985,allowed,34701,benign,routine network activity
NET-00258,2026-09-08T11:30:07Z,OPS-WS-08,198.51.100.44,ACME\adavis,CcmExec.exe,53,allowed,7970,benign,routine network activity
NET-00279,2026-09-08T11:31:13Z,JUMP-01,198.51.100.44,ACME\adavis,powershell.exe,445,allowed,11030,benign,routine network activity
NET-00302,2026-09-08T11:32:44Z,FILE-03,JUMP-01,ACME\adavis,agent.exe,445,allowed,26809,benign,routine network activity
NET-00381,2026-09-08T11:37:21Z,DC-01,198.51.100.44,ACME\adavis,powershell.exe,53,allowed,23785,benign,routine network activity
NET-00476,2026-09-08T11:39:49Z,DC-01,FILE-03,NT AUTHORITY\SYSTEM,System,445,allowed,12022,benign,routine network activity
NET-00264,2026-09-08T11:55:15Z,FILE-03,OPS-WS-08,ACME\jsmith,System,445,allowed,27549,benign,routine network activity
NET-00491,2026-09-08T12:56:46Z,SCCM-01,ENG-WS-17,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,13124,benign,routine network activity
NET-00171,2026-09-08T13:59:29Z,SCCM-01,JUMP-01,ACME\jsmith,CcmExec.exe,443,allowed,4353,benign,routine network activity
NET-00147,2026-09-08T14:18:51Z,FILE-03,JUMP-01,ACME\adavis,System,445,allowed,57171,benign,routine network activity
NET-00066,2026-09-08T14:51:27Z,ENG-WS-17,APP-06,ACME\mturner,powershell.exe,53,allowed,20548,benign,routine network activity
NET-00324,2026-09-08T14:58:56Z,JUMP-01,SCCM-01,ACME\jsmith,powershell.exe,53,allowed,28539,benign,routine network activity
NET-00133,2026-09-08T15:14:06Z,DC-01,APP-06,ACME\svc_sccm,CcmExec.exe,443,allowed,44212,benign,routine network activity
NET-00099,2026-09-08T15:22:51Z,ENG-WS-17,198.51.100.44,ACME\svc_sccm,CcmExec.exe,445,allowed,40518,benign,routine network activity
NET-00402,2026-09-08T15:23:50Z,APP-06,DC-01,ACME\jsmith,CcmExec.exe,53,allowed,41573,benign,routine network activity
NET-00181,2026-09-08T15:30:56Z,JUMP-01,APP-06,NT AUTHORITY\SYSTEM,System,53,allowed,47678,benign,routine network activity
NET-00056,2026-09-08T15:54:03Z,APP-06,JUMP-01,NT AUTHORITY\SYSTEM,agent.exe,5985,allowed,3730,benign,routine network activity
NET-00351,2026-09-08T16:07:48Z,SCCM-01,OPS-WS-08,ACME\adavis,CcmExec.exe,445,allowed,8570,benign,routine network activity
NET-00146,2026-09-08T16:37:19Z,DC-01,DC-01,NT AUTHORITY\SYSTEM,powershell.exe,53,allowed,10027,benign,routine network activity
NET-00241,2026-09-08T16:57:23Z,FILE-03,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,5985,allowed,37441,benign,routine network activity
NET-00025,2026-09-08T17:00:09Z,FILE-03,APP-06,ACME\jsmith,agent.exe,53,allowed,7784,benign,routine network activity
NET-00365,2026-09-08T17:11:56Z,OPS-WS-08,JUMP-01,NT AUTHORITY\SYSTEM,CcmExec.exe,5985,allowed,19514,benign,routine network activity
NET-00250,2026-09-08T17:14:34Z,JUMP-01,FILE-03,NT AUTHORITY\SYSTEM,agent.exe,443,allowed,519,benign,routine network activity
NET-00138,2026-09-08T17:37:15Z,SCCM-01,ENG-WS-17,ACME\adavis,CcmExec.exe,53,allowed,42944,benign,routine network activity
NET-00052,2026-09-08T17:58:54Z,DC-01,APP-06,ACME\mturner,System,445,allowed,42032,benign,routine network activity
NET-00339,2026-09-08T18:01:33Z,FILE-03,APP-06,ACME\mturner,System,445,allowed,23322,benign,routine network activity
NET-00216,2026-09-08T18:03:50Z,APP-06,198.51.100.44,ACME\jsmith,powershell.exe,443,allowed,26979,benign,routine network activity
NET-00338,2026-09-08T18:10:01Z,SCCM-01,FILE-03,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,4112,benign,routine network activity
NET-00457,2026-09-08T18:13:09Z,ENG-WS-17,DC-01,NT AUTHORITY\SYSTEM,System,445,allowed,42051,benign,routine network activity
NET-00297,2026-09-08T18:21:35Z,ENG-WS-17,APP-06,NT AUTHORITY\SYSTEM,agent.exe,5985,allowed,6299,benign,routine network activity
NET-00337,2026-09-08T18:25:27Z,FILE-03,APP-06,ACME\svc_sccm,agent.exe,53,allowed,40874,benign,routine network activity
NET-00149,2026-09-08T18:34:36Z,JUMP-01,OPS-WS-08,ACME\adavis,powershell.exe,53,allowed,26674,benign,routine network activity
NET-00047,2026-09-08T18:52:32Z,OPS-WS-08,198.51.100.44,NT AUTHORITY\SYSTEM,CcmExec.exe,443,allowed,14077,benign,routine network activity
NET-00236,2026-09-08T18:53:30Z,APP-06,198.51.100.44,ACME\svc_sccm,powershell.exe,445,allowed,15190,benign,routine network activity
NET-00253,2026-09-08T18:53:59Z,ENG-WS-17,FILE-03,ACME\mturner,agent.exe,443,allowed,7348,benign,routine network activity
NET-00021,2026-09-08T18:59:18Z,SCCM-01,JUMP-01,ACME\jsmith,CcmExec.exe,5985,allowed,32464,benign,routine network activity
NET-00492,2026-09-08T19:08:46Z,ENG-WS-17,198.51.100.44,ACME\svc_sccm,agent.exe,445,allowed,23490,benign,routine network activity
NET-00407,2026-09-08T19:25:35Z,DC-01,SCCM-01,ACME\mturner,powershell.exe,445,allowed,29265,benign,routine network activity
NET-00173,2026-09-08T19:32:00Z,DC-01,OPS-WS-08,ACME\adavis,System,5985,allowed,12597,benign,routine network activity
NET-00461,2026-09-08T19:53:00Z,FILE-03,198.51.100.44,ACME\mturner,System,53,allowed,3917,benign,routine network activity
NET-00226,2026-09-08T20:01:42Z,JUMP-01,ENG-WS-17,ACME\jsmith,CcmExec.exe,443,allowed,59413,benign,routine network activity
NET-00117,2026-09-08T20:04:34Z,OPS-WS-08,OPS-WS-08,ACME\jsmith,System,445,allowed,24018,benign,routine network activity
NET-00332,2026-09-08T20:10:04Z,APP-06,FILE-03,ACME\adavis,agent.exe,445,allowed,8166,benign,routine network activity
NET-00182,2026-09-08T20:28:17Z,FILE-03,APP-06,ACME\svc_sccm,System,53,allowed,23882,benign,routine network activity
NET-00430,2026-09-08T20:33:08Z,OPS-WS-08,ENG-WS-17,ACME\svc_sccm,agent.exe,5985,allowed,18332,benign,routine network activity
NET-00296,2026-09-08T20:45:07Z,ENG-WS-17,FILE-03,NT AUTHORITY\SYSTEM,System,53,allowed,42710,benign,routine network activity
NET-00113,2026-09-08T20:48:16Z,DC-01,198.51.100.44,ACME\jsmith,System,5985,allowed,39657,benign,routine network activity
NET-00459,2026-09-08T20:57:23Z,OPS-WS-08,DC-01,ACME\mturner,System,53,allowed,23539,benign,routine network activity
NET-00425,2026-09-08T21:00:32Z,APP-06,SCCM-01,ACME\jsmith,CcmExec.exe,5985,allowed,17906,benign,routine network activity
NET-00259,2026-09-08T21:04:14Z,ENG-WS-17,FILE-03,ACME\mturner,powershell.exe,445,allowed,8639,benign,routine network activity
NET-00102,2026-09-08T21:26:46Z,OPS-WS-08,DC-01,ACME\mturner,CcmExec.exe,443,allowed,63696,benign,routine network activity
NET-00369,2026-09-08T21:48:05Z,APP-06,DC-01,ACME\adavis,CcmExec.exe,443,allowed,55995,benign,routine network activity
NET-00206,2026-09-08T21:50:01Z,FILE-03,SCCM-01,ACME\jsmith,agent.exe,5985,allowed,26905,benign,routine network activity
NET-00385,2026-09-08T21:51:14Z,DC-01,APP-06,ACME\svc_sccm,CcmExec.exe,53,allowed,28683,benign,routine network activity
NET-00196,2026-09-08T21:53:42Z,ENG-WS-17,JUMP-01,ACME\jsmith,agent.exe,443,allowed,15622,benign,routine network activity
NET-00458,2026-09-08T21:59:17Z,JUMP-01,SCCM-01,ACME\adavis,System,443,allowed,56412,benign,routine network activity
NET-00247,2026-09-08T22:00:54Z,OPS-WS-08,198.51.100.44,ACME\mturner,System,443,allowed,60296,benign,routine network activity
NET-00141,2026-09-08T22:04:04Z,FILE-03,APP-06,ACME\svc_sccm,System,5985,allowed,57418,benign,routine network activity
NET-00126,2026-09-08T22:09:39Z,SCCM-01,SCCM-01,ACME\mturner,powershell.exe,445,allowed,39573,benign,routine network activity
NET-00371,2026-09-08T22:16:34Z,APP-06,DC-01,ACME\jsmith,agent.exe,53,allowed,24873,benign,routine network activity
NET-00252,2026-09-08T22:35:39Z,DC-01,SCCM-01,ACME\mturner,System,445,allowed,24355,benign,routine network activity
NET-00132,2026-09-08T22:41:06Z,OPS-WS-08,JUMP-01,NT AUTHORITY\SYSTEM,System,443,allowed,63789,benign,routine network activity
NET-00200,2026-09-08T22:41:32Z,ENG-WS-17,DC-01,ACME\svc_sccm,powershell.exe,5985,allowed,38218,benign,routine network activity
NET-00358,2026-09-08T22:46:28Z,DC-01,APP-06,ACME\mturner,CcmExec.exe,53,allowed,1476,benign,routine network activity
NET-00090,2026-09-08T23:12:34Z,ENG-WS-17,FILE-03,ACME\svc_sccm,agent.exe,445,allowed,32464,benign,routine network activity
NET-00384,2026-09-08T23:24:37Z,ENG-WS-17,198.51.100.44,ACME\svc_sccm,System,445,allowed,15637,benign,routine network activity
NET-00190,2026-09-08T23:29:25Z,SCCM-01,198.51.100.44,ACME\jsmith,agent.exe,445,allowed,1270,benign,routine network activity
NET-00033,2026-09-08T23:30:07Z,JUMP-01,SCCM-01,ACME\mturner,CcmExec.exe,443,allowed,37970,benign,routine network activity
NET-00232,2026-09-08T23:33:12Z,FILE-03,DC-01,ACME\adavis,CcmExec.exe,445,allowed,19579,benign,routine network activity
NET-00242,2026-09-08T23:34:31Z,SCCM-01,SCCM-01,ACME\jsmith,powershell.exe,5985,allowed,13047,benign,routine network activity
NET-00293,2026-09-08T23:45:50Z,JUMP-01,FILE-03,ACME\svc_sccm,powershell.exe,445,allowed,42583,benign,routine network activity
NET-00411,2026-09-08T23:58:23Z,ENG-WS-17,SCCM-01,ACME\jsmith,powershell.exe,53,allowed,30883,benign,routine network activity
NET-00184,2026-09-09T00:10:01Z,APP-06,JUMP-01,ACME\mturner,agent.exe,53,allowed,27915,benign,routine network activity
NET-00115,2026-09-09T00:16:17Z,OPS-WS-08,SCCM-01,ACME\mturner,agent.exe,445,allowed,35831,benign,routine network activity
NET-00348,2026-09-09T00:55:23Z,OPS-WS-08,ENG-WS-17,NT AUTHORITY\SYSTEM,System,443,allowed,21454,benign,routine network activity
NET-00280,2026-09-09T01:03:07Z,ENG-WS-17,198.51.100.44,ACME\adavis,powershell.exe,445,allowed,35337,benign,routine network activity
NET-00255,2026-09-09T01:06:53Z,FILE-03,JUMP-01,ACME\jsmith,powershell.exe,5985,allowed,35295,benign,routine network activity
NET-00166,2026-09-09T01:17:28Z,FILE-03,FILE-03,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,16331,benign,routine network activity
