event_id,_time,host,user,action,classification,note
RESP-00250,2026-09-07T14:48:08Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00049,2026-09-07T15:09:39Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00117,2026-09-07T15:30:43Z,FILE-03,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00163,2026-09-07T15:33:39Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00058,2026-09-07T15:45:07Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00130,2026-09-07T15:49:55Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00252,2026-09-07T16:02:59Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00196,2026-09-07T16:16:13Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00390,2026-09-07T16:16:29Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00069,2026-09-07T16:22:38Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00090,2026-09-07T16:32:50Z,OPS-WS-08,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00201,2026-09-07T16:36:11Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00314,2026-09-07T16:38:21Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00439,2026-09-07T16:52:35Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00091,2026-09-07T17:05:47Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00028,2026-09-07T17:15:39Z,DC-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00112,2026-09-07T17:22:52Z,APP-06,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00456,2026-09-07T17:28:37Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00037,2026-09-07T17:32:54Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00405,2026-09-07T18:07:51Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00345,2026-09-07T18:18:31Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00496,2026-09-07T18:20:30Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00452,2026-09-07T18:21:40Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00050,2026-09-07T18:27:01Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00289,2026-09-07T18:33:48Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00154,2026-09-07T18:35:45Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00474,2026-09-07T18:44:43Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00191,2026-09-07T18:45:54Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00226,2026-09-07T18:57:06Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00497,2026-09-07T19:07:53Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00198,2026-09-07T19:24:11Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00162,2026-09-07T19:28:50Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00072,2026-09-07T19:32:32Z,DC-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00056,2026-09-07T19:37:09Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00479,2026-09-07T19:59:28Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00200,2026-09-07T20:03:49Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00009,2026-09-07T20:10:57Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00234,2026-09-07T20:18:50Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00487,2026-09-07T20:19:53Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00307,2026-09-07T20:29:32Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00394,2026-09-07T20:33:08Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00338,2026-09-07T20:34:03Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00309,2026-09-07T20:35:14Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00325,2026-09-07T20:44:25Z,DC-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00368,2026-09-07T20:45:39Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00197,2026-09-07T21:09:56Z,FILE-03,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00359,2026-09-07T21:10:00Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00138,2026-09-07T21:25:13Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00123,2026-09-07T21:31:34Z,ENG-WS-17,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00195,2026-09-07T21:47:54Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00440,2026-09-07T22:04:15Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00145,2026-09-07T22:10:02Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00223,2026-09-07T22:19:28Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00085,2026-09-07T22:23:39Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00134,2026-09-07T22:26:11Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00005,2026-09-07T22:30:21Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00400,2026-09-07T22:36:33Z,FILE-03,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00133,2026-09-07T22:39:08Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00075,2026-09-07T23:08:08Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00334,2026-09-07T23:17:49Z,DC-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00093,2026-09-07T23:52:52Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00257,2026-09-08T00:07:12Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00177,2026-09-08T00:15:45Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00280,2026-09-08T00:17:35Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00327,2026-09-08T00:27:49Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00362,2026-09-08T00:29:11Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00183,2026-09-08T00:56:29Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00290,2026-09-08T01:24:04Z,ENG-WS-17,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00337,2026-09-08T01:37:27Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00181,2026-09-08T01:43:28Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00310,2026-09-08T01:58:43Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00464,2026-09-08T02:02:51Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00286,2026-09-08T02:05:36Z,OPS-WS-08,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00150,2026-09-08T02:10:19Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00379,2026-09-08T02:11:39Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00267,2026-09-08T02:11:48Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00169,2026-09-08T02:12:54Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00374,2026-09-08T02:17:24Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00382,2026-09-08T02:21:21Z,OPS-WS-08,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00076,2026-09-08T02:40:43Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00410,2026-09-08T02:44:37Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00084,2026-09-08T03:02:39Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00288,2026-09-08T03:07:58Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00204,2026-09-08T03:15:37Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00217,2026-09-08T03:15:47Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00018,2026-09-08T03:21:36Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00480,2026-09-08T03:28:53Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00489,2026-09-08T03:41:07Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00215,2026-09-08T04:00:16Z,FILE-03,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00450,2026-09-08T04:00:57Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00422,2026-09-08T04:08:12Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00246,2026-09-08T04:23:03Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00377,2026-09-08T04:28:43Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00350,2026-09-08T04:49:33Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00106,2026-09-08T05:04:23Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00013,2026-09-08T05:18:31Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00498,2026-09-08T05:18:33Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00105,2026-09-08T05:30:20Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00027,2026-09-08T05:30:59Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00147,2026-09-08T05:39:41Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00265,2026-09-08T05:55:56Z,ENG-WS-17,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00026,2026-09-08T05:59:35Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00243,2026-09-08T06:02:25Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00477,2026-09-08T06:24:50Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00066,2026-09-08T06:34:20Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00404,2026-09-08T06:40:36Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00482,2026-09-08T06:44:21Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00012,2026-09-08T06:45:20Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00039,2026-09-08T07:11:37Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00073,2026-09-08T07:41:17Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00319,2026-09-08T07:52:07Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00016,2026-09-08T07:54:29Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00355,2026-09-08T08:32:33Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00139,2026-09-08T08:37:31Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00269,2026-09-08T08:47:29Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00261,2026-09-08T08:53:50Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00485,2026-09-08T09:01:31Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00357,2026-09-08T09:18:11Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00294,2026-09-08T09:21:03Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00227,2026-09-08T09:25:35Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00239,2026-09-08T09:35:28Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00254,2026-09-08T09:35:50Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00401,2026-09-08T09:38:37Z,FILE-03,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00053,2026-09-08T10:03:36Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00131,2026-09-08T10:24:04Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00292,2026-09-08T10:26:09Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00347,2026-09-08T10:33:57Z,OPS-WS-08,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00445,2026-09-08T10:35:50Z,ENG-WS-17,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00343,2026-09-08T10:36:31Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00221,2026-09-08T10:50:24Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00381,2026-09-08T10:57:13Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00328,2026-09-08T11:15:00Z,APP-06,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00463,2026-09-08T11:15:22Z,APP-06,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00281,2026-09-08T11:15:53Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00031,2026-09-08T11:21:56Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00264,2026-09-08T11:53:48Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00136,2026-09-08T11:58:39Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00240,2026-09-08T12:18:00Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00043,2026-09-08T12:30:19Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00425,2026-09-08T12:51:07Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00011,2026-09-08T13:01:56Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00175,2026-09-08T13:05:24Z,SCCM-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00365,2026-09-08T13:07:10Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00462,2026-09-08T13:11:01Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00094,2026-09-08T13:17:16Z,ENG-WS-17,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00434,2026-09-08T13:19:45Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00103,2026-09-08T13:43:44Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00339,2026-09-08T13:45:01Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00371,2026-09-08T13:46:39Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00491,2026-09-08T14:00:37Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00431,2026-09-08T14:20:28Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00008,2026-09-08T14:27:19Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00312,2026-09-08T14:28:33Z,ENG-WS-17,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00389,2026-09-08T14:41:03Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00284,2026-09-08T15:20:29Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00151,2026-09-08T15:21:55Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00458,2026-09-08T15:24:51Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00323,2026-09-08T15:33:59Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00041,2026-09-08T15:39:17Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00266,2026-09-08T16:05:10Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00074,2026-09-08T16:24:33Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00329,2026-09-08T16:53:17Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00006,2026-09-08T17:13:16Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00279,2026-09-08T17:23:50Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00320,2026-09-08T17:46:38Z,OPS-WS-08,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00383,2026-09-08T17:48:44Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00052,2026-09-08T18:24:34Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00107,2026-09-08T18:54:21Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00065,2026-09-08T19:27:07Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00166,2026-09-08T19:47:51Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00113,2026-09-08T19:50:34Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00276,2026-09-08T20:00:57Z,SCCM-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00344,2026-09-08T20:13:44Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00467,2026-09-08T20:22:15Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00260,2026-09-08T20:22:43Z,DC-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00409,2026-09-08T20:23:51Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00396,2026-09-08T20:28:33Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00457,2026-09-08T20:52:18Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00185,2026-09-08T21:08:40Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00025,2026-09-08T21:15:45Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00220,2026-09-08T21:25:31Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00033,2026-09-08T21:32:56Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00493,2026-09-08T21:36:08Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00051,2026-09-08T21:42:32Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00282,2026-09-08T21:48:55Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00361,2026-09-08T22:02:58Z,FILE-03,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00242,2026-09-08T22:05:39Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00423,2026-09-08T22:06:17Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00272,2026-09-08T22:09:56Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00228,2026-09-08T22:18:34Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00081,2026-09-08T22:29:42Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00128,2026-09-08T22:46:09Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00082,2026-09-08T22:49:51Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00353,2026-09-08T22:52:33Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00015,2026-09-08T22:52:34Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00108,2026-09-08T23:12:29Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00110,2026-09-08T23:27:15Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00402,2026-09-08T23:34:17Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00137,2026-09-08T23:36:01Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00186,2026-09-09T00:09:28Z,FILE-03,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00167,2026-09-09T00:23:10Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00376,2026-09-09T00:30:53Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00430,2026-09-09T01:06:02Z,OPS-WS-08,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00020,2026-09-09T01:12:35Z,ENG-WS-17,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00259,2026-09-09T01:49:19Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00146,2026-09-09T02:14:32Z,OPS-WS-08,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00287,2026-09-09T02:44:24Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00441,2026-09-09T03:07:12Z,FILE-03,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00153,2026-09-09T03:13:01Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00411,2026-09-09T03:23:29Z,ENG-WS-17,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00295,2026-09-09T04:16:21Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00238,2026-09-09T04:29:00Z,JUMP-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00045,2026-09-09T04:32:51Z,DC-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00248,2026-09-09T04:39:09Z,APP-06,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00202,2026-09-09T04:59:38Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00262,2026-09-09T05:54:06Z,SCCM-01,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00054,2026-09-09T06:22:47Z,APP-06,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00104,2026-09-09T06:30:44Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00121,2026-09-09T06:44:05Z,SCCM-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00370,2026-09-09T06:44:49Z,JUMP-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00132,2026-09-09T06:54:14Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00375,2026-09-09T06:56:31Z,FILE-03,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00318,2026-09-09T07:02:41Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00332,2026-09-09T07:05:05Z,APP-06,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00303,2026-09-09T07:06:01Z,DC-01,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00488,2026-09-09T07:06:26Z,APP-06,SOC-AUTOMATION,check_change,response,routine response workflow
RESP-00495,2026-09-09T07:11:34Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00271,2026-09-09T07:23:16Z,OPS-WS-08,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00415,2026-09-09T07:29:55Z,APP-06,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00412,2026-09-09T07:30:09Z,ENG-WS-17,SOC-AUTOMATION,query_service,response,routine response workflow
RESP-00424,2026-09-09T07:42:15Z,APP-06,SOC-AUTOMATION,review_alert,response,routine response workflow
RESP-00071,2026-09-09T08:33:35Z,OPS-WS-08,SOC-AUTOMATION,collect_logs,response,routine response workflow
RESP-00300,2026-09-09T08:34:43Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response workflow
