detection_id,_time,severity,title,host,user,classification,note
ATD-010-00274,2026-09-07T22:23:25Z,medium,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00372,2026-09-07T22:26:58Z,medium,Service Change Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00439,2026-09-07T22:29:22Z,medium,Unsigned Binary Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00180,2026-09-07T22:34:42Z,low,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00435,2026-09-07T22:36:05Z,low,Service Change Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00457,2026-09-07T22:42:55Z,medium,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00508,2026-09-08T00:06:44Z,low,Unsigned Binary Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00314,2026-09-08T00:20:22Z,medium,Service Change Review,DC-01,ACME\adavis,context,background detection
ATD-010-00175,2026-09-08T00:26:35Z,low,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00555,2026-09-08T00:27:29Z,low,Software Deployment Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00127,2026-09-08T00:28:59Z,low,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00188,2026-09-08T00:49:08Z,medium,Service Change Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00416,2026-09-08T01:12:44Z,low,Software Deployment Review,APP-06,ACME\adavis,context,background detection
ATD-010-00113,2026-09-08T01:35:08Z,low,Service Change Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00422,2026-09-08T01:54:36Z,medium,Unsigned Binary Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00241,2026-09-08T01:56:26Z,medium,Service Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00515,2026-09-08T02:17:12Z,medium,Service Change Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00417,2026-09-08T02:22:21Z,medium,Service Change Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00506,2026-09-08T02:24:52Z,medium,Unsigned Binary Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00174,2026-09-08T02:41:06Z,medium,Service Change Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00366,2026-09-08T03:20:41Z,medium,Service Change Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00520,2026-09-08T03:26:44Z,low,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00242,2026-09-08T03:32:50Z,low,Unsigned Binary Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00540,2026-09-08T03:50:42Z,low,Service Change Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00290,2026-09-08T03:58:43Z,medium,Software Deployment Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00405,2026-09-08T04:10:22Z,medium,Service Change Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00455,2026-09-08T04:14:48Z,medium,Service Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00118,2026-09-08T04:25:03Z,medium,Software Deployment Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00142,2026-09-08T04:26:38Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00164,2026-09-08T04:30:03Z,low,Software Deployment Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00112,2026-09-08T04:39:38Z,low,Unsigned Binary Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00313,2026-09-08T04:46:58Z,low,Unsigned Binary Review,DC-01,ACME\mturner,context,background detection
ATD-010-00270,2026-09-08T04:48:34Z,medium,Service Change Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00292,2026-09-08T04:59:03Z,medium,Service Change Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00589,2026-09-08T05:13:15Z,medium,Unsigned Binary Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00281,2026-09-08T05:16:27Z,low,Service Change Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00359,2026-09-08T05:25:06Z,medium,Unsigned Binary Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00243,2026-09-08T05:25:53Z,medium,Software Deployment Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00368,2026-09-08T05:48:33Z,low,Service Change Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00108,2026-09-08T06:11:36Z,low,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00235,2026-09-08T06:13:48Z,medium,Service Change Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00163,2026-09-08T06:15:53Z,low,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00400,2026-09-08T06:17:25Z,low,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00398,2026-09-08T06:23:25Z,medium,Software Deployment Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00189,2026-09-08T07:10:06Z,low,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00205,2026-09-08T07:30:41Z,low,Software Deployment Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00517,2026-09-08T07:35:27Z,medium,Software Deployment Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00286,2026-09-08T07:52:41Z,low,Unsigned Binary Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00277,2026-09-08T08:21:54Z,medium,Software Deployment Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00378,2026-09-08T08:28:29Z,medium,Unsigned Binary Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00141,2026-09-08T08:39:42Z,medium,Service Change Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00497,2026-09-08T08:42:37Z,low,Unsigned Binary Review,APP-06,ACME\mturner,context,background detection
ATD-010-00236,2026-09-08T08:47:20Z,low,Unsigned Binary Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00245,2026-09-08T09:31:44Z,medium,Unsigned Binary Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00139,2026-09-08T09:44:28Z,low,Unsigned Binary Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00280,2026-09-08T10:10:53Z,medium,Software Deployment Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00300,2026-09-08T10:16:28Z,medium,Service Change Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00525,2026-09-08T10:20:19Z,medium,Software Deployment Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00154,2026-09-08T10:31:11Z,low,Software Deployment Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00441,2026-09-08T10:42:12Z,low,Service Change Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00255,2026-09-08T10:45:03Z,low,Unsigned Binary Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00553,2026-09-08T10:48:56Z,medium,Software Deployment Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00474,2026-09-08T10:51:27Z,medium,Service Change Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00121,2026-09-08T10:55:50Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00552,2026-09-08T11:05:37Z,medium,Service Change Review,APP-06,ACME\adavis,context,background detection
ATD-010-00384,2026-09-08T11:13:45Z,medium,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00315,2026-09-08T11:23:20Z,medium,Unsigned Binary Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00148,2026-09-08T12:31:00Z,low,Service Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00597,2026-09-08T12:41:36Z,medium,Service Change Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00184,2026-09-08T12:44:47Z,medium,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00511,2026-09-08T12:45:41Z,low,Unsigned Binary Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00469,2026-09-08T13:14:56Z,low,Service Change Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00162,2026-09-08T13:17:59Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00573,2026-09-08T13:18:07Z,low,Unsigned Binary Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00461,2026-09-08T13:27:32Z,medium,Software Deployment Review,DC-01,ACME\mturner,context,background detection
ATD-010-00592,2026-09-08T13:31:58Z,medium,Unsigned Binary Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00116,2026-09-08T13:47:06Z,low,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00370,2026-09-08T13:57:12Z,low,Software Deployment Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00448,2026-09-08T14:06:44Z,medium,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00193,2026-09-08T14:12:55Z,medium,Unsigned Binary Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00303,2026-09-08T14:31:09Z,low,Software Deployment Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00237,2026-09-08T14:34:17Z,medium,Service Change Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00293,2026-09-08T14:37:14Z,low,Unsigned Binary Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00599,2026-09-08T14:44:40Z,medium,Service Change Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00462,2026-09-08T14:57:46Z,low,Software Deployment Review,APP-06,ACME\adavis,context,background detection
ATD-010-00530,2026-09-08T15:01:53Z,medium,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00357,2026-09-08T15:26:49Z,low,Software Deployment Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00130,2026-09-08T15:38:17Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00407,2026-09-08T15:49:04Z,low,Software Deployment Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00246,2026-09-08T15:51:06Z,medium,Software Deployment Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00338,2026-09-08T15:57:06Z,low,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00429,2026-09-08T16:04:19Z,low,Service Change Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00256,2026-09-08T16:06:03Z,low,Service Change Review,APP-06,ACME\adavis,context,background detection
ATD-010-00532,2026-09-08T16:20:45Z,low,Unsigned Binary Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00533,2026-09-08T16:26:21Z,low,Unsigned Binary Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00156,2026-09-08T16:37:13Z,medium,Service Change Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00450,2026-09-08T16:50:30Z,low,Service Change Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00442,2026-09-08T17:14:34Z,medium,Software Deployment Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00528,2026-09-08T17:16:25Z,medium,Software Deployment Review,DC-01,ACME\adavis,context,background detection
ATD-010-00389,2026-09-08T17:25:56Z,medium,Service Change Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00486,2026-09-08T17:41:13Z,medium,Unsigned Binary Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00578,2026-09-08T17:50:55Z,low,Service Change Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00395,2026-09-08T18:01:45Z,low,Unsigned Binary Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00213,2026-09-08T18:02:30Z,low,Software Deployment Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00371,2026-09-08T18:04:22Z,medium,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00539,2026-09-08T18:16:25Z,medium,Service Change Review,APP-06,ACME\mturner,context,background detection
ATD-010-00413,2026-09-08T18:27:35Z,low,Service Change Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00473,2026-09-08T18:39:00Z,low,Unsigned Binary Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00254,2026-09-08T19:01:44Z,low,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00349,2026-09-08T19:19:47Z,low,Software Deployment Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00342,2026-09-08T19:20:39Z,low,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00445,2026-09-08T19:35:17Z,medium,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00332,2026-09-08T19:51:22Z,medium,Software Deployment Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00571,2026-09-08T20:01:21Z,medium,Service Change Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00504,2026-09-08T20:01:22Z,medium,Service Change Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00114,2026-09-08T20:01:50Z,medium,Service Change Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00434,2026-09-08T20:02:01Z,medium,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00518,2026-09-08T20:03:32Z,low,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00225,2026-09-08T20:03:42Z,low,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00248,2026-09-08T20:06:55Z,medium,Software Deployment Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00483,2026-09-08T20:11:31Z,low,Service Change Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00106,2026-09-08T20:24:45Z,low,Software Deployment Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00191,2026-09-08T20:38:47Z,low,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00265,2026-09-08T21:05:11Z,medium,Unsigned Binary Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00305,2026-09-08T21:06:08Z,low,Service Change Review,DC-01,ACME\adavis,context,background detection
ATD-010-00222,2026-09-08T22:16:35Z,medium,Unsigned Binary Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00369,2026-09-08T22:19:16Z,low,Software Deployment Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00324,2026-09-08T22:27:42Z,low,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00335,2026-09-08T22:29:00Z,medium,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00288,2026-09-08T22:31:37Z,medium,Unsigned Binary Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00367,2026-09-08T22:37:53Z,medium,Service Change Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00575,2026-09-08T22:57:54Z,low,Service Change Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00219,2026-09-08T23:07:46Z,medium,Software Deployment Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00392,2026-09-08T23:11:11Z,low,Software Deployment Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00494,2026-09-08T23:17:42Z,low,Unsigned Binary Review,DC-01,ACME\mturner,context,background detection
ATD-010-00261,2026-09-08T23:19:49Z,medium,Unsigned Binary Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00247,2026-09-08T23:31:46Z,low,Service Change Review,APP-06,ACME\mturner,context,background detection
ATD-010-00534,2026-09-08T23:34:29Z,medium,Unsigned Binary Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00228,2026-09-08T23:44:56Z,low,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00250,2026-09-08T23:46:54Z,low,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00570,2026-09-08T23:54:52Z,medium,Software Deployment Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00411,2026-09-09T00:00:44Z,low,Service Change Review,APP-06,ACME\adavis,context,background detection
ATD-010-00107,2026-09-09T00:03:03Z,medium,Software Deployment Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00276,2026-09-09T00:07:00Z,low,Service Change Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00537,2026-09-09T00:34:24Z,low,Unsigned Binary Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00598,2026-09-09T00:43:04Z,low,Software Deployment Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00294,2026-09-09T00:57:02Z,medium,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00593,2026-09-09T01:05:53Z,medium,Service Change Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00523,2026-09-09T01:35:07Z,medium,Unsigned Binary Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00564,2026-09-09T01:53:21Z,low,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00207,2026-09-09T02:03:49Z,low,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00364,2026-09-09T02:11:29Z,medium,Software Deployment Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00479,2026-09-09T02:11:30Z,low,Unsigned Binary Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00204,2026-09-09T02:14:51Z,medium,Service Change Review,APP-06,ACME\adavis,context,background detection
ATD-010-00158,2026-09-09T02:21:23Z,low,Software Deployment Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00172,2026-09-09T02:21:42Z,low,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00491,2026-09-09T02:25:09Z,low,Unsigned Binary Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00200,2026-09-09T02:40:21Z,medium,Unsigned Binary Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00547,2026-09-09T02:47:39Z,low,Software Deployment Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00425,2026-09-09T02:53:17Z,low,Unsigned Binary Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00298,2026-09-09T03:07:49Z,low,Service Change Review,DC-01,ACME\mturner,context,background detection
ATD-010-00238,2026-09-09T03:10:39Z,low,Software Deployment Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00352,2026-09-09T03:13:01Z,low,Software Deployment Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00165,2026-09-09T03:47:57Z,low,Software Deployment Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00544,2026-09-09T03:53:18Z,low,Service Change Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00190,2026-09-09T03:56:15Z,medium,Unsigned Binary Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00526,2026-09-09T04:01:18Z,low,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00481,2026-09-09T04:20:53Z,medium,Unsigned Binary Review,APP-06,ACME\mturner,context,background detection
ATD-010-00522,2026-09-09T04:22:45Z,low,Software Deployment Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00330,2026-09-09T04:28:51Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00115,2026-09-09T04:33:47Z,low,Software Deployment Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00202,2026-09-09T04:54:21Z,low,Service Change Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00490,2026-09-09T04:56:46Z,low,Service Change Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00153,2026-09-09T05:06:24Z,medium,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00580,2026-09-09T05:10:22Z,medium,Software Deployment Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00358,2026-09-09T05:25:05Z,low,Software Deployment Review,SCCM-01,ACME\adavis,context,background detection
