event_id,_time,host,user,parent_process_name,process_name,command_line,classification,note
PROC-BEN-002,2026-09-07T14:25:14Z,APP-06,NT AUTHORITY\SYSTEM,services.exe,agent.exe,C:\Program Files\ACME\Support\agent.exe --service,benign,approved support agent starts
PROC-00041,2026-09-07T14:27:31Z,APP-06,ACME\mturner,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-RESP-001,2026-09-07T14:30:00Z,ENG-WS-17,ACME\jsmith,cmd.exe,sc.exe,sc.exe qc WinSupportSvc,response,responder captures configuration
PROC-00397,2026-09-07T14:31:40Z,APP-06,ACME\svc_sccm,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-RESP-002,2026-09-07T14:32:00Z,ENG-WS-17,ACME\jsmith,cmd.exe,sc.exe,sc.exe config WinSupportSvc start= disabled,response,responder disables service
PROC-00116,2026-09-07T14:37:41Z,APP-06,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00464,2026-09-07T14:41:01Z,FILE-03,ACME\jsmith,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00107,2026-09-07T14:49:51Z,OPS-WS-08,ACME\svc_sccm,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00492,2026-09-07T15:13:33Z,DC-01,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00415,2026-09-07T15:18:20Z,DC-01,ACME\svc_sccm,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00238,2026-09-07T15:30:19Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00081,2026-09-07T15:53:32Z,FILE-03,ACME\jsmith,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00234,2026-09-07T15:57:37Z,ENG-WS-17,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00437,2026-09-07T16:06:23Z,JUMP-01,ACME\jsmith,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00094,2026-09-07T16:11:57Z,APP-06,ACME\jsmith,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00388,2026-09-07T16:12:26Z,SCCM-01,ACME\adavis,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00250,2026-09-07T16:21:24Z,FILE-03,ACME\mturner,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00253,2026-09-07T16:23:42Z,DC-01,ACME\jsmith,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00098,2026-09-07T16:25:18Z,ENG-WS-17,ACME\mturner,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00384,2026-09-07T16:39:24Z,ENG-WS-17,ACME\jsmith,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00306,2026-09-07T16:53:39Z,FILE-03,ACME\svc_sccm,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00446,2026-09-07T17:00:25Z,FILE-03,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00231,2026-09-07T17:10:17Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00354,2026-09-07T17:12:35Z,DC-01,ACME\jsmith,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00323,2026-09-07T17:13:49Z,FILE-03,NT AUTHORITY\SYSTEM,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00413,2026-09-07T17:18:54Z,JUMP-01,ACME\jsmith,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00156,2026-09-07T17:21:30Z,SCCM-01,ACME\jsmith,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00143,2026-09-07T17:42:06Z,DC-01,ACME\jsmith,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00039,2026-09-07T17:58:56Z,OPS-WS-08,ACME\mturner,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00022,2026-09-07T18:14:50Z,JUMP-01,ACME\svc_sccm,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00202,2026-09-07T18:15:41Z,SCCM-01,ACME\adavis,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00357,2026-09-07T18:17:56Z,SCCM-01,ACME\adavis,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00203,2026-09-07T18:52:12Z,DC-01,NT AUTHORITY\SYSTEM,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00315,2026-09-07T19:00:01Z,DC-01,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00472,2026-09-07T19:00:33Z,JUMP-01,ACME\svc_sccm,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00064,2026-09-07T19:12:03Z,SCCM-01,ACME\mturner,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00012,2026-09-07T19:47:45Z,ENG-WS-17,ACME\mturner,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00409,2026-09-07T20:21:45Z,OPS-WS-08,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00100,2026-09-07T20:23:53Z,APP-06,ACME\adavis,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00319,2026-09-07T21:04:19Z,DC-01,ACME\svc_sccm,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00195,2026-09-07T21:27:49Z,APP-06,ACME\mturner,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00411,2026-09-07T21:31:59Z,SCCM-01,ACME\svc_sccm,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00235,2026-09-07T21:56:54Z,SCCM-01,ACME\mturner,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00170,2026-09-07T22:14:37Z,JUMP-01,ACME\adavis,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00043,2026-09-07T22:16:46Z,DC-01,ACME\svc_sccm,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00344,2026-09-07T22:27:50Z,APP-06,ACME\svc_sccm,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00029,2026-09-07T22:29:26Z,APP-06,ACME\adavis,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00153,2026-09-07T22:30:06Z,APP-06,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00423,2026-09-07T22:34:10Z,FILE-03,ACME\adavis,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00469,2026-09-07T23:32:25Z,DC-01,ACME\adavis,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00182,2026-09-07T23:54:58Z,FILE-03,ACME\adavis,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00430,2026-09-07T23:55:16Z,FILE-03,ACME\adavis,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00263,2026-09-08T00:06:13Z,SCCM-01,ACME\svc_sccm,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00444,2026-09-08T00:07:55Z,ENG-WS-17,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00468,2026-09-08T00:35:35Z,SCCM-01,ACME\adavis,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00026,2026-09-08T00:49:30Z,OPS-WS-08,ACME\adavis,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00165,2026-09-08T01:00:28Z,FILE-03,ACME\adavis,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00172,2026-09-08T01:14:11Z,FILE-03,ACME\mturner,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00137,2026-09-08T01:19:08Z,SCCM-01,ACME\jsmith,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00083,2026-09-08T01:20:49Z,JUMP-01,ACME\svc_sccm,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00272,2026-09-08T01:35:28Z,SCCM-01,NT AUTHORITY\SYSTEM,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00117,2026-09-08T01:38:20Z,OPS-WS-08,ACME\adavis,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00339,2026-09-08T01:40:40Z,APP-06,ACME\svc_sccm,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00046,2026-09-08T01:42:11Z,ENG-WS-17,NT AUTHORITY\SYSTEM,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00019,2026-09-08T02:06:12Z,DC-01,ACME\adavis,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00476,2026-09-08T02:10:04Z,DC-01,ACME\svc_sccm,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00209,2026-09-08T02:16:05Z,FILE-03,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00213,2026-09-08T02:23:04Z,JUMP-01,ACME\mturner,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00186,2026-09-08T02:48:49Z,APP-06,NT AUTHORITY\SYSTEM,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00217,2026-09-08T03:00:00Z,FILE-03,ACME\svc_sccm,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00230,2026-09-08T03:00:37Z,ENG-WS-17,ACME\svc_sccm,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00018,2026-09-08T03:02:50Z,ENG-WS-17,ACME\svc_sccm,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00493,2026-09-08T03:07:01Z,JUMP-01,ACME\jsmith,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00443,2026-09-08T03:07:14Z,APP-06,ACME\svc_sccm,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00280,2026-09-08T03:09:55Z,OPS-WS-08,ACME\jsmith,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00102,2026-09-08T03:12:50Z,FILE-03,ACME\adavis,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00127,2026-09-08T03:28:08Z,OPS-WS-08,ACME\svc_sccm,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00434,2026-09-08T03:46:10Z,OPS-WS-08,NT AUTHORITY\SYSTEM,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00040,2026-09-08T03:47:57Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00283,2026-09-08T03:49:01Z,FILE-03,ACME\svc_sccm,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00211,2026-09-08T04:03:49Z,ENG-WS-17,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00075,2026-09-08T04:07:56Z,JUMP-01,ACME\adavis,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00478,2026-09-08T04:38:45Z,JUMP-01,ACME\adavis,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00225,2026-09-08T04:54:35Z,ENG-WS-17,ACME\mturner,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00408,2026-09-08T05:06:36Z,DC-01,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00092,2026-09-08T05:19:41Z,SCCM-01,ACME\adavis,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00237,2026-09-08T05:22:42Z,JUMP-01,ACME\svc_sccm,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00171,2026-09-08T05:23:05Z,JUMP-01,ACME\adavis,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00192,2026-09-08T05:54:08Z,JUMP-01,NT AUTHORITY\SYSTEM,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00161,2026-09-08T06:21:33Z,DC-01,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00243,2026-09-08T07:02:47Z,FILE-03,ACME\mturner,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00111,2026-09-08T07:03:29Z,JUMP-01,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00076,2026-09-08T07:07:23Z,DC-01,ACME\jsmith,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00288,2026-09-08T08:23:44Z,DC-01,ACME\adavis,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00212,2026-09-08T08:36:13Z,SCCM-01,ACME\svc_sccm,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00383,2026-09-08T08:51:50Z,JUMP-01,ACME\svc_sccm,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00173,2026-09-08T09:16:53Z,OPS-WS-08,ACME\mturner,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00219,2026-09-08T10:12:54Z,SCCM-01,ACME\adavis,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00115,2026-09-08T10:17:36Z,SCCM-01,ACME\mturner,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00320,2026-09-08T10:55:12Z,APP-06,ACME\svc_sccm,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00360,2026-09-08T11:18:41Z,JUMP-01,ACME\mturner,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00457,2026-09-08T11:21:25Z,OPS-WS-08,ACME\jsmith,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00164,2026-09-08T11:21:55Z,APP-06,ACME\mturner,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00399,2026-09-08T11:41:39Z,SCCM-01,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00163,2026-09-08T11:42:25Z,SCCM-01,ACME\adavis,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00210,2026-09-08T11:56:42Z,FILE-03,ACME\jsmith,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00471,2026-09-08T12:05:28Z,OPS-WS-08,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00366,2026-09-08T12:12:14Z,ENG-WS-17,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00422,2026-09-08T13:58:26Z,JUMP-01,ACME\adavis,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00395,2026-09-08T14:07:31Z,ENG-WS-17,ACME\svc_sccm,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00451,2026-09-08T15:11:34Z,ENG-WS-17,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00052,2026-09-08T15:20:43Z,OPS-WS-08,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00108,2026-09-08T15:20:51Z,FILE-03,ACME\svc_sccm,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00485,2026-09-08T15:24:06Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00162,2026-09-08T15:40:54Z,FILE-03,ACME\mturner,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00463,2026-09-08T15:56:50Z,ENG-WS-17,NT AUTHORITY\SYSTEM,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00024,2026-09-08T16:01:58Z,ENG-WS-17,ACME\adavis,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00184,2026-09-08T16:15:02Z,ENG-WS-17,ACME\adavis,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00334,2026-09-08T16:16:35Z,OPS-WS-08,ACME\mturner,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00198,2026-09-08T16:37:49Z,ENG-WS-17,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00023,2026-09-08T16:38:19Z,SCCM-01,ACME\mturner,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00180,2026-09-08T16:49:41Z,JUMP-01,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00421,2026-09-08T16:53:47Z,APP-06,ACME\svc_sccm,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00370,2026-09-08T17:09:19Z,ENG-WS-17,ACME\jsmith,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00248,2026-09-08T17:16:04Z,APP-06,ACME\mturner,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00349,2026-09-08T17:21:40Z,SCCM-01,NT AUTHORITY\SYSTEM,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00079,2026-09-08T17:23:47Z,OPS-WS-08,NT AUTHORITY\SYSTEM,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00466,2026-09-08T17:30:09Z,JUMP-01,ACME\adavis,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00009,2026-09-08T17:31:14Z,ENG-WS-17,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00036,2026-09-08T17:34:02Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00345,2026-09-08T18:00:03Z,DC-01,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00361,2026-09-08T18:05:09Z,OPS-WS-08,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00424,2026-09-08T18:11:45Z,APP-06,ACME\mturner,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00286,2026-09-08T18:16:02Z,APP-06,ACME\adavis,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00373,2026-09-08T18:23:31Z,OPS-WS-08,NT AUTHORITY\SYSTEM,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00113,2026-09-08T18:31:28Z,ENG-WS-17,ACME\svc_sccm,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00262,2026-09-08T18:53:18Z,SCCM-01,ACME\adavis,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00417,2026-09-08T19:22:59Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00185,2026-09-08T19:23:47Z,ENG-WS-17,ACME\svc_sccm,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00372,2026-09-08T19:27:19Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00299,2026-09-08T19:51:57Z,APP-06,ACME\jsmith,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00032,2026-09-08T20:17:04Z,APP-06,ACME\svc_sccm,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00010,2026-09-08T20:52:46Z,JUMP-01,ACME\svc_sccm,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00070,2026-09-08T21:22:22Z,SCCM-01,ACME\mturner,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00290,2026-09-08T21:23:50Z,OPS-WS-08,ACME\adavis,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00402,2026-09-08T21:59:26Z,ENG-WS-17,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00359,2026-09-08T22:07:34Z,APP-06,ACME\jsmith,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00489,2026-09-08T22:10:26Z,SCCM-01,ACME\svc_sccm,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00060,2026-09-08T22:13:11Z,DC-01,ACME\jsmith,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00078,2026-09-08T22:25:24Z,FILE-03,ACME\jsmith,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00146,2026-09-08T22:28:29Z,ENG-WS-17,ACME\svc_sccm,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00038,2026-09-08T22:32:47Z,DC-01,ACME\mturner,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00271,2026-09-08T22:42:56Z,OPS-WS-08,ACME\adavis,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00150,2026-09-08T22:44:27Z,SCCM-01,ACME\adavis,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00324,2026-09-08T22:50:17Z,APP-06,ACME\svc_sccm,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00473,2026-09-08T22:51:35Z,JUMP-01,ACME\svc_sccm,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00337,2026-09-08T23:09:28Z,DC-01,ACME\jsmith,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00484,2026-09-08T23:44:03Z,JUMP-01,ACME\adavis,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00308,2026-09-08T23:53:28Z,JUMP-01,ACME\adavis,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00011,2026-09-09T00:08:55Z,FILE-03,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00261,2026-09-09T00:15:52Z,SCCM-01,ACME\jsmith,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00382,2026-09-09T00:29:47Z,APP-06,ACME\jsmith,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00432,2026-09-09T00:47:28Z,FILE-03,ACME\svc_sccm,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00144,2026-09-09T00:51:12Z,SCCM-01,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00034,2026-09-09T00:57:03Z,OPS-WS-08,ACME\svc_sccm,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00074,2026-09-09T01:04:52Z,OPS-WS-08,ACME\jsmith,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00223,2026-09-09T01:17:30Z,DC-01,ACME\svc_sccm,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00300,2026-09-09T01:21:15Z,APP-06,ACME\mturner,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00440,2026-09-09T01:30:07Z,APP-06,NT AUTHORITY\SYSTEM,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00364,2026-09-09T01:32:32Z,APP-06,ACME\jsmith,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00494,2026-09-09T01:57:27Z,DC-01,NT AUTHORITY\SYSTEM,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00385,2026-09-09T01:59:30Z,JUMP-01,ACME\adavis,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00189,2026-09-09T02:06:29Z,SCCM-01,ACME\jsmith,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00374,2026-09-09T02:07:36Z,ENG-WS-17,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00462,2026-09-09T02:10:57Z,JUMP-01,ACME\adavis,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00028,2026-09-09T02:16:03Z,DC-01,ACME\adavis,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00224,2026-09-09T02:20:52Z,JUMP-01,ACME\svc_sccm,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00277,2026-09-09T02:35:38Z,SCCM-01,ACME\adavis,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00257,2026-09-09T02:53:37Z,FILE-03,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00387,2026-09-09T03:07:53Z,JUMP-01,ACME\mturner,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00097,2026-09-09T03:42:04Z,FILE-03,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00200,2026-09-09T03:44:09Z,APP-06,ACME\jsmith,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00341,2026-09-09T03:45:23Z,OPS-WS-08,ACME\svc_sccm,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00017,2026-09-09T03:56:19Z,FILE-03,ACME\svc_sccm,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00062,2026-09-09T03:57:28Z,JUMP-01,ACME\jsmith,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00447,2026-09-09T04:00:17Z,DC-01,ACME\mturner,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00201,2026-09-09T04:19:51Z,SCCM-01,ACME\svc_sccm,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00433,2026-09-09T04:31:44Z,OPS-WS-08,ACME\mturner,svchost.exe,powershell.exe,routine process execution,benign,routine process
