asset_id,host,ip,role,owner,criticality,internet_facing,expected_admin_sources,note
AST-00074,WEB-EDGE-01,10.40.1.74,web server,App Team,medium,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00075,FILE-01,10.40.1.75,file server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00076,DEPLOY-01,10.40.1.76,deployment server,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00077,VULN-SCAN-01,10.40.1.77,security scanner,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00078,ADMIN-WS-07,10.40.1.78,admin workstation,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00079,ADMIN-WS-11,10.40.1.79,user workstation,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00080,APP-API-02,10.40.1.80,application server,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00081,WEB-EDGE-01,10.40.1.81,web server,IT Ops,high,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00082,FILE-01,10.40.1.82,file server,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00083,DEPLOY-01,10.40.1.83,deployment server,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00084,VULN-SCAN-01,10.40.1.84,security scanner,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00085,ADMIN-WS-07,10.40.1.85,admin workstation,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00086,ADMIN-WS-11,10.40.1.86,user workstation,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00087,APP-API-02,10.40.1.87,application server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00088,WEB-EDGE-01,10.40.1.88,web server,Web Team,low,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00089,FILE-01,10.40.1.89,file server,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00090,DEPLOY-01,10.40.1.90,deployment server,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00091,VULN-SCAN-01,10.40.1.91,security scanner,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00092,ADMIN-WS-07,10.40.1.92,admin workstation,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00093,ADMIN-WS-11,10.40.1.93,user workstation,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00094,APP-API-02,10.40.1.94,application server,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00095,WEB-EDGE-01,10.40.1.95,web server,Security,medium,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00096,FILE-01,10.40.1.96,file server,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00097,DEPLOY-01,10.40.1.97,deployment server,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00098,VULN-SCAN-01,10.40.1.98,security scanner,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00099,ADMIN-WS-07,10.40.1.99,admin workstation,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00100,ADMIN-WS-11,10.40.1.100,user workstation,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00101,APP-API-02,10.40.1.101,application server,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00102,WEB-EDGE-01,10.40.1.102,web server,App Team,high,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00103,FILE-01,10.40.1.103,file server,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00104,DEPLOY-01,10.40.1.104,deployment server,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00105,VULN-SCAN-01,10.40.1.105,security scanner,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00106,ADMIN-WS-07,10.40.1.106,admin workstation,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00107,ADMIN-WS-11,10.40.1.107,user workstation,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00108,APP-API-02,10.40.1.108,application server,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00109,WEB-EDGE-01,10.40.1.109,web server,IT Ops,low,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00110,FILE-01,10.40.1.110,file server,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00111,DEPLOY-01,10.40.1.111,deployment server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00112,VULN-SCAN-01,10.40.1.112,security scanner,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00113,ADMIN-WS-07,10.40.1.113,admin workstation,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00114,ADMIN-WS-11,10.40.1.114,user workstation,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00115,APP-API-02,10.40.1.115,application server,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00116,WEB-EDGE-01,10.40.1.116,web server,Web Team,medium,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00117,FILE-01,10.40.1.117,file server,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00118,DEPLOY-01,10.40.1.118,deployment server,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00119,VULN-SCAN-01,10.40.1.119,security scanner,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00120,ADMIN-WS-07,10.40.1.120,admin workstation,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00121,ADMIN-WS-11,10.40.1.121,user workstation,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00122,APP-API-02,10.40.1.122,application server,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00123,WEB-EDGE-01,10.40.1.123,web server,Security,high,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00124,FILE-01,10.40.1.124,file server,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00125,DEPLOY-01,10.40.1.125,deployment server,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00126,VULN-SCAN-01,10.40.1.126,security scanner,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00127,ADMIN-WS-07,10.40.1.127,admin workstation,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00128,ADMIN-WS-11,10.40.1.128,user workstation,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00129,APP-API-02,10.40.1.129,application server,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00130,WEB-EDGE-01,10.40.1.130,web server,App Team,low,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00131,FILE-01,10.40.1.131,file server,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00132,DEPLOY-01,10.40.1.132,deployment server,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00133,VULN-SCAN-01,10.40.1.133,security scanner,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00134,ADMIN-WS-07,10.40.1.134,admin workstation,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00135,ADMIN-WS-11,10.40.1.135,user workstation,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00136,APP-API-02,10.40.1.136,application server,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00137,WEB-EDGE-01,10.40.1.137,web server,IT Ops,medium,true,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00138,FILE-01,10.40.1.138,file server,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00139,DEPLOY-01,10.40.1.139,deployment server,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00140,VULN-SCAN-01,10.40.1.140,security scanner,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00141,LAB-HOST-0140,10.40.1.141,admin workstation,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00142,LAB-HOST-0141,10.40.1.142,user workstation,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00143,LAB-HOST-0142,10.40.1.143,application server,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00144,LAB-HOST-0143,10.40.1.144,web server,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00145,LAB-HOST-0144,10.40.1.145,file server,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00146,LAB-HOST-0145,10.40.1.146,deployment server,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00147,LAB-HOST-0146,10.40.1.147,security scanner,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00148,LAB-HOST-0147,10.40.1.148,admin workstation,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00149,LAB-HOST-0148,10.40.1.149,user workstation,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00150,LAB-HOST-0149,10.40.1.150,application server,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00151,LAB-HOST-0150,10.40.1.151,web server,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00152,LAB-HOST-0151,10.40.1.152,file server,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00153,LAB-HOST-0152,10.40.1.153,deployment server,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00154,LAB-HOST-0153,10.40.1.154,security scanner,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00155,LAB-HOST-0154,10.40.1.155,admin workstation,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00156,LAB-HOST-0155,10.40.1.156,user workstation,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00157,LAB-HOST-0156,10.40.1.157,application server,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00158,LAB-HOST-0157,10.40.1.158,web server,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00159,LAB-HOST-0158,10.40.1.159,file server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00160,LAB-HOST-0159,10.40.1.160,deployment server,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00161,LAB-HOST-0160,10.40.1.161,security scanner,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00162,LAB-HOST-0161,10.40.1.162,admin workstation,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00163,LAB-HOST-0162,10.40.1.163,user workstation,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00164,LAB-HOST-0163,10.40.1.164,application server,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00165,LAB-HOST-0164,10.40.1.165,web server,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00166,LAB-HOST-0165,10.40.1.166,file server,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00167,LAB-HOST-0166,10.40.1.167,deployment server,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00168,LAB-HOST-0167,10.40.1.168,security scanner,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00169,LAB-HOST-0168,10.40.1.169,admin workstation,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00170,LAB-HOST-0169,10.40.1.170,user workstation,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00171,LAB-HOST-0170,10.40.1.171,application server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00172,LAB-HOST-0171,10.40.1.172,web server,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00173,LAB-HOST-0172,10.40.1.173,file server,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00174,LAB-HOST-0173,10.40.1.174,deployment server,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00175,LAB-HOST-0174,10.40.1.175,security scanner,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00176,LAB-HOST-0175,10.40.1.176,admin workstation,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00177,LAB-HOST-0176,10.40.1.177,user workstation,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00178,LAB-HOST-0177,10.40.1.178,application server,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00179,LAB-HOST-0178,10.40.1.179,web server,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00180,LAB-HOST-0179,10.40.1.180,file server,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00181,LAB-HOST-0180,10.40.1.181,deployment server,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00182,LAB-HOST-0181,10.40.1.182,security scanner,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00183,LAB-HOST-0182,10.40.1.183,admin workstation,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00184,LAB-HOST-0183,10.40.1.184,user workstation,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00185,LAB-HOST-0184,10.40.1.185,application server,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00186,LAB-HOST-0185,10.40.1.186,web server,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00187,LAB-HOST-0186,10.40.1.187,file server,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00188,LAB-HOST-0187,10.40.1.188,deployment server,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00189,LAB-HOST-0188,10.40.1.189,security scanner,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00190,LAB-HOST-0189,10.40.1.190,admin workstation,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00191,LAB-HOST-0190,10.40.1.191,user workstation,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00192,LAB-HOST-0191,10.40.1.192,application server,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00193,LAB-HOST-0192,10.40.1.193,web server,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00194,LAB-HOST-0193,10.40.1.194,file server,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00195,LAB-HOST-0194,10.40.1.195,deployment server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00196,LAB-HOST-0195,10.40.1.196,security scanner,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00197,LAB-HOST-0196,10.40.1.197,admin workstation,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00198,LAB-HOST-0197,10.40.1.198,user workstation,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00199,LAB-HOST-0198,10.40.1.199,application server,Security,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00200,LAB-HOST-0199,10.40.1.200,web server,Web Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00201,LAB-HOST-0200,10.40.1.201,file server,IT Ops,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00202,LAB-HOST-0201,10.40.1.202,deployment server,App Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00203,LAB-HOST-0202,10.40.1.203,security scanner,Security,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00204,LAB-HOST-0203,10.40.1.204,admin workstation,Web Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00205,LAB-HOST-0204,10.40.1.205,user workstation,IT Ops,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00206,LAB-HOST-0205,10.40.1.206,application server,App Team,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00207,LAB-HOST-0206,10.40.1.207,web server,Security,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00208,LAB-HOST-0207,10.40.1.208,file server,Web Team,low,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00209,LAB-HOST-0208,10.40.1.209,deployment server,IT Ops,medium,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
AST-00210,LAB-HOST-0209,10.40.1.210,security scanner,App Team,high,false,DEPLOY-01;MGMT-JUMP-01,synthetic asset context
