event_id,_time,host,user,parent_process_name,process_name,process_id,command_line,classification,note
PROC-00796,2026-08-31T13:47:22Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,inventory.exe,4330,routine process,benign,routine process
PROC-00103,2026-08-31T13:48:12Z,MGMT-01,ACME\jsmith,explorer.exe,patch-agent.exe,13052,routine process,benign,routine process
PROC-00809,2026-08-31T13:56:54Z,HR-WS-22,ACME\jsmith,svchost.exe,inventory.exe,2957,routine process,benign,routine process
PROC-00783,2026-08-31T13:57:57Z,JUMP-01,ACME\admin.ops,taskeng.exe,patch-agent.exe,3903,routine process,benign,routine process
PROC-00737,2026-08-31T14:07:33Z,DC-01,ACME\kpatel,explorer.exe,cmd.exe,1000,routine process,benign,routine process
PROC-00077,2026-08-31T14:08:23Z,PATCH-01,ACME\kpatel,explorer.exe,powershell.exe,4141,routine process,benign,routine process
PROC-00110,2026-08-31T14:12:00Z,DC-01,ACME\admin.ops,svchost.exe,cmd.exe,12039,routine process,benign,routine process
PROC-00079,2026-08-31T14:13:26Z,FILE-02,ACME\admin.ops,taskeng.exe,powershell.exe,8150,routine process,benign,routine process
PROC-01352,2026-08-31T14:18:43Z,PATCH-01,ACME\svc_patch,explorer.exe,cmd.exe,7594,routine process,benign,routine process
PROC-01696,2026-08-31T14:21:43Z,FILE-02,ACME\svc_patch,services.exe,inventory.exe,10250,routine process,benign,routine process
PROC-INC-001,2026-08-31T14:26:14Z,HR-WS-22,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,7440,powershell.exe -NoProfile -WindowStyle Hidden -ExecutionPolicy Bypass -File C:\ProgramData\WinCache\check.ps1,investigate,scheduled task action
PROC-INC-002,2026-08-31T14:26:26Z,HR-WS-22,NT AUTHORITY\SYSTEM,powershell.exe,rundll32.exe,7488,"rundll32.exe C:\ProgramData\WinCache\telemetry.dll,Start",investigate,task launches DLL
PROC-INC-003,2026-08-31T14:28:20Z,HR-WS-22,NT AUTHORITY\SYSTEM,powershell.exe,cmd.exe,7516,cmd.exe /c ipconfig /all > C:\ProgramData\WinCache\net.txt,investigate,system discovery
PROC-00365,2026-08-31T14:30:06Z,APP-03,ACME\jsmith,explorer.exe,powershell.exe,5346,routine process,benign,routine process
PROC-BEN-001,2026-08-31T14:34:10Z,PATCH-01,ACME\svc_patch,taskeng.exe,powershell.exe,6120,powershell.exe -NoProfile -File C:\ACME\Patch\TelemetryCheck.ps1,benign,approved patch task
PROC-BEN-002,2026-08-31T14:34:22Z,PATCH-01,ACME\svc_patch,powershell.exe,patch-agent.exe,6144,patch-agent.exe --inventory --report MGMT-01,benign,approved patch inventory
PROC-00569,2026-08-31T14:35:03Z,PATCH-01,ACME\admin.ops,explorer.exe,patch-agent.exe,14396,routine process,benign,routine process
PROC-00839,2026-08-31T14:36:08Z,DC-01,ACME\jsmith,explorer.exe,cmd.exe,7478,routine process,benign,routine process
PROC-RESP-001,2026-08-31T14:37:20Z,HR-WS-22,ACME\jsmith,explorer.exe,cmd.exe,8212,schtasks /Query /XML,response,responder triage
PROC-00789,2026-08-31T14:41:56Z,APP-03,ACME\jsmith,services.exe,cmd.exe,12228,routine process,benign,routine process
PROC-00947,2026-08-31T14:42:13Z,FILE-02,ACME\svc_patch,explorer.exe,patch-agent.exe,8708,routine process,benign,routine process
PROC-00935,2026-08-31T14:43:52Z,DC-01,ACME\svc_patch,svchost.exe,inventory.exe,6318,routine process,benign,routine process
PROC-01715,2026-08-31T14:45:30Z,MGMT-01,ACME\svc_patch,taskeng.exe,patch-agent.exe,11812,routine process,benign,routine process
PROC-00695,2026-08-31T14:49:24Z,FILE-02,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,4135,routine process,benign,routine process
PROC-01047,2026-08-31T14:53:06Z,HR-WS-22,ACME\jsmith,taskeng.exe,inventory.exe,7097,routine process,benign,routine process
PROC-01759,2026-08-31T14:54:14Z,APP-03,ACME\jsmith,taskeng.exe,inventory.exe,8675,routine process,benign,routine process
PROC-00506,2026-08-31T14:55:11Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,patch-agent.exe,3970,routine process,benign,routine process
PROC-00968,2026-08-31T14:58:03Z,DC-01,ACME\jsmith,svchost.exe,powershell.exe,13107,routine process,benign,routine process
PROC-00299,2026-08-31T15:04:43Z,FILE-02,ACME\svc_patch,svchost.exe,powershell.exe,2456,routine process,benign,routine process
PROC-01348,2026-08-31T15:05:19Z,FILE-02,ACME\jsmith,explorer.exe,cmd.exe,9049,routine process,benign,routine process
PROC-00203,2026-08-31T15:11:10Z,APP-03,ACME\jsmith,svchost.exe,cmd.exe,14412,routine process,benign,routine process
PROC-01326,2026-08-31T15:15:04Z,DC-01,ACME\kpatel,explorer.exe,cmd.exe,15367,routine process,benign,routine process
PROC-01414,2026-08-31T15:15:23Z,HR-WS-22,ACME\jsmith,explorer.exe,patch-agent.exe,8550,routine process,benign,routine process
PROC-00239,2026-08-31T15:21:53Z,FILE-02,NT AUTHORITY\SYSTEM,taskeng.exe,patch-agent.exe,1100,routine process,benign,routine process
PROC-00091,2026-08-31T15:23:35Z,HR-WS-22,ACME\kpatel,taskeng.exe,patch-agent.exe,3970,routine process,benign,routine process
PROC-01720,2026-08-31T15:28:06Z,MGMT-01,ACME\svc_patch,taskeng.exe,inventory.exe,14276,routine process,benign,routine process
PROC-00229,2026-08-31T15:28:23Z,APP-03,ACME\jsmith,services.exe,powershell.exe,13650,routine process,benign,routine process
PROC-00425,2026-08-31T15:29:29Z,FILE-02,ACME\admin.ops,explorer.exe,patch-agent.exe,2301,routine process,benign,routine process
PROC-01793,2026-08-31T15:37:02Z,FILE-02,ACME\kpatel,services.exe,patch-agent.exe,14557,routine process,benign,routine process
PROC-00323,2026-08-31T15:40:41Z,MGMT-01,ACME\svc_patch,taskeng.exe,inventory.exe,12411,routine process,benign,routine process
PROC-01129,2026-08-31T15:46:21Z,FILE-02,ACME\admin.ops,services.exe,powershell.exe,9495,routine process,benign,routine process
PROC-00308,2026-08-31T15:53:19Z,DC-01,ACME\svc_patch,taskeng.exe,inventory.exe,3696,routine process,benign,routine process
PROC-00519,2026-08-31T15:54:03Z,APP-03,ACME\kpatel,services.exe,inventory.exe,2906,routine process,benign,routine process
PROC-00727,2026-08-31T15:57:02Z,APP-03,ACME\kpatel,svchost.exe,powershell.exe,6937,routine process,benign,routine process
PROC-01175,2026-08-31T16:05:06Z,FILE-02,ACME\kpatel,svchost.exe,cmd.exe,14825,routine process,benign,routine process
PROC-01085,2026-08-31T16:07:20Z,PATCH-01,ACME\kpatel,taskeng.exe,patch-agent.exe,4736,routine process,benign,routine process
PROC-00441,2026-08-31T16:07:39Z,APP-03,NT AUTHORITY\SYSTEM,svchost.exe,patch-agent.exe,3943,routine process,benign,routine process
PROC-00608,2026-08-31T16:12:13Z,FILE-02,ACME\svc_patch,explorer.exe,cmd.exe,12191,routine process,benign,routine process
PROC-01418,2026-08-31T16:13:48Z,HR-WS-22,ACME\svc_patch,taskeng.exe,powershell.exe,11609,routine process,benign,routine process
PROC-00011,2026-08-31T16:16:32Z,HR-WS-22,ACME\admin.ops,explorer.exe,patch-agent.exe,12391,routine process,benign,routine process
PROC-00962,2026-08-31T16:19:00Z,JUMP-01,ACME\jsmith,taskeng.exe,inventory.exe,8590,routine process,benign,routine process
PROC-01200,2026-08-31T16:24:33Z,HR-WS-22,ACME\admin.ops,explorer.exe,patch-agent.exe,3240,routine process,benign,routine process
PROC-01072,2026-08-31T16:26:40Z,HR-WS-22,ACME\kpatel,explorer.exe,powershell.exe,5415,routine process,benign,routine process
PROC-00684,2026-08-31T16:37:47Z,MGMT-01,ACME\svc_patch,services.exe,powershell.exe,13792,routine process,benign,routine process
PROC-01332,2026-08-31T16:39:46Z,FILE-02,NT AUTHORITY\SYSTEM,taskeng.exe,cmd.exe,14120,routine process,benign,routine process
PROC-00341,2026-08-31T16:41:13Z,MGMT-01,ACME\admin.ops,services.exe,cmd.exe,5249,routine process,benign,routine process
PROC-01135,2026-08-31T16:52:25Z,PATCH-01,ACME\svc_patch,explorer.exe,cmd.exe,12986,routine process,benign,routine process
PROC-01353,2026-08-31T16:52:39Z,MGMT-01,ACME\kpatel,explorer.exe,cmd.exe,1185,routine process,benign,routine process
PROC-00413,2026-08-31T16:53:36Z,APP-03,ACME\jsmith,explorer.exe,powershell.exe,15841,routine process,benign,routine process
PROC-01350,2026-08-31T16:55:49Z,DC-01,ACME\jsmith,svchost.exe,patch-agent.exe,1244,routine process,benign,routine process
PROC-01547,2026-08-31T16:56:25Z,JUMP-01,ACME\kpatel,taskeng.exe,inventory.exe,11615,routine process,benign,routine process
PROC-00508,2026-08-31T16:56:51Z,JUMP-01,ACME\svc_patch,services.exe,inventory.exe,2354,routine process,benign,routine process
PROC-00387,2026-08-31T16:59:57Z,JUMP-01,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,6812,routine process,benign,routine process
PROC-01593,2026-08-31T17:00:50Z,FILE-02,ACME\svc_patch,taskeng.exe,patch-agent.exe,5910,routine process,benign,routine process
PROC-01244,2026-08-31T17:12:22Z,MGMT-01,ACME\admin.ops,services.exe,powershell.exe,8342,routine process,benign,routine process
PROC-01204,2026-08-31T17:14:26Z,PATCH-01,ACME\svc_patch,explorer.exe,patch-agent.exe,14077,routine process,benign,routine process
PROC-00326,2026-08-31T17:21:51Z,DC-01,NT AUTHORITY\SYSTEM,taskeng.exe,patch-agent.exe,7498,routine process,benign,routine process
PROC-00439,2026-08-31T17:23:16Z,JUMP-01,NT AUTHORITY\SYSTEM,svchost.exe,inventory.exe,13026,routine process,benign,routine process
PROC-01536,2026-08-31T17:23:34Z,PATCH-01,ACME\jsmith,services.exe,cmd.exe,6351,routine process,benign,routine process
PROC-00984,2026-08-31T17:25:27Z,FILE-02,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,3253,routine process,benign,routine process
PROC-00944,2026-08-31T17:28:27Z,MGMT-01,ACME\jsmith,svchost.exe,cmd.exe,7039,routine process,benign,routine process
PROC-00688,2026-08-31T17:29:56Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,inventory.exe,3424,routine process,benign,routine process
PROC-00847,2026-08-31T17:30:00Z,APP-03,ACME\jsmith,svchost.exe,powershell.exe,3248,routine process,benign,routine process
PROC-00553,2026-08-31T17:47:06Z,APP-03,ACME\svc_patch,taskeng.exe,cmd.exe,6571,routine process,benign,routine process
PROC-01133,2026-08-31T17:47:10Z,MGMT-01,ACME\jsmith,services.exe,patch-agent.exe,3747,routine process,benign,routine process
PROC-00426,2026-08-31T17:48:37Z,JUMP-01,ACME\kpatel,taskeng.exe,inventory.exe,4859,routine process,benign,routine process
PROC-00746,2026-08-31T17:59:30Z,PATCH-01,ACME\kpatel,explorer.exe,cmd.exe,12197,routine process,benign,routine process
PROC-01725,2026-08-31T18:01:21Z,DC-01,ACME\svc_patch,taskeng.exe,patch-agent.exe,12752,routine process,benign,routine process
PROC-00535,2026-08-31T18:04:34Z,FILE-02,ACME\jsmith,taskeng.exe,cmd.exe,15069,routine process,benign,routine process
PROC-01140,2026-08-31T18:13:20Z,DC-01,ACME\kpatel,taskeng.exe,patch-agent.exe,9898,routine process,benign,routine process
PROC-00244,2026-08-31T18:17:42Z,JUMP-01,ACME\kpatel,taskeng.exe,inventory.exe,6442,routine process,benign,routine process
PROC-00585,2026-08-31T18:22:58Z,APP-03,ACME\kpatel,taskeng.exe,powershell.exe,3517,routine process,benign,routine process
PROC-00067,2026-08-31T18:24:45Z,HR-WS-22,ACME\svc_patch,svchost.exe,inventory.exe,9202,routine process,benign,routine process
PROC-00501,2026-08-31T18:25:45Z,JUMP-01,ACME\svc_patch,taskeng.exe,cmd.exe,5754,routine process,benign,routine process
PROC-00128,2026-08-31T18:26:54Z,JUMP-01,ACME\admin.ops,explorer.exe,powershell.exe,11700,routine process,benign,routine process
PROC-01443,2026-08-31T18:31:32Z,DC-01,ACME\admin.ops,taskeng.exe,inventory.exe,14680,routine process,benign,routine process
PROC-01756,2026-08-31T18:40:03Z,PATCH-01,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,14658,routine process,benign,routine process
PROC-00297,2026-08-31T18:40:20Z,HR-WS-22,ACME\admin.ops,taskeng.exe,patch-agent.exe,13403,routine process,benign,routine process
PROC-00854,2026-08-31T18:44:26Z,DC-01,ACME\admin.ops,taskeng.exe,cmd.exe,10272,routine process,benign,routine process
PROC-00961,2026-08-31T18:52:11Z,HR-WS-22,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,8953,routine process,benign,routine process
PROC-00931,2026-08-31T18:52:13Z,PATCH-01,ACME\admin.ops,taskeng.exe,cmd.exe,12126,routine process,benign,routine process
PROC-00358,2026-08-31T18:53:02Z,FILE-02,ACME\svc_patch,services.exe,powershell.exe,10097,routine process,benign,routine process
PROC-00235,2026-08-31T18:53:31Z,HR-WS-22,ACME\jsmith,svchost.exe,powershell.exe,2768,routine process,benign,routine process
PROC-01497,2026-08-31T19:00:34Z,APP-03,ACME\svc_patch,explorer.exe,powershell.exe,10835,routine process,benign,routine process
PROC-01349,2026-08-31T19:09:17Z,APP-03,ACME\kpatel,services.exe,patch-agent.exe,3209,routine process,benign,routine process
PROC-01159,2026-08-31T19:09:43Z,APP-03,NT AUTHORITY\SYSTEM,taskeng.exe,patch-agent.exe,10262,routine process,benign,routine process
PROC-00694,2026-08-31T19:17:58Z,APP-03,ACME\svc_patch,services.exe,inventory.exe,10036,routine process,benign,routine process
PROC-01242,2026-08-31T19:21:02Z,MGMT-01,ACME\kpatel,svchost.exe,cmd.exe,2462,routine process,benign,routine process
PROC-01176,2026-08-31T19:21:48Z,DC-01,ACME\svc_patch,explorer.exe,powershell.exe,11854,routine process,benign,routine process
PROC-00836,2026-08-31T19:22:06Z,JUMP-01,ACME\admin.ops,svchost.exe,patch-agent.exe,12803,routine process,benign,routine process
PROC-00985,2026-08-31T19:27:25Z,PATCH-01,ACME\kpatel,svchost.exe,inventory.exe,10506,routine process,benign,routine process
PROC-00600,2026-08-31T19:28:02Z,JUMP-01,ACME\kpatel,taskeng.exe,cmd.exe,4739,routine process,benign,routine process
PROC-01022,2026-08-31T19:33:05Z,MGMT-01,ACME\kpatel,svchost.exe,cmd.exe,14387,routine process,benign,routine process
PROC-01501,2026-08-31T19:43:07Z,DC-01,ACME\kpatel,services.exe,powershell.exe,15172,routine process,benign,routine process
PROC-01729,2026-08-31T19:49:42Z,JUMP-01,ACME\admin.ops,explorer.exe,powershell.exe,3956,routine process,benign,routine process
PROC-01147,2026-08-31T19:54:41Z,FILE-02,ACME\kpatel,explorer.exe,cmd.exe,9700,routine process,benign,routine process
PROC-00035,2026-08-31T20:14:17Z,DC-01,ACME\jsmith,services.exe,patch-agent.exe,7878,routine process,benign,routine process
PROC-01330,2026-08-31T20:14:39Z,PATCH-01,ACME\kpatel,services.exe,inventory.exe,8617,routine process,benign,routine process
PROC-01100,2026-08-31T20:14:57Z,HR-WS-22,ACME\kpatel,services.exe,inventory.exe,6410,routine process,benign,routine process
PROC-00191,2026-08-31T20:24:31Z,HR-WS-22,ACME\admin.ops,taskeng.exe,inventory.exe,8560,routine process,benign,routine process
PROC-00254,2026-08-31T20:35:00Z,JUMP-01,ACME\jsmith,taskeng.exe,patch-agent.exe,9888,routine process,benign,routine process
PROC-01019,2026-08-31T20:39:09Z,JUMP-01,ACME\svc_patch,taskeng.exe,powershell.exe,4035,routine process,benign,routine process
PROC-01712,2026-08-31T20:41:43Z,APP-03,ACME\kpatel,taskeng.exe,patch-agent.exe,9632,routine process,benign,routine process
PROC-01661,2026-08-31T20:44:16Z,MGMT-01,ACME\admin.ops,services.exe,inventory.exe,2319,routine process,benign,routine process
PROC-00088,2026-08-31T20:50:23Z,DC-01,ACME\jsmith,svchost.exe,patch-agent.exe,8919,routine process,benign,routine process
PROC-00177,2026-08-31T20:57:49Z,PATCH-01,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,7434,routine process,benign,routine process
PROC-00478,2026-08-31T20:59:43Z,DC-01,ACME\jsmith,taskeng.exe,patch-agent.exe,4120,routine process,benign,routine process
PROC-01423,2026-08-31T21:09:11Z,HR-WS-22,ACME\admin.ops,explorer.exe,inventory.exe,3952,routine process,benign,routine process
PROC-01427,2026-08-31T21:15:12Z,MGMT-01,ACME\svc_patch,services.exe,powershell.exe,13179,routine process,benign,routine process
PROC-00134,2026-08-31T21:15:35Z,FILE-02,ACME\svc_patch,taskeng.exe,inventory.exe,12064,routine process,benign,routine process
PROC-00372,2026-08-31T21:16:20Z,HR-WS-22,NT AUTHORITY\SYSTEM,svchost.exe,inventory.exe,12909,routine process,benign,routine process
PROC-00006,2026-08-31T21:17:57Z,JUMP-01,ACME\svc_patch,taskeng.exe,inventory.exe,12679,routine process,benign,routine process
PROC-00753,2026-08-31T21:27:08Z,APP-03,ACME\svc_patch,services.exe,powershell.exe,7559,routine process,benign,routine process
PROC-01360,2026-08-31T21:27:21Z,HR-WS-22,ACME\svc_patch,svchost.exe,inventory.exe,10774,routine process,benign,routine process
PROC-00850,2026-08-31T21:28:24Z,JUMP-01,ACME\jsmith,explorer.exe,inventory.exe,7864,routine process,benign,routine process
PROC-01475,2026-08-31T21:29:27Z,MGMT-01,ACME\admin.ops,explorer.exe,patch-agent.exe,9687,routine process,benign,routine process
PROC-01059,2026-08-31T21:29:56Z,PATCH-01,ACME\admin.ops,svchost.exe,powershell.exe,4989,routine process,benign,routine process
PROC-01112,2026-08-31T21:38:01Z,JUMP-01,ACME\svc_patch,taskeng.exe,cmd.exe,13089,routine process,benign,routine process
PROC-01283,2026-08-31T21:39:40Z,HR-WS-22,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,5514,routine process,benign,routine process
PROC-01531,2026-08-31T21:42:02Z,MGMT-01,ACME\svc_patch,explorer.exe,cmd.exe,8124,routine process,benign,routine process
PROC-01062,2026-08-31T21:46:14Z,DC-01,ACME\jsmith,svchost.exe,inventory.exe,2426,routine process,benign,routine process
PROC-01054,2026-08-31T21:46:38Z,PATCH-01,ACME\jsmith,svchost.exe,inventory.exe,14936,routine process,benign,routine process
PROC-00214,2026-08-31T21:49:05Z,JUMP-01,ACME\svc_patch,services.exe,inventory.exe,15818,routine process,benign,routine process
PROC-01304,2026-08-31T21:49:10Z,DC-01,ACME\svc_patch,taskeng.exe,powershell.exe,13702,routine process,benign,routine process
PROC-00660,2026-08-31T21:50:01Z,JUMP-01,ACME\kpatel,services.exe,patch-agent.exe,14668,routine process,benign,routine process
PROC-00105,2026-08-31T21:58:21Z,PATCH-01,ACME\svc_patch,services.exe,powershell.exe,8001,routine process,benign,routine process
PROC-00496,2026-08-31T22:04:28Z,HR-WS-22,ACME\kpatel,svchost.exe,powershell.exe,10863,routine process,benign,routine process
PROC-00937,2026-08-31T22:04:53Z,MGMT-01,ACME\jsmith,services.exe,cmd.exe,2797,routine process,benign,routine process
PROC-00922,2026-08-31T22:06:11Z,PATCH-01,NT AUTHORITY\SYSTEM,taskeng.exe,cmd.exe,1708,routine process,benign,routine process
PROC-00386,2026-08-31T22:13:23Z,MGMT-01,ACME\admin.ops,explorer.exe,patch-agent.exe,13740,routine process,benign,routine process
PROC-00626,2026-08-31T22:18:37Z,JUMP-01,ACME\kpatel,services.exe,powershell.exe,12811,routine process,benign,routine process
PROC-00974,2026-08-31T22:20:54Z,DC-01,ACME\jsmith,taskeng.exe,powershell.exe,3830,routine process,benign,routine process
PROC-00066,2026-08-31T22:24:20Z,DC-01,ACME\svc_patch,svchost.exe,powershell.exe,13163,routine process,benign,routine process
PROC-01073,2026-08-31T22:27:22Z,FILE-02,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,9278,routine process,benign,routine process
PROC-00138,2026-08-31T22:30:32Z,HR-WS-22,ACME\svc_patch,services.exe,cmd.exe,10185,routine process,benign,routine process
PROC-01136,2026-08-31T22:33:16Z,MGMT-01,ACME\svc_patch,taskeng.exe,powershell.exe,1261,routine process,benign,routine process
PROC-01446,2026-08-31T22:42:24Z,PATCH-01,ACME\jsmith,svchost.exe,patch-agent.exe,11317,routine process,benign,routine process
PROC-00338,2026-08-31T22:42:39Z,PATCH-01,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,7665,routine process,benign,routine process
PROC-01663,2026-08-31T22:45:55Z,MGMT-01,ACME\admin.ops,explorer.exe,inventory.exe,7334,routine process,benign,routine process
PROC-01445,2026-08-31T22:50:34Z,JUMP-01,ACME\kpatel,explorer.exe,powershell.exe,12233,routine process,benign,routine process
PROC-00381,2026-08-31T22:55:28Z,DC-01,NT AUTHORITY\SYSTEM,taskeng.exe,patch-agent.exe,5624,routine process,benign,routine process
PROC-01566,2026-08-31T23:00:15Z,MGMT-01,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,9516,routine process,benign,routine process
PROC-01335,2026-08-31T23:05:52Z,DC-01,ACME\kpatel,services.exe,patch-agent.exe,9742,routine process,benign,routine process
PROC-00483,2026-08-31T23:17:51Z,HR-WS-22,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,5905,routine process,benign,routine process
PROC-00207,2026-08-31T23:20:18Z,APP-03,ACME\kpatel,explorer.exe,powershell.exe,2352,routine process,benign,routine process
PROC-00762,2026-08-31T23:24:01Z,PATCH-01,ACME\svc_patch,services.exe,powershell.exe,9190,routine process,benign,routine process
PROC-01254,2026-08-31T23:34:47Z,JUMP-01,ACME\svc_patch,explorer.exe,powershell.exe,9641,routine process,benign,routine process
PROC-00598,2026-08-31T23:41:43Z,FILE-02,ACME\svc_patch,svchost.exe,patch-agent.exe,1985,routine process,benign,routine process
PROC-00566,2026-08-31T23:43:10Z,MGMT-01,NT AUTHORITY\SYSTEM,services.exe,patch-agent.exe,13824,routine process,benign,routine process
PROC-00152,2026-08-31T23:45:26Z,PATCH-01,ACME\svc_patch,services.exe,patch-agent.exe,5167,routine process,benign,routine process
PROC-00564,2026-08-31T23:47:45Z,APP-03,ACME\kpatel,taskeng.exe,powershell.exe,1369,routine process,benign,routine process
PROC-00952,2026-08-31T23:50:02Z,APP-03,ACME\kpatel,explorer.exe,patch-agent.exe,11232,routine process,benign,routine process
PROC-00898,2026-08-31T23:51:22Z,HR-WS-22,NT AUTHORITY\SYSTEM,svchost.exe,cmd.exe,12979,routine process,benign,routine process
PROC-00062,2026-08-31T23:51:23Z,HR-WS-22,ACME\jsmith,svchost.exe,inventory.exe,12410,routine process,benign,routine process
PROC-00361,2026-08-31T23:56:14Z,HR-WS-22,ACME\kpatel,explorer.exe,powershell.exe,3042,routine process,benign,routine process
PROC-00456,2026-08-31T23:59:54Z,APP-03,ACME\svc_patch,services.exe,patch-agent.exe,7833,routine process,benign,routine process
PROC-01241,2026-09-01T00:02:29Z,MGMT-01,ACME\kpatel,taskeng.exe,inventory.exe,12648,routine process,benign,routine process
PROC-01388,2026-09-01T00:09:21Z,PATCH-01,ACME\admin.ops,services.exe,cmd.exe,1012,routine process,benign,routine process
PROC-00943,2026-09-01T00:09:22Z,DC-01,ACME\svc_patch,taskeng.exe,powershell.exe,11965,routine process,benign,routine process
PROC-01071,2026-09-01T00:11:52Z,FILE-02,ACME\svc_patch,taskeng.exe,inventory.exe,7120,routine process,benign,routine process
PROC-00747,2026-09-01T00:12:02Z,APP-03,ACME\svc_patch,explorer.exe,powershell.exe,4022,routine process,benign,routine process
PROC-00998,2026-09-01T00:13:38Z,PATCH-01,ACME\jsmith,svchost.exe,cmd.exe,10313,routine process,benign,routine process
PROC-00690,2026-09-01T00:14:28Z,MGMT-01,ACME\admin.ops,svchost.exe,powershell.exe,3811,routine process,benign,routine process
PROC-01650,2026-09-01T00:23:05Z,FILE-02,ACME\jsmith,services.exe,cmd.exe,2621,routine process,benign,routine process
PROC-01557,2026-09-01T00:24:02Z,MGMT-01,NT AUTHORITY\SYSTEM,svchost.exe,patch-agent.exe,6452,routine process,benign,routine process
PROC-00981,2026-09-01T00:27:16Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,inventory.exe,8857,routine process,benign,routine process
PROC-00193,2026-09-01T00:30:13Z,HR-WS-22,ACME\jsmith,explorer.exe,patch-agent.exe,12813,routine process,benign,routine process
