event_id,_time,host,user,action,file_path,source_process,classification,note
FILE-RESP-001,2026-08-31T14:38:25Z,HR-WS-22,ACME\jsmith,read,C:\ProgramData\WinCache\telemetry.dll,powershell.exe,response,responder hashes artifact
FILE-00958,2026-08-31T14:38:43Z,FILE-02,ACME\svc_patch,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00899,2026-08-31T14:45:00Z,PATCH-01,ACME\svc_patch,modify,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-01095,2026-08-31T14:48:50Z,MGMT-01,ACME\svc_patch,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00868,2026-08-31T14:55:31Z,MGMT-01,ACME\kpatel,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00193,2026-08-31T14:55:32Z,HR-WS-22,ACME\kpatel,read,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-01607,2026-08-31T15:00:56Z,PATCH-01,ACME\admin.ops,create,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01343,2026-08-31T15:01:32Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01761,2026-08-31T15:08:06Z,APP-03,ACME\svc_patch,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01321,2026-08-31T15:13:15Z,DC-01,ACME\kpatel,modify,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00344,2026-08-31T15:13:29Z,MGMT-01,ACME\svc_patch,modify,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00705,2026-08-31T15:19:37Z,PATCH-01,ACME\svc_patch,create,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00281,2026-08-31T15:22:27Z,FILE-02,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-01355,2026-08-31T15:22:47Z,PATCH-01,ACME\admin.ops,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01746,2026-08-31T15:25:54Z,FILE-02,ACME\admin.ops,modify,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-00041,2026-08-31T15:28:11Z,HR-WS-22,ACME\kpatel,create,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00973,2026-08-31T15:28:25Z,HR-WS-22,ACME\jsmith,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01750,2026-08-31T15:28:46Z,DC-01,ACME\jsmith,read,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00964,2026-08-31T15:29:38Z,FILE-02,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01592,2026-08-31T15:35:06Z,FILE-02,ACME\jsmith,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01402,2026-08-31T15:40:57Z,APP-03,ACME\admin.ops,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01513,2026-08-31T15:51:22Z,PATCH-01,ACME\svc_patch,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01673,2026-08-31T15:51:27Z,PATCH-01,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00021,2026-08-31T15:57:06Z,APP-03,ACME\kpatel,read,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01554,2026-08-31T16:01:51Z,DC-01,ACME\admin.ops,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01122,2026-08-31T16:03:59Z,PATCH-01,ACME\svc_patch,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01472,2026-08-31T16:05:14Z,PATCH-01,ACME\jsmith,read,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01793,2026-08-31T16:06:41Z,HR-WS-22,ACME\admin.ops,read,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-01008,2026-08-31T16:07:52Z,MGMT-01,ACME\kpatel,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00648,2026-08-31T16:14:50Z,FILE-02,ACME\svc_patch,create,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00032,2026-08-31T16:15:34Z,DC-01,ACME\svc_patch,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00258,2026-08-31T16:18:20Z,PATCH-01,ACME\kpatel,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01346,2026-08-31T16:18:46Z,JUMP-01,ACME\admin.ops,create,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00244,2026-08-31T16:24:24Z,APP-03,NT AUTHORITY\SYSTEM,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00443,2026-08-31T16:26:39Z,HR-WS-22,NT AUTHORITY\SYSTEM,create,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-01016,2026-08-31T16:34:52Z,PATCH-01,ACME\admin.ops,modify,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00623,2026-08-31T16:37:18Z,HR-WS-22,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01642,2026-08-31T16:50:24Z,FILE-02,ACME\svc_patch,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00940,2026-08-31T16:57:43Z,JUMP-01,ACME\svc_patch,create,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00093,2026-08-31T16:59:52Z,APP-03,ACME\jsmith,create,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01526,2026-08-31T17:01:36Z,PATCH-01,ACME\kpatel,read,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01624,2026-08-31T17:02:33Z,FILE-02,ACME\jsmith,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-01093,2026-08-31T17:03:36Z,PATCH-01,ACME\admin.ops,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01091,2026-08-31T17:07:47Z,FILE-02,ACME\svc_patch,read,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-01189,2026-08-31T17:11:03Z,JUMP-01,ACME\jsmith,create,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01038,2026-08-31T17:11:24Z,DC-01,ACME\admin.ops,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-00427,2026-08-31T17:15:42Z,FILE-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01485,2026-08-31T17:26:19Z,APP-03,ACME\jsmith,create,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00540,2026-08-31T17:40:01Z,JUMP-01,ACME\admin.ops,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-01744,2026-08-31T17:43:03Z,MGMT-01,ACME\jsmith,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00510,2026-08-31T17:46:25Z,HR-WS-22,ACME\kpatel,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00962,2026-08-31T17:46:41Z,PATCH-01,ACME\kpatel,modify,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-01480,2026-08-31T17:49:55Z,DC-01,ACME\svc_patch,read,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-01398,2026-08-31T17:50:31Z,HR-WS-22,ACME\svc_patch,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01613,2026-08-31T17:57:09Z,JUMP-01,ACME\jsmith,create,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01506,2026-08-31T18:02:28Z,MGMT-01,ACME\jsmith,modify,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-01064,2026-08-31T18:11:14Z,PATCH-01,ACME\svc_patch,create,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00602,2026-08-31T18:11:26Z,JUMP-01,ACME\svc_patch,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00901,2026-08-31T18:12:07Z,FILE-02,NT AUTHORITY\SYSTEM,read,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00603,2026-08-31T18:15:35Z,JUMP-01,ACME\admin.ops,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00439,2026-08-31T18:23:17Z,FILE-02,ACME\jsmith,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00699,2026-08-31T18:25:24Z,JUMP-01,ACME\svc_patch,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00585,2026-08-31T18:28:31Z,PATCH-01,ACME\jsmith,create,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01347,2026-08-31T18:31:20Z,DC-01,ACME\kpatel,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00545,2026-08-31T18:33:47Z,FILE-02,ACME\jsmith,modify,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-01542,2026-08-31T18:36:30Z,HR-WS-22,ACME\kpatel,create,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01569,2026-08-31T18:38:16Z,APP-03,ACME\jsmith,modify,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-00750,2026-08-31T18:39:22Z,FILE-02,ACME\svc_patch,modify,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-01404,2026-08-31T18:39:56Z,PATCH-01,ACME\jsmith,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00601,2026-08-31T18:42:04Z,APP-03,ACME\admin.ops,read,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00176,2026-08-31T18:45:22Z,JUMP-01,NT AUTHORITY\SYSTEM,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01665,2026-08-31T18:56:03Z,APP-03,ACME\svc_patch,read,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00139,2026-08-31T18:59:31Z,HR-WS-22,ACME\svc_patch,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00826,2026-08-31T19:03:28Z,JUMP-01,ACME\svc_patch,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01599,2026-08-31T19:04:39Z,JUMP-01,ACME\svc_patch,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00863,2026-08-31T19:07:12Z,APP-03,ACME\admin.ops,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01580,2026-08-31T19:08:53Z,DC-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01241,2026-08-31T19:15:08Z,HR-WS-22,ACME\svc_patch,read,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00806,2026-08-31T19:17:40Z,HR-WS-22,ACME\admin.ops,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01009,2026-08-31T19:19:42Z,JUMP-01,ACME\kpatel,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01052,2026-08-31T19:19:48Z,PATCH-01,ACME\kpatel,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01752,2026-08-31T19:21:34Z,MGMT-01,ACME\admin.ops,read,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00587,2026-08-31T19:27:32Z,HR-WS-22,ACME\svc_patch,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00108,2026-08-31T19:30:50Z,PATCH-01,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00852,2026-08-31T19:31:40Z,MGMT-01,ACME\admin.ops,create,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00042,2026-08-31T19:46:26Z,DC-01,NT AUTHORITY\SYSTEM,read,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00744,2026-08-31T19:46:49Z,JUMP-01,ACME\jsmith,create,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00121,2026-08-31T19:48:39Z,JUMP-01,NT AUTHORITY\SYSTEM,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00597,2026-08-31T20:00:47Z,FILE-02,ACME\kpatel,read,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00206,2026-08-31T20:20:03Z,JUMP-01,ACME\jsmith,read,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00384,2026-08-31T20:24:31Z,APP-03,NT AUTHORITY\SYSTEM,create,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-01540,2026-08-31T20:27:30Z,PATCH-01,ACME\jsmith,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01783,2026-08-31T20:32:20Z,DC-01,NT AUTHORITY\SYSTEM,create,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00478,2026-08-31T20:38:54Z,JUMP-01,ACME\jsmith,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00068,2026-08-31T20:54:26Z,APP-03,ACME\kpatel,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00213,2026-08-31T21:01:28Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01131,2026-08-31T21:10:07Z,JUMP-01,NT AUTHORITY\SYSTEM,modify,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00947,2026-08-31T21:11:27Z,DC-01,NT AUTHORITY\SYSTEM,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01161,2026-08-31T21:13:40Z,PATCH-01,ACME\kpatel,read,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00624,2026-08-31T21:23:53Z,MGMT-01,ACME\admin.ops,read,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-00463,2026-08-31T21:23:56Z,DC-01,ACME\kpatel,create,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01650,2026-08-31T21:24:41Z,PATCH-01,NT AUTHORITY\SYSTEM,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00049,2026-08-31T21:26:26Z,JUMP-01,ACME\admin.ops,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01582,2026-08-31T21:27:52Z,JUMP-01,ACME\svc_patch,create,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00215,2026-08-31T21:31:04Z,APP-03,ACME\kpatel,read,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-01258,2026-08-31T21:39:23Z,HR-WS-22,ACME\svc_patch,read,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-01756,2026-08-31T21:45:24Z,PATCH-01,ACME\svc_patch,modify,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-01627,2026-08-31T21:45:37Z,PATCH-01,ACME\jsmith,read,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01358,2026-08-31T21:51:25Z,FILE-02,ACME\jsmith,modify,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-01184,2026-08-31T21:52:50Z,FILE-02,ACME\svc_patch,read,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-01177,2026-08-31T21:52:56Z,PATCH-01,ACME\kpatel,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01654,2026-08-31T22:01:08Z,JUMP-01,ACME\kpatel,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-01088,2026-08-31T22:01:13Z,FILE-02,ACME\kpatel,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00218,2026-08-31T22:01:33Z,MGMT-01,ACME\admin.ops,modify,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-01575,2026-08-31T22:06:51Z,HR-WS-22,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00609,2026-08-31T22:06:55Z,JUMP-01,ACME\kpatel,create,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-01572,2026-08-31T22:08:19Z,FILE-02,NT AUTHORITY\SYSTEM,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00080,2026-08-31T22:11:00Z,PATCH-01,ACME\admin.ops,read,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01242,2026-08-31T22:12:52Z,MGMT-01,NT AUTHORITY\SYSTEM,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-00902,2026-08-31T22:15:36Z,APP-03,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-00040,2026-08-31T22:22:02Z,JUMP-01,ACME\kpatel,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01086,2026-08-31T22:23:37Z,JUMP-01,ACME\admin.ops,create,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01254,2026-08-31T22:25:12Z,JUMP-01,ACME\admin.ops,read,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00043,2026-08-31T22:35:57Z,HR-WS-22,ACME\admin.ops,read,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-00179,2026-08-31T22:39:05Z,HR-WS-22,ACME\svc_patch,create,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
FILE-00581,2026-08-31T22:41:31Z,FILE-02,ACME\kpatel,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01233,2026-08-31T22:42:42Z,HR-WS-22,ACME\svc_patch,read,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00145,2026-08-31T22:48:06Z,PATCH-01,ACME\jsmith,modify,C:\Windows\Temp\app.log,inventory.exe,benign,routine file activity
FILE-01154,2026-08-31T22:57:11Z,DC-01,ACME\svc_patch,read,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-00764,2026-08-31T22:58:03Z,APP-03,ACME\admin.ops,create,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-01512,2026-08-31T22:59:06Z,HR-WS-22,ACME\jsmith,create,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00024,2026-08-31T23:00:22Z,FILE-02,ACME\svc_patch,modify,C:\ProgramData\inventory.db,patch-agent.exe,benign,routine file activity
FILE-00150,2026-08-31T23:02:10Z,PATCH-01,ACME\admin.ops,modify,C:\ACME\Patch\state.json,patch-agent.exe,benign,routine file activity
FILE-00508,2026-08-31T23:05:53Z,APP-03,ACME\admin.ops,read,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00403,2026-08-31T23:10:05Z,PATCH-01,ACME\svc_patch,modify,C:\ACME\Patch\state.json,inventory.exe,benign,routine file activity
FILE-01559,2026-08-31T23:23:39Z,HR-WS-22,ACME\jsmith,modify,C:\Windows\Temp\app.log,patch-agent.exe,benign,routine file activity
FILE-00405,2026-08-31T23:23:43Z,DC-01,ACME\svc_patch,create,C:\ProgramData\inventory.db,inventory.exe,benign,routine file activity
FILE-01454,2026-08-31T23:27:33Z,APP-03,ACME\admin.ops,modify,C:\ProgramData\inventory.db,powershell.exe,benign,routine file activity
FILE-00372,2026-08-31T23:30:29Z,HR-WS-22,ACME\svc_patch,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file activity
FILE-00561,2026-08-31T23:34:07Z,MGMT-01,ACME\svc_patch,create,C:\ACME\Patch\state.json,powershell.exe,benign,routine file activity
