event_id,_time,host,user,action,classification,note
RESP-INC-005,2026-08-31T14:42:00Z,HR-WS-22,ACME\jsmith,hunt_same_task_and_hashes,response,estate-wide scope
RESP-00176,2026-08-31T14:46:03Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00860,2026-08-31T14:53:55Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00378,2026-08-31T14:57:12Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01751,2026-08-31T14:57:58Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00654,2026-08-31T14:58:42Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01143,2026-08-31T15:01:05Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01683,2026-08-31T15:11:57Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01460,2026-08-31T15:12:57Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00027,2026-08-31T15:26:00Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01054,2026-08-31T15:28:34Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00377,2026-08-31T15:29:51Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00886,2026-08-31T15:31:32Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00139,2026-08-31T15:43:13Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01255,2026-08-31T15:54:58Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00379,2026-08-31T15:56:55Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00970,2026-08-31T16:14:41Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01710,2026-08-31T16:16:18Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00983,2026-08-31T16:21:26Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-00089,2026-08-31T16:25:50Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01622,2026-08-31T16:26:19Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00975,2026-08-31T16:26:40Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01789,2026-08-31T16:28:40Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01658,2026-08-31T16:39:49Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00829,2026-08-31T16:48:35Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00175,2026-08-31T16:49:13Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00884,2026-08-31T16:52:41Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01760,2026-08-31T17:01:51Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-01511,2026-08-31T17:02:15Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00100,2026-08-31T17:04:47Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01502,2026-08-31T17:18:57Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00717,2026-08-31T17:20:01Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00088,2026-08-31T17:25:33Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00636,2026-08-31T17:26:12Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00049,2026-08-31T17:29:35Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00649,2026-08-31T17:33:28Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01008,2026-08-31T17:38:14Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01647,2026-08-31T17:38:53Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00607,2026-08-31T17:57:54Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-00233,2026-08-31T18:01:10Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00270,2026-08-31T18:02:15Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00797,2026-08-31T18:02:40Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-00166,2026-08-31T18:05:01Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00904,2026-08-31T18:08:05Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01192,2026-08-31T18:08:53Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00930,2026-08-31T18:15:34Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00420,2026-08-31T18:15:39Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00773,2026-08-31T18:15:55Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01680,2026-08-31T18:21:53Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-01457,2026-08-31T18:35:31Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01782,2026-08-31T18:36:09Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01796,2026-08-31T18:48:29Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01115,2026-08-31T18:49:58Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01547,2026-08-31T18:51:15Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00553,2026-08-31T18:52:28Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01397,2026-08-31T18:57:37Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01318,2026-08-31T18:58:10Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00066,2026-08-31T19:02:46Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00432,2026-08-31T19:10:46Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00791,2026-08-31T19:14:41Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-00180,2026-08-31T19:19:33Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01030,2026-08-31T19:25:30Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-00901,2026-08-31T19:26:59Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00779,2026-08-31T19:29:16Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00666,2026-08-31T19:29:26Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-00691,2026-08-31T19:30:21Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01155,2026-08-31T19:39:22Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-01053,2026-08-31T19:45:26Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00881,2026-08-31T20:02:22Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-01584,2026-08-31T20:03:07Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00503,2026-08-31T20:03:22Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00796,2026-08-31T20:09:50Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00765,2026-08-31T20:09:51Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00799,2026-08-31T20:11:39Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01450,2026-08-31T20:13:46Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01404,2026-08-31T20:15:18Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-01495,2026-08-31T20:21:31Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00339,2026-08-31T20:23:29Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01674,2026-08-31T20:29:09Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00287,2026-08-31T20:33:31Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00426,2026-08-31T20:34:48Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-00662,2026-08-31T20:37:16Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00409,2026-08-31T20:43:35Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01781,2026-08-31T20:44:16Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01392,2026-08-31T20:50:13Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01623,2026-08-31T20:58:08Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00248,2026-08-31T20:59:42Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-01168,2026-08-31T21:14:01Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01525,2026-08-31T21:14:01Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00535,2026-08-31T21:17:16Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00383,2026-08-31T21:21:31Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01228,2026-08-31T21:43:20Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01337,2026-08-31T21:44:50Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01089,2026-08-31T21:49:02Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00246,2026-08-31T21:50:49Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00013,2026-08-31T21:54:16Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01229,2026-08-31T21:58:27Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01416,2026-08-31T21:59:46Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01469,2026-08-31T22:04:12Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01740,2026-08-31T22:04:50Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00444,2026-08-31T22:04:57Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-01704,2026-08-31T22:05:57Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00800,2026-08-31T22:07:10Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00170,2026-08-31T22:09:19Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-00753,2026-08-31T22:12:12Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00241,2026-08-31T22:14:15Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01575,2026-08-31T22:14:56Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00861,2026-08-31T22:15:00Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01395,2026-08-31T22:19:59Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00950,2026-08-31T22:21:33Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00206,2026-08-31T22:25:40Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01435,2026-08-31T22:33:38Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-01032,2026-08-31T22:36:38Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01345,2026-08-31T22:39:49Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-00118,2026-08-31T22:41:55Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01074,2026-08-31T22:43:02Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01427,2026-08-31T22:44:58Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-01361,2026-08-31T22:50:20Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00833,2026-08-31T22:50:47Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01001,2026-08-31T22:52:07Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00157,2026-08-31T23:21:52Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01111,2026-08-31T23:23:02Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00517,2026-08-31T23:31:56Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00912,2026-08-31T23:33:06Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00224,2026-08-31T23:38:32Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00228,2026-08-31T23:44:19Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00068,2026-08-31T23:47:17Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00024,2026-08-31T23:47:26Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00446,2026-08-31T23:47:34Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00587,2026-08-31T23:50:23Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01117,2026-08-31T23:52:06Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-01016,2026-08-31T23:53:55Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00859,2026-08-31T23:57:58Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00259,2026-09-01T00:01:51Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01339,2026-09-01T00:07:23Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00696,2026-09-01T00:11:18Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00102,2026-09-01T00:15:33Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00382,2026-09-01T00:39:55Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01479,2026-09-01T00:44:08Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01489,2026-09-01T00:44:48Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01064,2026-09-01T00:51:00Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01580,2026-09-01T00:58:52Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00962,2026-09-01T01:02:03Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01405,2026-09-01T01:04:09Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00523,2026-09-01T01:05:17Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00708,2026-09-01T01:06:21Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00278,2026-09-01T01:09:19Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-01744,2026-09-01T01:14:28Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01383,2026-09-01T01:21:22Z,DC-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00281,2026-09-01T01:23:19Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01473,2026-09-01T01:25:05Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00111,2026-09-01T01:31:05Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00776,2026-09-01T01:41:07Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01712,2026-09-01T01:41:08Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01445,2026-09-01T01:42:14Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-01648,2026-09-01T01:42:55Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01517,2026-09-01T01:43:37Z,PATCH-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01748,2026-09-01T01:44:50Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00514,2026-09-01T01:44:54Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00115,2026-09-01T01:45:40Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01312,2026-09-01T01:57:29Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01498,2026-09-01T02:02:29Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-01329,2026-09-01T02:03:59Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00547,2026-09-01T02:18:34Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01798,2026-09-01T02:22:07Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00876,2026-09-01T02:22:46Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00032,2026-09-01T02:26:59Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01015,2026-09-01T02:27:04Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00499,2026-09-01T02:29:52Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00014,2026-09-01T02:33:53Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00459,2026-09-01T02:43:56Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-01061,2026-09-01T02:51:17Z,PATCH-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00853,2026-09-01T03:03:32Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00322,2026-09-01T03:07:24Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00219,2026-09-01T03:07:58Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-00477,2026-09-01T03:11:53Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01130,2026-09-01T03:14:06Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00572,2026-09-01T03:17:45Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00095,2026-09-01T03:20:29Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00195,2026-09-01T03:23:00Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00813,2026-09-01T03:25:21Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00075,2026-09-01T03:30:48Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01619,2026-09-01T03:42:48Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00304,2026-09-01T03:43:00Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00598,2026-09-01T03:49:08Z,MGMT-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00724,2026-09-01T03:49:35Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01686,2026-09-01T03:51:56Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00905,2026-09-01T03:53:55Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01106,2026-09-01T03:57:11Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00516,2026-09-01T03:58:52Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01524,2026-09-01T04:05:14Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01225,2026-09-01T04:14:35Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01004,2026-09-01T04:21:32Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01157,2026-09-01T04:30:32Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00380,2026-09-01T04:30:37Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00554,2026-09-01T04:33:13Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-00350,2026-09-01T04:41:09Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01387,2026-09-01T04:42:39Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01506,2026-09-01T04:48:32Z,APP-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00875,2026-09-01T04:49:46Z,DC-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00964,2026-09-01T04:53:08Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00564,2026-09-01T04:53:27Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-00898,2026-09-01T04:54:47Z,HR-WS-22,SOC-AUTOMATION,review_alert,response,routine response
RESP-00107,2026-09-01T04:57:14Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-00316,2026-09-01T04:58:29Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00360,2026-09-01T05:01:18Z,MGMT-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01344,2026-09-01T05:02:29Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00274,2026-09-01T05:11:43Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00925,2026-09-01T05:12:49Z,FILE-02,SOC-AUTOMATION,query_task,response,routine response
RESP-00093,2026-09-01T05:15:40Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-01518,2026-09-01T05:16:10Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01681,2026-09-01T05:20:45Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00419,2026-09-01T05:25:43Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00454,2026-09-01T05:27:23Z,HR-WS-22,SOC-AUTOMATION,query_task,response,routine response
RESP-00956,2026-09-01T05:27:59Z,APP-03,SOC-AUTOMATION,query_task,response,routine response
RESP-00033,2026-09-01T05:35:07Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00759,2026-09-01T05:36:13Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00667,2026-09-01T05:36:56Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00440,2026-09-01T05:54:46Z,HR-WS-22,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00710,2026-09-01T06:04:54Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00620,2026-09-01T06:07:55Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01022,2026-09-01T06:08:51Z,APP-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00509,2026-09-01T06:10:24Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00579,2026-09-01T06:15:02Z,JUMP-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00113,2026-09-01T06:18:27Z,DC-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00346,2026-09-01T06:19:08Z,PATCH-01,SOC-AUTOMATION,query_task,response,routine response
RESP-00085,2026-09-01T06:21:05Z,MGMT-01,SOC-AUTOMATION,query_task,response,routine response
