event_id,_time,host,user,action,classification,note
RESP-00942,2026-08-12T01:01:18Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00634,2026-08-12T01:10:58Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-01103,2026-08-12T01:11:46Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01204,2026-08-12T01:11:53Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00135,2026-08-12T01:16:10Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01321,2026-08-12T01:17:49Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00265,2026-08-12T01:17:56Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00833,2026-08-12T01:22:22Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00124,2026-08-12T01:34:20Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00026,2026-08-12T01:37:35Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00879,2026-08-12T01:41:12Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01121,2026-08-12T01:43:03Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00332,2026-08-12T01:53:06Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00669,2026-08-12T01:53:25Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00125,2026-08-12T02:00:40Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01067,2026-08-12T02:08:47Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00892,2026-08-12T02:12:13Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00106,2026-08-12T02:30:04Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-00020,2026-08-12T02:31:22Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00929,2026-08-12T02:32:52Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00013,2026-08-12T02:45:42Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01165,2026-08-12T02:55:43Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00536,2026-08-12T02:55:52Z,APP-API-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01441,2026-08-12T02:56:46Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01062,2026-08-12T02:58:29Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00470,2026-08-12T03:03:19Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00561,2026-08-12T03:07:54Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00293,2026-08-12T03:21:43Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00435,2026-08-12T03:31:21Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-00325,2026-08-12T03:40:49Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01247,2026-08-12T03:44:14Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01217,2026-08-12T03:45:23Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00441,2026-08-12T03:48:52Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00012,2026-08-12T04:01:24Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-01358,2026-08-12T04:23:06Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00347,2026-08-12T04:35:26Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00688,2026-08-12T04:41:25Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00400,2026-08-12T04:53:11Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00466,2026-08-12T04:54:25Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00910,2026-08-12T04:58:48Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00394,2026-08-12T05:17:17Z,FIN-WS-14,SOC-AUTOMATION,query_process,response,routine response
RESP-01246,2026-08-12T05:21:46Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00600,2026-08-12T05:26:03Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00969,2026-08-12T05:26:11Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01209,2026-08-12T05:30:52Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01406,2026-08-12T05:43:30Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00961,2026-08-12T05:52:50Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-01470,2026-08-12T06:15:05Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00451,2026-08-12T06:16:56Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00471,2026-08-12T06:20:05Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01387,2026-08-12T06:22:10Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-01130,2026-08-12T06:23:34Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00243,2026-08-12T06:25:08Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01324,2026-08-12T06:28:51Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00787,2026-08-12T06:45:14Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01346,2026-08-12T06:52:10Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-00388,2026-08-12T06:58:08Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01037,2026-08-12T07:06:42Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00573,2026-08-12T07:08:50Z,APP-API-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00880,2026-08-12T07:11:06Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00569,2026-08-12T07:11:47Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00982,2026-08-12T07:25:49Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01264,2026-08-12T07:26:11Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00814,2026-08-12T07:33:21Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00546,2026-08-12T07:38:41Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01109,2026-08-12T07:46:13Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01075,2026-08-12T07:47:26Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00943,2026-08-12T07:47:45Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00888,2026-08-12T08:00:05Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00483,2026-08-12T08:01:02Z,FIN-WS-14,SOC-AUTOMATION,query_process,response,routine response
RESP-00805,2026-08-12T08:01:12Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00408,2026-08-12T08:13:07Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00957,2026-08-12T08:19:31Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00749,2026-08-12T08:23:37Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00836,2026-08-12T08:25:29Z,FIN-WS-14,SOC-AUTOMATION,query_process,response,routine response
RESP-00311,2026-08-12T08:36:08Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01013,2026-08-12T08:46:00Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01491,2026-08-12T08:53:04Z,FIN-WS-14,SOC-AUTOMATION,query_process,response,routine response
RESP-00233,2026-08-12T09:02:09Z,JUMP-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00469,2026-08-12T09:03:23Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00223,2026-08-12T09:03:32Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00356,2026-08-12T09:31:50Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-01056,2026-08-12T09:40:47Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00017,2026-08-12T09:47:19Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01394,2026-08-12T09:52:33Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01388,2026-08-12T10:00:20Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00420,2026-08-12T10:06:03Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00210,2026-08-12T10:07:14Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00885,2026-08-12T10:15:10Z,APP-API-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00281,2026-08-12T10:18:00Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00572,2026-08-12T10:29:34Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00030,2026-08-12T10:32:20Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00863,2026-08-12T10:34:47Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00725,2026-08-12T10:35:03Z,APP-API-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00690,2026-08-12T10:35:32Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00279,2026-08-12T10:40:37Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00562,2026-08-12T10:49:07Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00503,2026-08-12T10:54:16Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00490,2026-08-12T10:57:24Z,APP-API-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-01353,2026-08-12T11:04:57Z,FIN-WS-14,SOC-AUTOMATION,query_process,response,routine response
RESP-00774,2026-08-12T11:13:23Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00687,2026-08-12T11:14:56Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00842,2026-08-12T11:20:31Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00444,2026-08-12T11:21:48Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00215,2026-08-12T11:27:45Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00886,2026-08-12T11:27:59Z,JUMP-01,SOC-AUTOMATION,query_process,response,routine response
RESP-01194,2026-08-12T11:35:32Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00843,2026-08-12T11:49:26Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00933,2026-08-12T11:51:05Z,APP-API-03,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01180,2026-08-12T11:52:13Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01079,2026-08-12T12:05:25Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00360,2026-08-12T12:07:24Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00487,2026-08-12T12:08:46Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00976,2026-08-12T12:09:55Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00090,2026-08-12T12:19:41Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00274,2026-08-12T12:21:53Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01142,2026-08-12T12:22:16Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00145,2026-08-12T12:40:00Z,FIN-WS-14,SOC-AUTOMATION,query_process,response,routine response
RESP-00086,2026-08-12T12:51:04Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00382,2026-08-12T12:58:02Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00587,2026-08-12T13:03:24Z,APP-API-03,SOC-AUTOMATION,review_alert,response,routine response
RESP-00770,2026-08-12T13:04:03Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01488,2026-08-12T13:14:12Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00047,2026-08-12T13:14:26Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00946,2026-08-12T13:27:10Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00365,2026-08-12T13:27:26Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-01326,2026-08-12T13:36:16Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01054,2026-08-12T13:52:11Z,JUMP-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00076,2026-08-12T14:01:01Z,JUMP-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00670,2026-08-12T14:04:02Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00055,2026-08-12T14:09:14Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00440,2026-08-12T14:09:17Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-00138,2026-08-12T14:13:43Z,DEPLOY-01,SOC-AUTOMATION,query_process,response,routine response
RESP-00264,2026-08-12T14:13:54Z,FILE-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00710,2026-08-12T14:15:11Z,FILE-02,SOC-AUTOMATION,query_process,response,routine response
RESP-01260,2026-08-12T14:15:30Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-01345,2026-08-12T14:16:42Z,APP-API-03,SOC-AUTOMATION,query_process,response,routine response
RESP-00798,2026-08-12T14:22:08Z,JUMP-01,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00411,2026-08-12T14:42:02Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00869,2026-08-12T14:59:35Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
RESP-00751,2026-08-12T15:00:30Z,APP-API-02,SOC-AUTOMATION,query_process,response,routine response
RESP-00109,2026-08-12T15:03:49Z,APP-API-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-01410,2026-08-12T15:08:20Z,FILE-02,SOC-AUTOMATION,review_alert,response,routine response
RESP-00251,2026-08-12T15:24:02Z,FIN-WS-14,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00622,2026-08-12T15:28:30Z,FIN-WS-14,SOC-AUTOMATION,review_alert,response,routine response
RESP-00922,2026-08-12T15:36:51Z,APP-API-02,SOC-AUTOMATION,collect_logs,response,routine response
RESP-00518,2026-08-12T15:47:47Z,DEPLOY-01,SOC-AUTOMATION,review_alert,response,routine response
