event_id,_time,src_host,dest_host,user,process_name,dest_port,action,bytes_out,classification,note
NET-01237,2026-08-11T14:44:09Z,JUMP-01,DEPLOY-01,NT AUTHORITY\SYSTEM,backup-agent.exe,445,allowed,77686,benign,routine network
NET-00043,2026-08-11T14:45:38Z,JUMP-01,APP-API-02,ACME\svc_backup,powershell.exe,445,allowed,28542,benign,routine network
NET-00689,2026-08-11T14:55:56Z,APP-API-02,APP-API-03,ACME\mrivera,w3wp.exe,5985,allowed,53137,benign,routine network
NET-00335,2026-08-11T15:08:26Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,w3wp.exe,5985,allowed,64019,benign,routine network
NET-01045,2026-08-11T15:08:27Z,APP-API-02,FILE-02,ACME\mrivera,powershell.exe,5985,allowed,70066,benign,routine network
NET-01385,2026-08-11T15:10:00Z,FILE-02,FIN-WS-14,ACME\mrivera,backup-agent.exe,443,allowed,33865,benign,routine network
NET-00841,2026-08-11T15:15:27Z,APP-API-02,FIN-WS-14,ACME\svc_backup,powershell.exe,5985,allowed,22245,benign,routine network
NET-01433,2026-08-11T15:15:53Z,APP-API-02,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,20447,benign,routine network
NET-00454,2026-08-11T15:16:28Z,DEPLOY-01,FIN-WS-14,ACME\svc_backup,w3wp.exe,445,allowed,87693,benign,routine network
NET-00162,2026-08-11T15:21:58Z,FIN-WS-14,APP-API-03,ACME\svc_backup,backup-agent.exe,445,allowed,86736,benign,routine network
NET-INC-001,2026-08-11T15:23:00Z,FIN-WS-14,APP-API-02,ACME\mrivera,powershell.exe,5985,blocked,812,scope,matches failed WinRM
NET-INC-002,2026-08-11T15:23:18Z,FIN-WS-14,APP-API-03,ACME\mrivera,powershell.exe,5985,blocked,790,scope,matches failed WinRM
NET-CTX-001,2026-08-11T15:25:00Z,DEPLOY-01,APP-API-02,ACME\svc_deploy,powershell.exe,5985,allowed,12022,benign,approved deployment
NET-01141,2026-08-11T15:34:57Z,DEPLOY-01,FIN-WS-14,ACME\jsmith,backup-agent.exe,443,allowed,50061,benign,routine network
NET-00548,2026-08-11T15:57:11Z,APP-API-02,FIN-WS-14,NT AUTHORITY\SYSTEM,w3wp.exe,443,allowed,88626,benign,routine network
NET-00815,2026-08-11T15:57:56Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,65549,benign,routine network
NET-00836,2026-08-11T16:00:52Z,APP-API-03,DEPLOY-01,ACME\svc_backup,w3wp.exe,443,allowed,32406,benign,routine network
NET-00455,2026-08-11T16:05:22Z,APP-API-02,APP-API-02,ACME\svc_deploy,powershell.exe,445,allowed,67747,benign,routine network
NET-00681,2026-08-11T16:07:52Z,APP-API-02,FIN-WS-14,ACME\mrivera,powershell.exe,445,allowed,35762,benign,routine network
NET-00608,2026-08-11T16:11:28Z,FIN-WS-14,JUMP-01,ACME\jsmith,w3wp.exe,445,allowed,15164,benign,routine network
NET-01055,2026-08-11T16:14:08Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,backup-agent.exe,5985,allowed,29722,benign,routine network
NET-00466,2026-08-11T16:35:43Z,FIN-WS-14,FIN-WS-14,NT AUTHORITY\SYSTEM,backup-agent.exe,443,allowed,71563,benign,routine network
NET-01098,2026-08-11T16:44:08Z,FIN-WS-14,DEPLOY-01,ACME\svc_backup,w3wp.exe,443,allowed,17713,benign,routine network
NET-00004,2026-08-11T17:04:46Z,FILE-02,APP-API-03,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,50464,benign,routine network
NET-00204,2026-08-11T17:08:42Z,JUMP-01,APP-API-03,ACME\svc_backup,w3wp.exe,443,allowed,29161,benign,routine network
NET-01030,2026-08-11T17:08:44Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,powershell.exe,5985,allowed,56281,benign,routine network
NET-01142,2026-08-11T17:18:22Z,JUMP-01,JUMP-01,NT AUTHORITY\SYSTEM,backup-agent.exe,5985,allowed,74711,benign,routine network
NET-00285,2026-08-11T17:25:02Z,DEPLOY-01,JUMP-01,NT AUTHORITY\SYSTEM,powershell.exe,443,allowed,85571,benign,routine network
NET-01398,2026-08-11T17:25:28Z,FIN-WS-14,APP-API-03,ACME\svc_deploy,w3wp.exe,445,allowed,89357,benign,routine network
NET-00262,2026-08-11T17:28:44Z,APP-API-02,JUMP-01,NT AUTHORITY\SYSTEM,backup-agent.exe,445,allowed,60414,benign,routine network
NET-00760,2026-08-11T17:34:11Z,JUMP-01,JUMP-01,ACME\svc_backup,w3wp.exe,5985,allowed,9409,benign,routine network
NET-00774,2026-08-11T17:37:36Z,APP-API-03,APP-API-03,ACME\mrivera,powershell.exe,445,allowed,1895,benign,routine network
NET-01082,2026-08-11T17:38:27Z,FIN-WS-14,DEPLOY-01,NT AUTHORITY\SYSTEM,backup-agent.exe,443,allowed,36986,benign,routine network
NET-00782,2026-08-11T17:39:51Z,JUMP-01,FILE-02,ACME\svc_backup,powershell.exe,445,allowed,72097,benign,routine network
NET-01171,2026-08-11T17:43:31Z,FIN-WS-14,FILE-02,ACME\svc_backup,powershell.exe,445,allowed,84472,benign,routine network
NET-00871,2026-08-11T17:44:30Z,DEPLOY-01,JUMP-01,ACME\svc_deploy,powershell.exe,445,allowed,77612,benign,routine network
NET-00313,2026-08-11T17:44:51Z,APP-API-03,FIN-WS-14,ACME\mrivera,w3wp.exe,5985,allowed,59327,benign,routine network
NET-01287,2026-08-11T17:54:18Z,APP-API-03,FILE-02,ACME\svc_deploy,w3wp.exe,445,allowed,72853,benign,routine network
NET-00550,2026-08-11T18:10:43Z,DEPLOY-01,JUMP-01,ACME\jsmith,backup-agent.exe,445,allowed,83849,benign,routine network
NET-00894,2026-08-11T18:15:57Z,FIN-WS-14,APP-API-03,ACME\svc_backup,w3wp.exe,445,allowed,48916,benign,routine network
NET-00387,2026-08-11T18:17:14Z,APP-API-02,APP-API-03,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,84199,benign,routine network
NET-01238,2026-08-11T18:23:17Z,DEPLOY-01,APP-API-02,ACME\svc_backup,powershell.exe,445,allowed,47131,benign,routine network
NET-00971,2026-08-11T18:26:56Z,APP-API-02,FILE-02,ACME\svc_backup,backup-agent.exe,5985,allowed,88238,benign,routine network
NET-00759,2026-08-11T18:40:59Z,APP-API-02,DEPLOY-01,ACME\svc_backup,w3wp.exe,5985,allowed,66637,benign,routine network
NET-00349,2026-08-11T19:07:48Z,FILE-02,APP-API-02,ACME\jsmith,backup-agent.exe,5985,allowed,64513,benign,routine network
NET-00571,2026-08-11T19:09:46Z,APP-API-03,FIN-WS-14,ACME\jsmith,backup-agent.exe,5985,allowed,63018,benign,routine network
NET-01133,2026-08-11T19:09:47Z,JUMP-01,DEPLOY-01,ACME\svc_backup,powershell.exe,5985,allowed,64605,benign,routine network
NET-00801,2026-08-11T19:16:55Z,DEPLOY-01,FIN-WS-14,ACME\svc_deploy,powershell.exe,443,allowed,11653,benign,routine network
NET-01100,2026-08-11T19:28:04Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,backup-agent.exe,5985,allowed,56934,benign,routine network
NET-00199,2026-08-11T19:39:57Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,w3wp.exe,5985,allowed,38785,benign,routine network
NET-00646,2026-08-11T19:40:24Z,APP-API-02,FIN-WS-14,ACME\svc_backup,powershell.exe,5985,allowed,72149,benign,routine network
NET-01276,2026-08-11T19:40:38Z,APP-API-03,FIN-WS-14,ACME\svc_backup,powershell.exe,445,allowed,17404,benign,routine network
NET-01361,2026-08-11T19:44:02Z,APP-API-03,APP-API-02,ACME\jsmith,w3wp.exe,445,allowed,37515,benign,routine network
NET-00879,2026-08-11T19:46:57Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,backup-agent.exe,445,allowed,57136,benign,routine network
NET-00400,2026-08-11T19:53:43Z,APP-API-02,APP-API-03,ACME\mrivera,backup-agent.exe,443,allowed,87187,benign,routine network
NET-01044,2026-08-11T20:06:32Z,APP-API-02,APP-API-03,NT AUTHORITY\SYSTEM,backup-agent.exe,445,allowed,8458,benign,routine network
NET-00422,2026-08-11T20:07:13Z,FILE-02,FIN-WS-14,ACME\mrivera,backup-agent.exe,443,allowed,54746,benign,routine network
NET-00495,2026-08-11T20:08:29Z,APP-API-03,DEPLOY-01,ACME\svc_backup,w3wp.exe,443,allowed,77221,benign,routine network
NET-01298,2026-08-11T20:18:04Z,DEPLOY-01,JUMP-01,ACME\mrivera,powershell.exe,445,allowed,40873,benign,routine network
NET-00741,2026-08-11T20:21:46Z,APP-API-02,FILE-02,ACME\jsmith,w3wp.exe,445,allowed,77030,benign,routine network
NET-00100,2026-08-11T20:23:24Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,5603,benign,routine network
NET-01413,2026-08-11T20:31:05Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,w3wp.exe,5985,allowed,68274,benign,routine network
NET-00493,2026-08-11T20:31:31Z,APP-API-03,APP-API-03,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,51040,benign,routine network
NET-01457,2026-08-11T20:34:21Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,powershell.exe,445,allowed,76109,benign,routine network
NET-01390,2026-08-11T20:42:26Z,JUMP-01,FIN-WS-14,ACME\jsmith,powershell.exe,5985,allowed,65207,benign,routine network
NET-00492,2026-08-11T20:48:28Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,65369,benign,routine network
NET-01094,2026-08-11T20:54:16Z,FILE-02,FILE-02,ACME\mrivera,w3wp.exe,445,allowed,47080,benign,routine network
NET-00152,2026-08-11T20:57:25Z,FILE-02,APP-API-03,ACME\svc_deploy,powershell.exe,443,allowed,79654,benign,routine network
NET-01083,2026-08-11T21:03:26Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,powershell.exe,5985,allowed,18642,benign,routine network
NET-01477,2026-08-11T21:15:39Z,APP-API-03,JUMP-01,ACME\svc_backup,powershell.exe,443,allowed,40414,benign,routine network
NET-00104,2026-08-11T21:15:48Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,w3wp.exe,445,allowed,12182,benign,routine network
NET-01333,2026-08-11T21:19:46Z,APP-API-03,FIN-WS-14,ACME\mrivera,backup-agent.exe,445,allowed,78698,benign,routine network
NET-00395,2026-08-11T21:23:32Z,FIN-WS-14,JUMP-01,ACME\jsmith,powershell.exe,443,allowed,82896,benign,routine network
NET-00705,2026-08-11T21:24:28Z,FILE-02,FIN-WS-14,ACME\svc_backup,backup-agent.exe,445,allowed,2076,benign,routine network
NET-00347,2026-08-11T21:25:23Z,FIN-WS-14,APP-API-03,ACME\jsmith,backup-agent.exe,5985,allowed,22105,benign,routine network
NET-00648,2026-08-11T21:40:10Z,FILE-02,FIN-WS-14,ACME\svc_deploy,w3wp.exe,443,allowed,58162,benign,routine network
NET-00909,2026-08-11T21:43:02Z,APP-API-02,FIN-WS-14,ACME\mrivera,backup-agent.exe,443,allowed,67819,benign,routine network
NET-01264,2026-08-11T21:53:02Z,APP-API-02,FIN-WS-14,ACME\mrivera,backup-agent.exe,5985,allowed,7265,benign,routine network
NET-01128,2026-08-11T21:55:16Z,FIN-WS-14,DEPLOY-01,ACME\jsmith,powershell.exe,5985,allowed,56132,benign,routine network
NET-00299,2026-08-11T22:04:27Z,DEPLOY-01,JUMP-01,ACME\svc_deploy,backup-agent.exe,5985,allowed,88222,benign,routine network
NET-01118,2026-08-11T22:06:05Z,FILE-02,FILE-02,ACME\svc_backup,powershell.exe,443,allowed,8456,benign,routine network
NET-01173,2026-08-11T22:07:55Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,7840,benign,routine network
NET-00256,2026-08-11T22:14:04Z,FIN-WS-14,FILE-02,ACME\mrivera,powershell.exe,5985,allowed,4830,benign,routine network
NET-00137,2026-08-11T22:18:28Z,JUMP-01,JUMP-01,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,82077,benign,routine network
NET-01389,2026-08-11T22:25:01Z,FIN-WS-14,FILE-02,ACME\jsmith,w3wp.exe,5985,allowed,10465,benign,routine network
NET-01022,2026-08-11T22:27:35Z,APP-API-02,APP-API-02,ACME\svc_deploy,backup-agent.exe,5985,allowed,58787,benign,routine network
NET-00408,2026-08-11T22:32:09Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,w3wp.exe,5985,allowed,86014,benign,routine network
NET-01386,2026-08-11T22:35:13Z,APP-API-02,APP-API-03,NT AUTHORITY\SYSTEM,backup-agent.exe,445,allowed,53243,benign,routine network
NET-00441,2026-08-11T22:54:48Z,DEPLOY-01,APP-API-02,NT AUTHORITY\SYSTEM,w3wp.exe,443,allowed,84965,benign,routine network
NET-01257,2026-08-11T22:59:38Z,DEPLOY-01,APP-API-03,NT AUTHORITY\SYSTEM,w3wp.exe,445,allowed,12513,benign,routine network
NET-00991,2026-08-11T23:05:31Z,FIN-WS-14,APP-API-02,ACME\svc_backup,backup-agent.exe,443,allowed,31901,benign,routine network
NET-00323,2026-08-11T23:11:46Z,JUMP-01,DEPLOY-01,ACME\mrivera,w3wp.exe,445,allowed,52956,benign,routine network
NET-00302,2026-08-11T23:39:45Z,JUMP-01,DEPLOY-01,ACME\jsmith,backup-agent.exe,443,allowed,40702,benign,routine network
NET-00835,2026-08-11T23:43:26Z,FILE-02,FILE-02,ACME\mrivera,w3wp.exe,443,allowed,44206,benign,routine network
NET-01469,2026-08-11T23:44:05Z,JUMP-01,FIN-WS-14,NT AUTHORITY\SYSTEM,w3wp.exe,443,allowed,20184,benign,routine network
NET-00596,2026-08-12T00:00:10Z,JUMP-01,APP-API-02,ACME\svc_backup,backup-agent.exe,445,allowed,56126,benign,routine network
NET-00519,2026-08-12T00:00:38Z,FIN-WS-14,JUMP-01,ACME\svc_deploy,backup-agent.exe,445,allowed,35356,benign,routine network
NET-01294,2026-08-12T00:02:38Z,FILE-02,APP-API-02,ACME\svc_backup,backup-agent.exe,445,allowed,68211,benign,routine network
NET-00140,2026-08-12T00:15:09Z,FILE-02,FILE-02,ACME\mrivera,powershell.exe,445,allowed,71148,benign,routine network
NET-00536,2026-08-12T00:16:09Z,FIN-WS-14,JUMP-01,ACME\jsmith,powershell.exe,443,allowed,65187,benign,routine network
NET-00545,2026-08-12T00:16:24Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,backup-agent.exe,445,allowed,26800,benign,routine network
NET-01371,2026-08-12T00:21:20Z,JUMP-01,FILE-02,ACME\mrivera,w3wp.exe,5985,allowed,38877,benign,routine network
NET-01363,2026-08-12T00:22:26Z,DEPLOY-01,APP-API-03,ACME\mrivera,powershell.exe,443,allowed,88765,benign,routine network
NET-01370,2026-08-12T00:26:32Z,FILE-02,APP-API-02,NT AUTHORITY\SYSTEM,w3wp.exe,5985,allowed,69697,benign,routine network
NET-01245,2026-08-12T00:40:17Z,DEPLOY-01,FILE-02,ACME\mrivera,w3wp.exe,5985,allowed,7434,benign,routine network
NET-00253,2026-08-12T00:47:44Z,JUMP-01,DEPLOY-01,ACME\mrivera,backup-agent.exe,5985,allowed,32893,benign,routine network
NET-01450,2026-08-12T00:55:27Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,powershell.exe,443,allowed,8395,benign,routine network
NET-00617,2026-08-12T01:01:57Z,JUMP-01,DEPLOY-01,NT AUTHORITY\SYSTEM,backup-agent.exe,443,allowed,38343,benign,routine network
NET-00315,2026-08-12T01:03:39Z,APP-API-03,APP-API-02,ACME\mrivera,w3wp.exe,5985,allowed,31041,benign,routine network
NET-00923,2026-08-12T01:07:44Z,FIN-WS-14,APP-API-02,ACME\jsmith,backup-agent.exe,445,allowed,20383,benign,routine network
NET-00124,2026-08-12T01:09:58Z,JUMP-01,APP-API-02,ACME\mrivera,w3wp.exe,445,allowed,38059,benign,routine network
NET-00652,2026-08-12T01:12:52Z,APP-API-03,APP-API-02,ACME\jsmith,w3wp.exe,5985,allowed,31512,benign,routine network
NET-00083,2026-08-12T01:17:06Z,FILE-02,DEPLOY-01,NT AUTHORITY\SYSTEM,w3wp.exe,445,allowed,55061,benign,routine network
NET-01199,2026-08-12T01:37:31Z,JUMP-01,APP-API-03,ACME\jsmith,w3wp.exe,445,allowed,21188,benign,routine network
NET-00582,2026-08-12T01:38:53Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,9952,benign,routine network
NET-00757,2026-08-12T01:39:37Z,JUMP-01,APP-API-02,ACME\svc_deploy,backup-agent.exe,5985,allowed,41452,benign,routine network
NET-00474,2026-08-12T01:47:05Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,w3wp.exe,5985,allowed,15329,benign,routine network
NET-01384,2026-08-12T01:51:20Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,powershell.exe,443,allowed,207,benign,routine network
NET-01240,2026-08-12T01:55:09Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,powershell.exe,5985,allowed,4719,benign,routine network
NET-01184,2026-08-12T01:59:55Z,JUMP-01,DEPLOY-01,ACME\svc_backup,w3wp.exe,443,allowed,80282,benign,routine network
NET-00491,2026-08-12T02:07:20Z,APP-API-02,JUMP-01,ACME\jsmith,backup-agent.exe,443,allowed,404,benign,routine network
NET-00855,2026-08-12T02:15:53Z,FIN-WS-14,JUMP-01,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,63822,benign,routine network
NET-00778,2026-08-12T02:18:28Z,FILE-02,APP-API-02,ACME\mrivera,backup-agent.exe,5985,allowed,32621,benign,routine network
NET-01472,2026-08-12T02:30:28Z,DEPLOY-01,DEPLOY-01,ACME\svc_deploy,backup-agent.exe,445,allowed,49409,benign,routine network
NET-01075,2026-08-12T02:31:23Z,FILE-02,JUMP-01,ACME\svc_deploy,powershell.exe,443,allowed,61783,benign,routine network
NET-00494,2026-08-12T02:40:47Z,FIN-WS-14,FIN-WS-14,ACME\jsmith,powershell.exe,445,allowed,75080,benign,routine network
NET-01004,2026-08-12T02:54:20Z,APP-API-02,APP-API-03,ACME\svc_backup,powershell.exe,5985,allowed,57949,benign,routine network
NET-00222,2026-08-12T02:54:39Z,FIN-WS-14,JUMP-01,ACME\jsmith,powershell.exe,5985,allowed,41024,benign,routine network
NET-00431,2026-08-12T03:07:27Z,APP-API-02,FIN-WS-14,ACME\jsmith,w3wp.exe,443,allowed,51758,benign,routine network
NET-00574,2026-08-12T03:09:57Z,JUMP-01,FIN-WS-14,ACME\svc_deploy,powershell.exe,443,allowed,76020,benign,routine network
NET-01491,2026-08-12T03:13:52Z,DEPLOY-01,FILE-02,ACME\mrivera,powershell.exe,445,allowed,21088,benign,routine network
NET-00284,2026-08-12T03:21:28Z,APP-API-03,DEPLOY-01,NT AUTHORITY\SYSTEM,w3wp.exe,443,allowed,63525,benign,routine network
NET-00386,2026-08-12T03:22:33Z,DEPLOY-01,APP-API-02,ACME\mrivera,backup-agent.exe,443,allowed,8091,benign,routine network
NET-01054,2026-08-12T03:31:08Z,APP-API-03,APP-API-03,ACME\svc_backup,w3wp.exe,443,allowed,40992,benign,routine network
NET-00623,2026-08-12T03:31:35Z,DEPLOY-01,APP-API-03,ACME\svc_backup,w3wp.exe,445,allowed,50588,benign,routine network
NET-00840,2026-08-12T03:36:44Z,JUMP-01,JUMP-01,ACME\jsmith,w3wp.exe,445,allowed,26785,benign,routine network
NET-01204,2026-08-12T03:38:43Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,w3wp.exe,445,allowed,18376,benign,routine network
NET-00796,2026-08-12T03:42:42Z,APP-API-02,FILE-02,ACME\mrivera,w3wp.exe,5985,allowed,78578,benign,routine network
NET-00468,2026-08-12T03:53:09Z,DEPLOY-01,APP-API-03,ACME\mrivera,backup-agent.exe,5985,allowed,72407,benign,routine network
NET-01271,2026-08-12T04:03:55Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,powershell.exe,5985,allowed,37064,benign,routine network
NET-00826,2026-08-12T04:09:27Z,FIN-WS-14,FIN-WS-14,NT AUTHORITY\SYSTEM,w3wp.exe,5985,allowed,52761,benign,routine network
NET-00277,2026-08-12T04:12:48Z,FILE-02,APP-API-02,ACME\svc_deploy,powershell.exe,5985,allowed,16067,benign,routine network
NET-00922,2026-08-12T04:23:05Z,FIN-WS-14,APP-API-03,ACME\jsmith,powershell.exe,443,allowed,56248,benign,routine network
NET-00529,2026-08-12T04:26:23Z,APP-API-02,JUMP-01,ACME\svc_backup,w3wp.exe,445,allowed,25249,benign,routine network
NET-01258,2026-08-12T04:29:25Z,APP-API-03,APP-API-02,ACME\jsmith,backup-agent.exe,5985,allowed,80932,benign,routine network
NET-01451,2026-08-12T04:33:05Z,FILE-02,APP-API-03,ACME\jsmith,w3wp.exe,445,allowed,61545,benign,routine network
NET-00946,2026-08-12T04:38:02Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,w3wp.exe,5985,allowed,80023,benign,routine network
NET-01195,2026-08-12T04:44:13Z,APP-API-03,APP-API-03,ACME\svc_deploy,powershell.exe,445,allowed,46258,benign,routine network
NET-00261,2026-08-12T05:02:16Z,APP-API-03,APP-API-02,ACME\svc_backup,w3wp.exe,445,allowed,87419,benign,routine network
NET-00600,2026-08-12T05:02:58Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,backup-agent.exe,443,allowed,1647,benign,routine network
NET-00810,2026-08-12T05:11:02Z,APP-API-02,JUMP-01,ACME\jsmith,powershell.exe,5985,allowed,87582,benign,routine network
NET-01079,2026-08-12T05:12:04Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,85970,benign,routine network
NET-00526,2026-08-12T05:14:39Z,JUMP-01,FIN-WS-14,NT AUTHORITY\SYSTEM,backup-agent.exe,443,allowed,83316,benign,routine network
NET-01053,2026-08-12T05:26:35Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,backup-agent.exe,445,allowed,23728,benign,routine network
NET-01126,2026-08-12T05:29:27Z,FIN-WS-14,APP-API-03,ACME\jsmith,w3wp.exe,445,allowed,67920,benign,routine network
NET-01475,2026-08-12T05:29:47Z,APP-API-02,APP-API-02,ACME\jsmith,w3wp.exe,443,allowed,69247,benign,routine network
NET-01166,2026-08-12T05:32:00Z,APP-API-02,FIN-WS-14,ACME\mrivera,powershell.exe,5985,allowed,48277,benign,routine network
NET-01072,2026-08-12T05:38:04Z,JUMP-01,DEPLOY-01,ACME\jsmith,powershell.exe,445,allowed,49917,benign,routine network
NET-01392,2026-08-12T05:41:17Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,w3wp.exe,443,allowed,47888,benign,routine network
NET-00194,2026-08-12T05:43:46Z,DEPLOY-01,APP-API-02,ACME\mrivera,w3wp.exe,443,allowed,43751,benign,routine network
NET-00389,2026-08-12T05:46:10Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,w3wp.exe,443,allowed,7643,benign,routine network
NET-01421,2026-08-12T05:47:36Z,APP-API-02,FILE-02,ACME\jsmith,w3wp.exe,445,allowed,68953,benign,routine network
NET-00094,2026-08-12T05:47:47Z,APP-API-02,FIN-WS-14,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,43362,benign,routine network
NET-01470,2026-08-12T05:49:06Z,APP-API-03,JUMP-01,ACME\svc_backup,powershell.exe,5985,allowed,48645,benign,routine network
NET-01348,2026-08-12T06:14:58Z,APP-API-02,APP-API-03,ACME\mrivera,w3wp.exe,443,allowed,52934,benign,routine network
NET-00068,2026-08-12T06:17:14Z,APP-API-03,FIN-WS-14,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,15937,benign,routine network
