event_id,_time,host,user,action,file_path,source_process,classification,note
FILE-00625,2026-08-11T14:36:35Z,APP-API-03,ACME\mrivera,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00380,2026-08-11T14:37:49Z,FILE-02,ACME\svc_deploy,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01367,2026-08-11T14:42:47Z,APP-API-03,ACME\svc_deploy,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00619,2026-08-11T14:45:01Z,APP-API-03,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00729,2026-08-11T14:53:51Z,APP-API-02,ACME\mrivera,modify,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00588,2026-08-11T14:56:21Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00857,2026-08-11T15:09:16Z,APP-API-03,ACME\svc_backup,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00864,2026-08-11T15:12:23Z,APP-API-02,ACME\jsmith,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00798,2026-08-11T15:12:49Z,DEPLOY-01,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00175,2026-08-11T15:14:11Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-CTX-001,2026-08-11T15:25:12Z,APP-API-02,ACME\svc_deploy,create,C:\Deploy\agent.msi,powershell.exe,benign,approved deployment artifact
FILE-CTX-002,2026-08-11T15:27:00Z,APP-API-03,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\api3.log,w3wp.exe,benign,normal app logging
FILE-RESP-001,2026-08-11T15:36:00Z,APP-API-02,ACME\jsmith,create,C:\IR\triage.txt,cmd.exe,response,responder collection
FILE-00346,2026-08-11T15:38:32Z,JUMP-01,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00914,2026-08-11T15:44:12Z,APP-API-03,ACME\svc_backup,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-01296,2026-08-11T15:51:05Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00351,2026-08-11T15:55:24Z,APP-API-03,ACME\svc_backup,modify,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00006,2026-08-11T15:59:11Z,FILE-02,ACME\svc_deploy,modify,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00674,2026-08-11T15:59:38Z,FILE-02,NT AUTHORITY\SYSTEM,modify,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00239,2026-08-11T16:05:38Z,JUMP-01,ACME\svc_backup,create,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00569,2026-08-11T16:14:46Z,APP-API-02,ACME\svc_backup,modify,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-01496,2026-08-11T16:18:48Z,JUMP-01,ACME\mrivera,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-01246,2026-08-11T16:19:15Z,FILE-02,NT AUTHORITY\SYSTEM,modify,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01159,2026-08-11T16:22:22Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00443,2026-08-11T16:29:07Z,APP-API-02,ACME\mrivera,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00312,2026-08-11T16:30:27Z,FILE-02,ACME\jsmith,modify,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01161,2026-08-11T16:36:17Z,FIN-WS-14,ACME\svc_deploy,read,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00518,2026-08-11T16:47:49Z,FIN-WS-14,ACME\jsmith,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00166,2026-08-11T16:56:29Z,DEPLOY-01,ACME\svc_deploy,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00054,2026-08-11T16:58:13Z,FIN-WS-14,ACME\svc_backup,modify,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-01450,2026-08-11T16:58:32Z,FILE-02,ACME\svc_backup,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00402,2026-08-11T17:08:48Z,FIN-WS-14,ACME\jsmith,modify,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00584,2026-08-11T17:12:58Z,FILE-02,NT AUTHORITY\SYSTEM,read,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-01389,2026-08-11T17:16:06Z,APP-API-02,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00571,2026-08-11T17:16:54Z,FIN-WS-14,ACME\svc_deploy,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01438,2026-08-11T17:21:40Z,DEPLOY-01,ACME\svc_backup,read,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-01454,2026-08-11T17:25:20Z,APP-API-03,ACME\mrivera,modify,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-01326,2026-08-11T17:31:58Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00895,2026-08-11T17:36:38Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00991,2026-08-11T17:46:25Z,APP-API-03,ACME\svc_backup,modify,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-01014,2026-08-11T17:50:57Z,FILE-02,ACME\svc_deploy,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-01212,2026-08-11T17:58:35Z,FILE-02,ACME\svc_deploy,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00805,2026-08-11T18:01:04Z,FILE-02,NT AUTHORITY\SYSTEM,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00161,2026-08-11T18:06:36Z,DEPLOY-01,ACME\svc_deploy,read,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00714,2026-08-11T18:08:14Z,FILE-02,ACME\svc_deploy,modify,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00392,2026-08-11T18:13:13Z,FILE-02,ACME\mrivera,read,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-01168,2026-08-11T18:20:13Z,FILE-02,ACME\svc_backup,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00637,2026-08-11T18:28:52Z,DEPLOY-01,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00647,2026-08-11T18:40:55Z,JUMP-01,ACME\jsmith,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00501,2026-08-11T18:41:45Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00556,2026-08-11T18:53:08Z,JUMP-01,ACME\svc_backup,modify,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00796,2026-08-11T19:12:04Z,APP-API-03,ACME\jsmith,modify,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00090,2026-08-11T19:15:21Z,APP-API-03,ACME\svc_deploy,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00583,2026-08-11T19:15:31Z,DEPLOY-01,ACME\mrivera,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-01213,2026-08-11T19:19:36Z,APP-API-02,ACME\svc_deploy,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00886,2026-08-11T19:20:15Z,DEPLOY-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00968,2026-08-11T19:21:12Z,JUMP-01,ACME\svc_deploy,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00323,2026-08-11T19:21:53Z,DEPLOY-01,ACME\jsmith,create,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00889,2026-08-11T19:29:38Z,FILE-02,ACME\mrivera,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00194,2026-08-11T19:30:17Z,APP-API-03,ACME\jsmith,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01037,2026-08-11T19:30:47Z,APP-API-02,ACME\jsmith,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00419,2026-08-11T19:37:35Z,DEPLOY-01,ACME\svc_backup,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00585,2026-08-11T19:51:04Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00517,2026-08-11T19:55:16Z,APP-API-03,ACME\svc_backup,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00478,2026-08-11T19:55:32Z,FIN-WS-14,ACME\svc_backup,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01448,2026-08-11T19:56:30Z,APP-API-03,ACME\jsmith,read,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00280,2026-08-11T19:57:36Z,APP-API-03,ACME\svc_backup,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01065,2026-08-11T19:58:08Z,JUMP-01,ACME\svc_deploy,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00524,2026-08-11T20:03:33Z,FILE-02,ACME\svc_deploy,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00877,2026-08-11T20:03:38Z,APP-API-03,NT AUTHORITY\SYSTEM,read,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-01358,2026-08-11T20:12:38Z,FIN-WS-14,ACME\mrivera,read,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00396,2026-08-11T20:20:40Z,APP-API-03,ACME\svc_deploy,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00068,2026-08-11T20:25:37Z,APP-API-03,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00438,2026-08-11T20:27:39Z,FILE-02,ACME\svc_deploy,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01024,2026-08-11T20:44:37Z,FILE-02,ACME\jsmith,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01242,2026-08-11T20:50:02Z,APP-API-03,ACME\svc_deploy,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00670,2026-08-11T20:50:04Z,FILE-02,ACME\svc_backup,modify,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00562,2026-08-11T20:58:44Z,DEPLOY-01,ACME\jsmith,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00763,2026-08-11T21:00:38Z,FILE-02,ACME\svc_backup,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00723,2026-08-11T21:13:12Z,FILE-02,NT AUTHORITY\SYSTEM,create,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-01067,2026-08-11T21:14:08Z,FILE-02,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00081,2026-08-11T21:16:55Z,APP-API-03,ACME\svc_deploy,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00140,2026-08-11T21:29:37Z,FILE-02,ACME\svc_deploy,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-01434,2026-08-11T21:30:04Z,FILE-02,ACME\svc_deploy,read,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00436,2026-08-11T21:34:21Z,JUMP-01,ACME\svc_backup,create,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00055,2026-08-11T21:40:56Z,FIN-WS-14,ACME\svc_deploy,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-01490,2026-08-11T21:58:11Z,JUMP-01,ACME\svc_backup,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00776,2026-08-11T22:03:05Z,JUMP-01,ACME\svc_backup,read,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-01061,2026-08-11T22:06:18Z,FIN-WS-14,ACME\svc_backup,read,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00615,2026-08-11T22:29:34Z,JUMP-01,ACME\jsmith,read,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00331,2026-08-11T22:35:31Z,APP-API-03,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00045,2026-08-11T22:55:59Z,FIN-WS-14,ACME\svc_deploy,modify,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00049,2026-08-11T23:04:09Z,JUMP-01,ACME\svc_backup,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-01085,2026-08-11T23:06:35Z,APP-API-02,ACME\mrivera,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01340,2026-08-11T23:11:41Z,APP-API-03,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00621,2026-08-11T23:15:38Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00627,2026-08-11T23:16:53Z,JUMP-01,ACME\jsmith,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00214,2026-08-11T23:33:05Z,FIN-WS-14,ACME\svc_backup,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01099,2026-08-11T23:39:34Z,APP-API-03,ACME\svc_backup,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01235,2026-08-11T23:42:39Z,APP-API-02,ACME\mrivera,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00863,2026-08-11T23:53:27Z,FILE-02,ACME\jsmith,create,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00363,2026-08-11T23:54:05Z,DEPLOY-01,ACME\jsmith,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00828,2026-08-11T23:55:22Z,FILE-02,ACME\jsmith,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00866,2026-08-12T00:07:08Z,DEPLOY-01,ACME\svc_deploy,read,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-01111,2026-08-12T00:11:05Z,APP-API-02,ACME\mrivera,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01010,2026-08-12T00:15:33Z,JUMP-01,ACME\svc_backup,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-01483,2026-08-12T00:42:30Z,FILE-02,ACME\svc_backup,modify,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00275,2026-08-12T00:43:12Z,DEPLOY-01,ACME\jsmith,read,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-01110,2026-08-12T00:46:50Z,DEPLOY-01,ACME\svc_deploy,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00793,2026-08-12T00:56:03Z,DEPLOY-01,ACME\svc_backup,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00483,2026-08-12T00:56:34Z,FIN-WS-14,ACME\mrivera,create,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00114,2026-08-12T00:56:59Z,FIN-WS-14,ACME\svc_deploy,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00156,2026-08-12T01:14:18Z,APP-API-02,ACME\mrivera,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00282,2026-08-12T01:15:06Z,JUMP-01,ACME\svc_backup,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01080,2026-08-12T01:25:45Z,FIN-WS-14,ACME\svc_deploy,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00144,2026-08-12T01:34:49Z,APP-API-02,ACME\mrivera,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00752,2026-08-12T01:35:03Z,FIN-WS-14,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00504,2026-08-12T01:46:13Z,DEPLOY-01,ACME\svc_deploy,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-01076,2026-08-12T01:49:52Z,FILE-02,ACME\jsmith,read,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00875,2026-08-12T01:54:02Z,FIN-WS-14,ACME\svc_deploy,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00223,2026-08-12T02:15:11Z,DEPLOY-01,ACME\jsmith,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00839,2026-08-12T02:34:12Z,FIN-WS-14,NT AUTHORITY\SYSTEM,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01315,2026-08-12T02:41:11Z,JUMP-01,ACME\svc_backup,create,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00400,2026-08-12T02:44:20Z,DEPLOY-01,ACME\jsmith,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01260,2026-08-12T02:47:37Z,FIN-WS-14,ACME\jsmith,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00171,2026-08-12T02:53:54Z,JUMP-01,ACME\svc_backup,read,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00785,2026-08-12T02:55:32Z,FILE-02,ACME\mrivera,create,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-01428,2026-08-12T02:58:12Z,FILE-02,ACME\mrivera,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00037,2026-08-12T03:01:31Z,FILE-02,ACME\svc_deploy,create,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00440,2026-08-12T03:04:33Z,FIN-WS-14,ACME\mrivera,modify,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-01248,2026-08-12T03:10:40Z,DEPLOY-01,ACME\mrivera,modify,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01155,2026-08-12T03:11:50Z,DEPLOY-01,ACME\svc_backup,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00362,2026-08-12T03:13:11Z,FILE-02,ACME\jsmith,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01297,2026-08-12T03:16:07Z,JUMP-01,ACME\svc_deploy,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00686,2026-08-12T03:20:38Z,FIN-WS-14,ACME\svc_backup,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-01272,2026-08-12T03:20:58Z,APP-API-03,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00305,2026-08-12T03:21:53Z,APP-API-03,ACME\mrivera,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00545,2026-08-12T03:41:53Z,FIN-WS-14,ACME\mrivera,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00632,2026-08-12T04:02:34Z,DEPLOY-01,ACME\svc_backup,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00309,2026-08-12T04:05:28Z,JUMP-01,ACME\mrivera,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00276,2026-08-12T04:07:24Z,DEPLOY-01,NT AUTHORITY\SYSTEM,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01103,2026-08-12T04:13:13Z,APP-API-03,ACME\svc_backup,modify,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00630,2026-08-12T04:35:05Z,DEPLOY-01,NT AUTHORITY\SYSTEM,create,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00187,2026-08-12T04:41:05Z,FIN-WS-14,ACME\svc_deploy,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01374,2026-08-12T04:46:08Z,APP-API-03,ACME\svc_backup,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00826,2026-08-12T04:58:40Z,FILE-02,ACME\svc_deploy,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00702,2026-08-12T05:00:54Z,JUMP-01,ACME\mrivera,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00278,2026-08-12T05:03:12Z,APP-API-03,ACME\svc_deploy,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00375,2026-08-12T05:05:07Z,FIN-WS-14,ACME\mrivera,read,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01497,2026-08-12T05:06:21Z,DEPLOY-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00411,2026-08-12T05:12:05Z,DEPLOY-01,ACME\jsmith,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00820,2026-08-12T05:12:13Z,JUMP-01,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01188,2026-08-12T05:20:09Z,DEPLOY-01,ACME\svc_deploy,modify,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00414,2026-08-12T05:20:29Z,JUMP-01,ACME\svc_backup,read,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-01073,2026-08-12T05:21:22Z,APP-API-02,ACME\mrivera,read,C:\Deploy\agent.msi,msiexec.exe,benign,routine file
FILE-00025,2026-08-12T05:26:33Z,APP-API-03,ACME\jsmith,modify,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-00925,2026-08-12T05:26:42Z,APP-API-03,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00951,2026-08-12T05:29:55Z,FIN-WS-14,ACME\mrivera,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01322,2026-08-12T05:31:45Z,APP-API-02,NT AUTHORITY\SYSTEM,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-00149,2026-08-12T05:38:35Z,FIN-WS-14,ACME\svc_backup,create,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-01019,2026-08-12T05:38:52Z,JUMP-01,ACME\mrivera,modify,C:\Backup\state.db,powershell.exe,benign,routine file
FILE-00200,2026-08-12T05:39:01Z,APP-API-03,ACME\svc_deploy,modify,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-01117,2026-08-12T05:46:38Z,FIN-WS-14,ACME\jsmith,read,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00180,2026-08-12T05:51:44Z,FIN-WS-14,ACME\svc_backup,create,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00190,2026-08-12T05:57:20Z,JUMP-01,ACME\svc_deploy,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00493,2026-08-12T06:11:19Z,APP-API-03,ACME\svc_deploy,create,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00721,2026-08-12T06:12:56Z,FILE-02,ACME\svc_deploy,create,C:\Windows\Temp\app.log,msiexec.exe,benign,routine file
FILE-00325,2026-08-12T06:17:54Z,DEPLOY-01,ACME\svc_backup,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file
FILE-01279,2026-08-12T06:22:27Z,JUMP-01,ACME\svc_deploy,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00061,2026-08-12T06:42:21Z,DEPLOY-01,ACME\mrivera,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00103,2026-08-12T06:46:15Z,FIN-WS-14,ACME\mrivera,modify,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-01093,2026-08-12T06:59:11Z,FILE-02,NT AUTHORITY\SYSTEM,modify,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
FILE-00415,2026-08-12T07:09:21Z,FIN-WS-14,ACME\mrivera,create,C:\Backup\state.db,msiexec.exe,benign,routine file
FILE-00750,2026-08-12T07:21:25Z,JUMP-01,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file
FILE-00173,2026-08-12T07:40:48Z,JUMP-01,ACME\jsmith,read,C:\Deploy\agent.msi,powershell.exe,benign,routine file
FILE-00681,2026-08-12T07:51:27Z,APP-API-02,ACME\svc_backup,create,C:\Windows\Temp\app.log,powershell.exe,benign,routine file
FILE-01420,2026-08-12T07:52:35Z,DEPLOY-01,ACME\jsmith,read,C:\Deploy\agent.msi,backup-agent.exe,benign,routine file
