event_id,_time,host,user,action,file_path,source_process,classification,note
FILE-01481,2026-08-18T16:21:17Z,JUMP-01,ACME\svc_print,read,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01742,2026-08-18T16:25:28Z,JUMP-01,ACME\svc_backup,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00202,2026-08-18T16:29:14Z,DC-01,ACME\jsmith,read,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00112,2026-08-18T16:29:51Z,JUMP-01,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00928,2026-08-18T16:36:42Z,FIN-WS-14,ACME\svc_backup,read,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01602,2026-08-18T16:40:27Z,APP-API-02,ACME\jsmith,modify,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-00377,2026-08-18T16:41:29Z,FILE-02,ACME\svc_backup,modify,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-01519,2026-08-18T16:45:28Z,PRINT-01,NT AUTHORITY\SYSTEM,modify,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00410,2026-08-18T16:49:24Z,FIN-WS-14,ACME\svc_backup,read,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-00958,2026-08-18T16:51:57Z,BACKUP-01,ACME\svc_backup,modify,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-00205,2026-08-18T16:59:41Z,BACKUP-01,ACME\svc_print,read,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01504,2026-08-18T17:00:51Z,FIN-WS-14,ACME\jsmith,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00312,2026-08-18T17:00:54Z,BACKUP-01,ACME\mrivera,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01592,2026-08-18T17:12:31Z,FIN-WS-14,ACME\jsmith,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00278,2026-08-18T17:14:30Z,DC-01,ACME\svc_backup,read,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-00146,2026-08-18T17:25:37Z,FILE-02,ACME\svc_backup,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00607,2026-08-18T17:33:50Z,JUMP-01,ACME\jsmith,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00551,2026-08-18T17:33:59Z,PRINT-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00526,2026-08-18T17:35:12Z,BACKUP-01,NT AUTHORITY\SYSTEM,read,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-01765,2026-08-18T17:42:04Z,FILE-02,ACME\svc_backup,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00540,2026-08-18T17:43:18Z,FILE-02,ACME\svc_print,modify,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00838,2026-08-18T17:43:18Z,BACKUP-01,ACME\svc_print,modify,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00026,2026-08-18T17:47:57Z,FIN-WS-14,NT AUTHORITY\SYSTEM,read,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00166,2026-08-18T17:48:31Z,DC-01,ACME\mrivera,create,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00206,2026-08-18T17:50:38Z,FILE-02,ACME\mrivera,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01657,2026-08-18T17:51:18Z,BACKUP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01086,2026-08-18T18:01:07Z,BACKUP-01,ACME\svc_backup,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-01567,2026-08-18T18:01:57Z,BACKUP-01,NT AUTHORITY\SYSTEM,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00767,2026-08-18T18:02:15Z,DC-01,ACME\svc_backup,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00962,2026-08-18T18:04:46Z,FILE-02,ACME\mrivera,create,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00330,2026-08-18T18:06:30Z,APP-API-02,ACME\svc_print,create,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00450,2026-08-18T18:08:59Z,PRINT-01,ACME\svc_print,create,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00200,2026-08-18T18:11:51Z,FILE-02,NT AUTHORITY\SYSTEM,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00934,2026-08-18T18:13:25Z,APP-API-02,ACME\svc_print,modify,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00608,2026-08-18T18:27:13Z,JUMP-01,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00588,2026-08-18T18:35:40Z,PRINT-01,ACME\svc_print,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01789,2026-08-18T18:37:43Z,JUMP-01,ACME\jsmith,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00074,2026-08-18T18:40:39Z,FILE-02,NT AUTHORITY\SYSTEM,read,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01231,2026-08-18T18:41:45Z,APP-API-02,ACME\svc_print,create,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-01261,2026-08-18T18:42:25Z,FIN-WS-14,ACME\svc_print,read,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01105,2026-08-18T18:43:06Z,FILE-02,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00118,2026-08-18T18:43:54Z,DC-01,ACME\svc_backup,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00802,2026-08-18T18:46:51Z,APP-API-02,ACME\svc_print,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01024,2026-08-18T18:53:46Z,JUMP-01,ACME\jsmith,modify,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-01507,2026-08-18T18:58:01Z,FILE-02,ACME\jsmith,read,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00311,2026-08-18T19:03:40Z,BACKUP-01,ACME\jsmith,modify,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00499,2026-08-18T19:09:01Z,PRINT-01,ACME\svc_backup,read,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-01043,2026-08-18T19:10:09Z,FIN-WS-14,ACME\mrivera,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-01195,2026-08-18T19:10:14Z,BACKUP-01,ACME\mrivera,read,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00256,2026-08-18T19:17:40Z,DC-01,ACME\jsmith,create,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-01438,2026-08-18T19:17:53Z,FIN-WS-14,ACME\svc_backup,modify,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-01755,2026-08-18T19:17:53Z,APP-API-02,ACME\svc_print,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00604,2026-08-18T19:20:38Z,PRINT-01,ACME\mrivera,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01380,2026-08-18T19:35:24Z,APP-API-02,ACME\svc_print,modify,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-01227,2026-08-18T19:43:25Z,APP-API-02,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00615,2026-08-18T19:50:29Z,DC-01,ACME\svc_print,read,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-01464,2026-08-18T19:50:48Z,FILE-02,ACME\jsmith,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01758,2026-08-18T19:54:28Z,APP-API-02,ACME\svc_backup,read,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-01251,2026-08-18T19:55:43Z,BACKUP-01,ACME\jsmith,read,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00143,2026-08-18T19:59:23Z,FIN-WS-14,NT AUTHORITY\SYSTEM,create,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00887,2026-08-18T20:03:20Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00169,2026-08-18T20:12:02Z,BACKUP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00645,2026-08-18T20:15:26Z,FIN-WS-14,ACME\svc_backup,create,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-01705,2026-08-18T20:18:29Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01680,2026-08-18T20:19:04Z,PRINT-01,ACME\svc_print,create,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00386,2026-08-18T20:22:14Z,APP-API-02,ACME\svc_print,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00085,2026-08-18T20:22:51Z,FILE-02,ACME\mrivera,read,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01370,2026-08-18T20:24:20Z,FIN-WS-14,ACME\svc_print,modify,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01273,2026-08-18T20:24:37Z,FILE-02,ACME\mrivera,read,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00613,2026-08-18T20:24:49Z,FIN-WS-14,ACME\svc_print,modify,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00860,2026-08-18T20:24:57Z,FILE-02,ACME\jsmith,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00689,2026-08-18T20:26:12Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00341,2026-08-18T20:28:35Z,PRINT-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00294,2026-08-18T20:32:29Z,JUMP-01,ACME\jsmith,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01450,2026-08-18T20:32:48Z,APP-API-02,ACME\svc_print,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00390,2026-08-18T20:39:21Z,DC-01,ACME\svc_backup,modify,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00906,2026-08-18T20:55:10Z,BACKUP-01,ACME\mrivera,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-01038,2026-08-18T20:56:15Z,FILE-02,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00095,2026-08-18T20:59:38Z,PRINT-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00008,2026-08-18T21:00:50Z,APP-API-02,NT AUTHORITY\SYSTEM,read,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00458,2026-08-18T21:01:54Z,DC-01,ACME\jsmith,create,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00529,2026-08-18T21:05:20Z,BACKUP-01,ACME\jsmith,read,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00965,2026-08-18T21:19:06Z,BACKUP-01,ACME\mrivera,create,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00183,2026-08-18T21:22:35Z,APP-API-02,NT AUTHORITY\SYSTEM,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00695,2026-08-18T21:34:52Z,APP-API-02,ACME\svc_print,modify,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00942,2026-08-18T21:37:38Z,JUMP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00196,2026-08-18T21:38:00Z,JUMP-01,ACME\svc_print,modify,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00475,2026-08-18T21:38:53Z,BACKUP-01,ACME\jsmith,read,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-00132,2026-08-18T21:42:19Z,PRINT-01,ACME\svc_backup,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00924,2026-08-18T21:45:06Z,DC-01,ACME\svc_print,modify,C:\Backup\state.db,explorer.exe,benign,routine file activity
FILE-00058,2026-08-18T21:48:08Z,DC-01,ACME\mrivera,create,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-01512,2026-08-18T21:49:07Z,FIN-WS-14,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01753,2026-08-18T21:52:47Z,BACKUP-01,NT AUTHORITY\SYSTEM,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00986,2026-08-18T21:53:38Z,DC-01,ACME\svc_backup,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00708,2026-08-18T21:57:49Z,BACKUP-01,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01620,2026-08-18T21:58:35Z,FIN-WS-14,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00038,2026-08-18T21:58:54Z,PRINT-01,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01023,2026-08-18T22:07:32Z,BACKUP-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-01215,2026-08-18T22:12:25Z,JUMP-01,ACME\jsmith,create,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-01719,2026-08-18T22:14:46Z,DC-01,ACME\mrivera,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01589,2026-08-18T22:27:09Z,FIN-WS-14,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01005,2026-08-18T22:41:30Z,PRINT-01,ACME\svc_print,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00242,2026-08-18T22:42:26Z,FIN-WS-14,ACME\svc_backup,create,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-00302,2026-08-18T22:45:33Z,JUMP-01,ACME\svc_print,read,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00359,2026-08-18T22:47:30Z,FIN-WS-14,ACME\svc_backup,read,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01725,2026-08-18T22:52:14Z,APP-API-02,ACME\jsmith,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00943,2026-08-18T22:53:29Z,FILE-02,ACME\svc_print,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01198,2026-08-18T22:57:00Z,FILE-02,ACME\mrivera,modify,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-01297,2026-08-18T23:03:23Z,APP-API-02,ACME\svc_print,read,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-01390,2026-08-18T23:05:55Z,JUMP-01,ACME\mrivera,modify,C:\Backup\state.db,robocopy.exe,benign,routine file activity
FILE-01079,2026-08-18T23:07:09Z,DC-01,ACME\mrivera,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-01476,2026-08-18T23:07:57Z,APP-API-02,ACME\jsmith,create,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00305,2026-08-18T23:10:07Z,BACKUP-01,NT AUTHORITY\SYSTEM,modify,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00405,2026-08-18T23:12:48Z,BACKUP-01,ACME\svc_print,read,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-00172,2026-08-18T23:13:30Z,PRINT-01,ACME\svc_print,modify,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00746,2026-08-18T23:15:49Z,FILE-02,NT AUTHORITY\SYSTEM,read,D:\Shares\Finance\budget.xlsx,explorer.exe,benign,routine file activity
FILE-01040,2026-08-18T23:16:17Z,FIN-WS-14,ACME\mrivera,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-01046,2026-08-18T23:16:51Z,FILE-02,ACME\svc_print,create,C:\Windows\Temp\app.log,explorer.exe,benign,routine file activity
FILE-00421,2026-08-18T23:18:32Z,FILE-02,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-01544,2026-08-18T23:20:38Z,FIN-WS-14,ACME\svc_print,create,D:\Shares\Finance\budget.xlsx,robocopy.exe,benign,routine file activity
FILE-00121,2026-08-18T23:21:46Z,FIN-WS-14,ACME\svc_backup,create,C:\Windows\Temp\app.log,robocopy.exe,benign,routine file activity
FILE-00023,2026-08-18T23:26:38Z,FILE-02,ACME\jsmith,create,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-00425,2026-08-18T23:28:09Z,FIN-WS-14,ACME\mrivera,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00931,2026-08-18T23:28:38Z,FIN-WS-14,ACME\jsmith,create,C:\Windows\Temp\app.log,backup-agent.exe,benign,routine file activity
FILE-00185,2026-08-18T23:35:28Z,JUMP-01,ACME\svc_print,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00980,2026-08-18T23:42:13Z,DC-01,NT AUTHORITY\SYSTEM,modify,D:\Shares\Finance\budget.xlsx,backup-agent.exe,benign,routine file activity
FILE-00034,2026-08-18T23:44:25Z,FILE-02,ACME\svc_print,read,C:\Backup\state.db,backup-agent.exe,benign,routine file activity
FILE-01637,2026-08-18T23:45:35Z,FILE-02,ACME\svc_print,create,C:\Backup\state.db,explorer.exe,benign,routine file activity
