event_id,_time,host,user,detail,classification,note
RESPONSE-00019,2026-08-21T08:46:17Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00020,2026-08-21T16:58:54Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00021,2026-08-22T05:43:54Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00022,2026-08-19T10:20:51Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00023,2026-08-20T13:06:12Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00024,2026-08-19T04:33:59Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00025,2026-08-20T09:38:37Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00026,2026-08-19T11:31:32Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00027,2026-08-20T13:06:02Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00028,2026-08-22T14:03:33Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00029,2026-08-19T05:44:41Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00030,2026-08-19T03:06:49Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00031,2026-08-22T08:57:48Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00032,2026-08-19T08:16:24Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00033,2026-08-19T00:20:38Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00034,2026-08-23T05:39:53Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00035,2026-08-21T11:09:28Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00036,2026-08-22T15:27:05Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00037,2026-08-21T07:39:53Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00038,2026-08-23T05:31:12Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00039,2026-08-19T11:34:15Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00040,2026-08-21T04:44:32Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00041,2026-08-18T20:58:16Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00042,2026-08-22T17:22:00Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00043,2026-08-20T04:23:06Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00044,2026-08-18T17:41:43Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00045,2026-08-19T00:05:38Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00046,2026-08-18T17:08:04Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00047,2026-08-23T10:40:30Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00048,2026-08-18T21:40:59Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00049,2026-08-21T21:02:21Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00050,2026-08-20T15:40:58Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00051,2026-08-23T07:55:03Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00052,2026-08-22T01:11:49Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00053,2026-08-23T11:49:18Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00054,2026-08-22T14:18:31Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00055,2026-08-18T13:10:03Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00056,2026-08-18T23:31:43Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00057,2026-08-23T01:05:34Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00058,2026-08-20T09:56:33Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00059,2026-08-20T22:46:46Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00060,2026-08-21T01:50:04Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00061,2026-08-20T11:01:39Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00062,2026-08-21T05:01:53Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00063,2026-08-20T07:20:08Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00064,2026-08-19T22:58:32Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00065,2026-08-20T13:03:10Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00066,2026-08-22T03:13:43Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00067,2026-08-20T19:49:45Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00068,2026-08-19T07:31:25Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00069,2026-08-20T19:01:26Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00070,2026-08-19T04:54:17Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00071,2026-08-19T04:32:16Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00072,2026-08-22T07:01:17Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00073,2026-08-22T12:24:08Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00074,2026-08-21T14:11:03Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00075,2026-08-23T10:36:45Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00076,2026-08-20T16:01:11Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00077,2026-08-21T14:58:51Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00078,2026-08-23T05:48:29Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00079,2026-08-22T03:00:16Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00080,2026-08-23T06:55:57Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00081,2026-08-22T20:17:09Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00082,2026-08-20T11:53:26Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00083,2026-08-22T01:49:09Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00084,2026-08-19T23:30:08Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00085,2026-08-19T06:07:44Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00086,2026-08-18T16:44:46Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00087,2026-08-22T12:35:48Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00088,2026-08-21T15:23:39Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00089,2026-08-21T17:08:48Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00090,2026-08-18T21:33:55Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00091,2026-08-21T13:00:30Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00092,2026-08-20T11:27:35Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00093,2026-08-21T14:19:51Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00094,2026-08-23T11:01:10Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00095,2026-08-21T15:50:03Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00096,2026-08-23T01:20:08Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00097,2026-08-21T02:57:30Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00098,2026-08-19T02:54:45Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00099,2026-08-20T19:48:34Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00100,2026-08-21T20:43:14Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00101,2026-08-21T21:57:20Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00102,2026-08-19T00:48:25Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00103,2026-08-21T15:17:58Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00104,2026-08-19T14:30:21Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00105,2026-08-19T05:37:54Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00106,2026-08-23T10:27:06Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00107,2026-08-21T08:01:24Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00108,2026-08-18T14:48:06Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00109,2026-08-22T22:02:51Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00110,2026-08-19T14:51:40Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00111,2026-08-19T23:01:30Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00112,2026-08-22T05:44:56Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00113,2026-08-19T20:11:48Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00114,2026-08-22T02:28:39Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00115,2026-08-23T09:35:50Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00116,2026-08-23T09:15:29Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00117,2026-08-19T23:04:26Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00118,2026-08-20T21:37:47Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00119,2026-08-20T07:50:49Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00120,2026-08-19T04:48:25Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00121,2026-08-18T16:57:43Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00122,2026-08-21T06:15:21Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00123,2026-08-20T02:41:13Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00124,2026-08-21T11:53:11Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00125,2026-08-19T09:58:23Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00126,2026-08-23T06:22:55Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00127,2026-08-22T22:30:17Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00128,2026-08-19T08:05:24Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00129,2026-08-19T04:01:10Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00130,2026-08-21T11:14:27Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00131,2026-08-20T06:01:41Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00132,2026-08-21T15:37:14Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00133,2026-08-19T05:37:19Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00134,2026-08-20T02:03:50Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00135,2026-08-21T05:39:49Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00136,2026-08-22T09:55:13Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00137,2026-08-20T07:25:09Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00138,2026-08-22T18:21:00Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00139,2026-08-20T09:00:48Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00140,2026-08-18T14:47:55Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00141,2026-08-21T09:46:53Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00142,2026-08-22T13:33:06Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00143,2026-08-22T01:34:46Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00144,2026-08-19T14:10:24Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00145,2026-08-20T21:12:25Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00146,2026-08-22T10:31:13Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00147,2026-08-20T01:22:47Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00148,2026-08-21T00:12:47Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00149,2026-08-18T19:32:25Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00150,2026-08-19T01:40:20Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00151,2026-08-22T03:58:29Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00152,2026-08-22T23:10:31Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00153,2026-08-22T17:47:39Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00154,2026-08-23T02:54:30Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00155,2026-08-20T14:36:45Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00156,2026-08-18T17:16:32Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00157,2026-08-19T23:54:42Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00158,2026-08-18T14:04:02Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00159,2026-08-19T23:56:37Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00160,2026-08-22T03:43:06Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00161,2026-08-20T20:40:59Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00162,2026-08-18T21:45:51Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00163,2026-08-21T03:21:35Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00164,2026-08-22T15:13:12Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00165,2026-08-19T00:31:25Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00166,2026-08-18T12:01:14Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00167,2026-08-21T15:58:07Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00168,2026-08-20T23:58:22Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00169,2026-08-20T22:35:17Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00170,2026-08-22T02:23:42Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00171,2026-08-19T02:22:05Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00172,2026-08-21T07:45:44Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00173,2026-08-21T12:38:08Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00174,2026-08-20T18:48:41Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00175,2026-08-23T04:30:24Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00176,2026-08-22T10:53:24Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00177,2026-08-22T11:38:00Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00178,2026-08-22T00:18:19Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00179,2026-08-21T19:35:34Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00180,2026-08-22T14:27:11Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00181,2026-08-19T02:31:34Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00182,2026-08-21T15:52:00Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00183,2026-08-22T17:38:33Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00184,2026-08-21T00:00:41Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00185,2026-08-21T07:58:19Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00186,2026-08-19T01:26:10Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00187,2026-08-19T13:22:41Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00188,2026-08-20T01:57:19Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00189,2026-08-22T21:34:38Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00190,2026-08-20T00:30:18Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00191,2026-08-20T07:26:20Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00192,2026-08-18T23:29:27Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00193,2026-08-19T15:38:53Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00194,2026-08-18T17:04:16Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00195,2026-08-22T00:36:50Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00196,2026-08-21T20:51:17Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00197,2026-08-18T14:59:48Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00198,2026-08-19T03:32:50Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00199,2026-08-22T04:10:24Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00200,2026-08-23T10:46:51Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00201,2026-08-21T22:22:48Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00202,2026-08-20T04:24:06Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00203,2026-08-22T22:03:36Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00204,2026-08-20T22:46:45Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00205,2026-08-20T05:36:46Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00206,2026-08-21T06:38:49Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00207,2026-08-19T05:32:47Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00208,2026-08-22T02:47:49Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00209,2026-08-21T08:33:46Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00210,2026-08-19T13:06:52Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00211,2026-08-22T19:54:33Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00212,2026-08-21T07:23:52Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00213,2026-08-21T15:54:07Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00214,2026-08-19T23:20:03Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00215,2026-08-22T00:59:30Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00216,2026-08-20T22:28:37Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00217,2026-08-18T18:12:57Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00218,2026-08-22T06:03:09Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00219,2026-08-22T20:18:47Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00220,2026-08-22T22:18:14Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
RESPONSE-00221,2026-08-22T02:48:38Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00222,2026-08-20T01:51:19Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00223,2026-08-20T21:43:31Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00224,2026-08-21T06:19:48Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00225,2026-08-19T18:20:04Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00226,2026-08-20T13:42:25Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
RESPONSE-00227,2026-08-20T06:48:27Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00228,2026-08-19T08:26:09Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
RESPONSE-00229,2026-08-22T09:17:15Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
RESPONSE-00230,2026-08-18T13:44:32Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00231,2026-08-21T15:49:39Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
RESPONSE-00232,2026-08-18T18:50:24Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
