event_id,_time,host,user,detail,classification,note
ASSET-00067,2026-08-19T06:06:39Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00068,2026-08-22T09:03:41Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00069,2026-08-23T09:50:11Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00070,2026-08-18T19:45:10Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00071,2026-08-20T04:25:45Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00072,2026-08-20T11:37:08Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00073,2026-08-19T22:58:53Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00074,2026-08-22T17:29:40Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00075,2026-08-19T11:04:09Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00076,2026-08-20T09:07:22Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00077,2026-08-21T00:30:05Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00078,2026-08-21T07:22:05Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00079,2026-08-20T04:06:19Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00080,2026-08-19T21:25:52Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00081,2026-08-20T13:38:06Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00082,2026-08-23T03:55:26Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00083,2026-08-22T02:06:33Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00084,2026-08-19T18:23:56Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00085,2026-08-18T14:57:02Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00086,2026-08-19T00:59:18Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00087,2026-08-20T02:55:20Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00088,2026-08-23T06:58:59Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00089,2026-08-19T17:59:54Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00090,2026-08-22T17:27:53Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00091,2026-08-20T05:06:47Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00092,2026-08-19T12:37:01Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00093,2026-08-22T14:46:07Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00094,2026-08-19T17:24:41Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00095,2026-08-20T09:19:12Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00096,2026-08-19T17:37:14Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00097,2026-08-22T07:56:51Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00098,2026-08-22T22:36:18Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00099,2026-08-23T05:43:05Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00100,2026-08-19T13:58:55Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00101,2026-08-22T13:43:50Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00102,2026-08-23T06:01:46Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00103,2026-08-23T05:23:58Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00104,2026-08-18T19:41:35Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00105,2026-08-20T09:01:09Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00106,2026-08-18T21:26:28Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00107,2026-08-21T09:24:02Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00108,2026-08-21T15:03:34Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00109,2026-08-21T11:41:22Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00110,2026-08-21T16:36:11Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00111,2026-08-22T04:43:27Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00112,2026-08-18T21:38:12Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00113,2026-08-21T17:44:07Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00114,2026-08-19T05:13:35Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00115,2026-08-22T08:48:15Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00116,2026-08-20T09:40:46Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00117,2026-08-21T14:54:20Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00118,2026-08-22T17:14:17Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00119,2026-08-18T18:40:53Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00120,2026-08-21T05:31:19Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00121,2026-08-20T23:50:28Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00122,2026-08-19T04:14:07Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00123,2026-08-21T21:33:56Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00124,2026-08-21T07:13:25Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00125,2026-08-22T16:31:13Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00126,2026-08-19T16:09:12Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00127,2026-08-21T20:22:11Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00128,2026-08-21T21:02:18Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00129,2026-08-21T17:10:28Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00130,2026-08-22T03:33:58Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00131,2026-08-21T20:21:09Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00132,2026-08-18T12:00:57Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00133,2026-08-20T12:49:11Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00134,2026-08-21T08:22:49Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00135,2026-08-21T03:33:13Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00136,2026-08-23T03:09:17Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00137,2026-08-22T23:32:21Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00138,2026-08-19T22:46:09Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00139,2026-08-19T20:37:12Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00140,2026-08-20T06:22:09Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00141,2026-08-21T06:10:42Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00142,2026-08-21T05:09:07Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00143,2026-08-18T21:37:55Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00144,2026-08-23T01:57:30Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00145,2026-08-20T14:56:13Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00146,2026-08-20T14:55:15Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00147,2026-08-23T03:14:36Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00148,2026-08-18T16:48:42Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00149,2026-08-21T21:38:13Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00150,2026-08-20T21:27:23Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00151,2026-08-20T14:02:41Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00152,2026-08-22T17:17:48Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00153,2026-08-18T16:19:21Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00154,2026-08-19T06:56:55Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00155,2026-08-21T02:19:35Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00156,2026-08-19T16:48:40Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00157,2026-08-21T02:30:09Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00158,2026-08-22T02:18:00Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00159,2026-08-22T00:53:28Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00160,2026-08-18T20:28:44Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00161,2026-08-19T01:00:21Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00162,2026-08-21T14:20:34Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00163,2026-08-19T21:35:58Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00164,2026-08-18T14:14:34Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00165,2026-08-23T07:44:50Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00166,2026-08-20T07:52:26Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00167,2026-08-22T20:00:35Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00168,2026-08-19T13:43:13Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00169,2026-08-19T17:51:56Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00170,2026-08-22T01:13:32Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00171,2026-08-19T15:05:38Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00172,2026-08-21T06:15:29Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00173,2026-08-19T09:37:51Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00174,2026-08-19T21:29:07Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00175,2026-08-22T15:37:21Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00176,2026-08-19T08:50:39Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00177,2026-08-18T15:09:31Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00178,2026-08-20T06:25:12Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00179,2026-08-21T11:55:44Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00180,2026-08-23T04:32:50Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00181,2026-08-23T11:47:56Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00182,2026-08-19T21:38:22Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00183,2026-08-18T13:23:21Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00184,2026-08-21T03:36:19Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00185,2026-08-18T19:42:25Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00186,2026-08-21T23:52:44Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00187,2026-08-18T15:33:35Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00188,2026-08-20T20:09:32Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00189,2026-08-19T22:41:47Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00190,2026-08-20T22:20:08Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00191,2026-08-21T16:28:41Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00192,2026-08-22T08:44:13Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00193,2026-08-20T14:34:59Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00194,2026-08-22T05:09:53Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00195,2026-08-18T13:36:18Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00196,2026-08-21T00:32:52Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00197,2026-08-19T17:44:25Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00198,2026-08-19T00:49:31Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00199,2026-08-19T17:51:13Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00200,2026-08-22T18:04:01Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00201,2026-08-20T08:11:24Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00202,2026-08-19T09:32:51Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00203,2026-08-21T19:05:26Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00204,2026-08-19T04:20:48Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00205,2026-08-20T07:12:28Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00206,2026-08-19T02:57:25Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00207,2026-08-21T07:33:39Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00208,2026-08-22T05:37:02Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00209,2026-08-21T04:16:21Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00210,2026-08-19T23:47:24Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00211,2026-08-22T22:55:16Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00212,2026-08-19T09:01:32Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00213,2026-08-19T19:28:57Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00214,2026-08-20T03:32:08Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00215,2026-08-19T04:35:31Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00216,2026-08-18T13:05:01Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00217,2026-08-22T06:55:42Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00218,2026-08-19T06:59:41Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00219,2026-08-20T10:31:11Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00220,2026-08-23T09:56:36Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00221,2026-08-19T13:18:20Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00222,2026-08-22T18:46:46Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00223,2026-08-21T08:15:54Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00224,2026-08-22T00:33:23Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00225,2026-08-20T01:46:27Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00226,2026-08-22T16:36:47Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00227,2026-08-23T06:09:35Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00228,2026-08-21T02:10:28Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
ASSET-00229,2026-08-19T17:45:04Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00230,2026-08-23T10:31:56Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00231,2026-08-23T09:06:23Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00232,2026-08-22T19:08:29Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
ASSET-00233,2026-08-20T12:26:45Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00234,2026-08-22T12:48:06Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00235,2026-08-23T00:59:01Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00236,2026-08-20T04:08:47Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00237,2026-08-20T15:15:11Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00238,2026-08-20T18:05:39Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
ASSET-00239,2026-08-20T02:41:46Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
ASSET-00240,2026-08-21T07:33:14Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
ASSET-00241,2026-08-20T00:51:05Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
