event_id,_time,host,user,detail,classification,note
NETWORK-00052,2026-08-19T13:13:29Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00053,2026-08-20T10:22:54Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00054,2026-08-20T08:39:45Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00055,2026-08-22T09:50:54Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00056,2026-08-21T23:32:02Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00057,2026-08-22T04:27:21Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00058,2026-08-22T19:08:00Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00059,2026-08-22T20:59:49Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00060,2026-08-21T10:28:09Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00061,2026-08-20T09:35:26Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00062,2026-08-21T08:30:13Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00063,2026-08-21T07:20:46Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00064,2026-08-21T21:44:12Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00065,2026-08-19T15:49:46Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00066,2026-08-22T10:21:38Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00067,2026-08-19T11:29:49Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00068,2026-08-20T02:00:39Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00069,2026-08-19T01:13:11Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00070,2026-08-21T19:27:21Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00071,2026-08-19T02:22:12Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00072,2026-08-18T23:28:57Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00073,2026-08-20T10:20:18Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00074,2026-08-21T12:45:14Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00075,2026-08-21T08:53:22Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00076,2026-08-18T13:23:21Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00077,2026-08-19T16:57:00Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00078,2026-08-18T13:24:29Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00079,2026-08-21T13:39:39Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00080,2026-08-21T04:42:51Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00081,2026-08-19T22:53:39Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00082,2026-08-23T02:43:52Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00083,2026-08-21T12:45:14Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00084,2026-08-22T20:06:07Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00085,2026-08-22T16:01:14Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00086,2026-08-21T02:27:55Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00087,2026-08-22T05:42:42Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00088,2026-08-22T10:01:34Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00089,2026-08-20T23:36:24Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00090,2026-08-20T12:49:14Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00091,2026-08-18T17:12:26Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00092,2026-08-21T15:22:57Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00093,2026-08-21T17:09:11Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00094,2026-08-18T19:45:18Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00095,2026-08-22T23:11:58Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00096,2026-08-20T15:05:20Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00097,2026-08-21T19:23:58Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00098,2026-08-22T03:20:49Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00099,2026-08-19T13:23:22Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00100,2026-08-19T08:24:15Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00101,2026-08-21T19:54:52Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00102,2026-08-21T22:36:56Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00103,2026-08-22T15:43:10Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00104,2026-08-19T05:23:19Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00105,2026-08-22T05:44:55Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00106,2026-08-19T02:17:44Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00107,2026-08-18T23:58:01Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00108,2026-08-20T07:40:57Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00109,2026-08-20T07:08:01Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00110,2026-08-22T15:08:18Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00111,2026-08-20T10:19:04Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00112,2026-08-22T03:03:42Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00113,2026-08-22T11:01:35Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00114,2026-08-21T00:51:25Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00115,2026-08-19T21:40:42Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00116,2026-08-20T18:14:03Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00117,2026-08-19T05:53:36Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00118,2026-08-19T09:58:35Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00119,2026-08-21T06:46:14Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00120,2026-08-20T18:27:12Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00121,2026-08-20T18:29:04Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00122,2026-08-23T11:35:06Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00123,2026-08-19T20:33:26Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00124,2026-08-20T05:55:12Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00125,2026-08-19T13:45:40Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00126,2026-08-21T04:16:33Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00127,2026-08-22T03:03:39Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00128,2026-08-19T05:28:46Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00129,2026-08-21T02:17:36Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00130,2026-08-23T11:40:00Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00131,2026-08-20T03:28:00Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00132,2026-08-21T01:05:17Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00133,2026-08-20T00:25:56Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00134,2026-08-23T08:53:18Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00135,2026-08-20T15:09:06Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00136,2026-08-22T12:38:57Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00137,2026-08-21T18:51:25Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00138,2026-08-21T08:14:33Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00139,2026-08-22T17:15:59Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00140,2026-08-21T18:27:57Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00141,2026-08-23T05:52:59Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00142,2026-08-21T05:44:12Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00143,2026-08-20T01:06:24Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00144,2026-08-23T08:53:39Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00145,2026-08-23T05:35:12Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00146,2026-08-20T18:16:45Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00147,2026-08-20T03:56:45Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00148,2026-08-19T11:18:38Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00149,2026-08-21T08:28:30Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00150,2026-08-21T15:36:07Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00151,2026-08-20T23:29:22Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00152,2026-08-19T04:37:10Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00153,2026-08-21T23:17:02Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00154,2026-08-19T18:07:33Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00155,2026-08-19T17:30:15Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00156,2026-08-20T08:29:19Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00157,2026-08-20T19:34:35Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00158,2026-08-21T13:11:05Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00159,2026-08-22T18:52:02Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00160,2026-08-19T00:39:53Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00161,2026-08-20T19:35:20Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00162,2026-08-22T09:51:02Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00163,2026-08-19T07:42:33Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00164,2026-08-20T20:12:57Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00165,2026-08-21T07:25:29Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00166,2026-08-19T03:59:36Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00167,2026-08-21T07:42:10Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00168,2026-08-20T08:21:58Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00169,2026-08-18T18:04:54Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00170,2026-08-21T02:40:20Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00171,2026-08-20T07:22:15Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00172,2026-08-22T23:28:30Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00173,2026-08-21T16:08:34Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00174,2026-08-18T12:15:20Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00175,2026-08-19T02:22:35Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00176,2026-08-23T08:40:48Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00177,2026-08-22T02:35:53Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00178,2026-08-19T08:27:27Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00179,2026-08-19T00:14:06Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00180,2026-08-20T16:31:30Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00181,2026-08-23T04:48:53Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00182,2026-08-19T20:15:41Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00183,2026-08-18T15:54:31Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00184,2026-08-19T11:44:43Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00185,2026-08-20T13:37:11Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00186,2026-08-21T18:40:54Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00187,2026-08-19T14:34:48Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00188,2026-08-19T10:11:08Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00189,2026-08-22T22:10:19Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00190,2026-08-19T19:27:00Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00191,2026-08-19T09:32:23Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00192,2026-08-21T01:00:22Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00193,2026-08-20T16:59:00Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00194,2026-08-23T06:54:40Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00195,2026-08-19T18:34:15Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00196,2026-08-22T12:59:59Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00197,2026-08-19T14:36:05Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00198,2026-08-23T07:01:31Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00199,2026-08-22T06:36:44Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00200,2026-08-22T00:48:49Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00201,2026-08-21T02:00:19Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00202,2026-08-22T01:10:13Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00203,2026-08-19T23:04:52Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00204,2026-08-20T04:17:23Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00205,2026-08-20T23:48:40Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00206,2026-08-21T22:10:51Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00207,2026-08-22T05:16:53Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00208,2026-08-21T07:57:15Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00209,2026-08-18T20:09:50Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00210,2026-08-23T00:06:18Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00211,2026-08-21T21:54:08Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00212,2026-08-19T15:48:51Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00213,2026-08-20T12:21:05Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00214,2026-08-23T07:32:54Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00215,2026-08-21T12:30:29Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00216,2026-08-18T12:21:06Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00217,2026-08-20T13:13:07Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00218,2026-08-21T20:14:34Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00219,2026-08-18T13:00:52Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00220,2026-08-23T09:31:38Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00221,2026-08-19T23:51:25Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00222,2026-08-19T06:29:16Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00223,2026-08-18T15:03:28Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00224,2026-08-20T19:03:06Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00225,2026-08-18T22:50:42Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00226,2026-08-23T01:50:02Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00227,2026-08-19T11:00:47Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00228,2026-08-23T05:13:47Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00229,2026-08-19T06:43:54Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
NETWORK-00230,2026-08-19T22:47:49Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
NETWORK-00231,2026-08-21T01:00:03Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00232,2026-08-19T04:20:37Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
NETWORK-00233,2026-08-21T19:39:02Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
NETWORK-00234,2026-08-22T19:41:35Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
NETWORK-00235,2026-08-21T12:21:30Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
