event_id,_time,host,user,detail,classification,note
FINDING-00026,2026-08-22T22:13:43Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00027,2026-08-18T12:31:29Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00028,2026-08-21T13:27:09Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00029,2026-08-20T07:05:39Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00030,2026-08-22T15:27:55Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00031,2026-08-21T04:28:18Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00032,2026-08-22T23:26:04Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00033,2026-08-21T13:43:03Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00034,2026-08-21T14:40:54Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00035,2026-08-22T11:34:43Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00036,2026-08-18T22:49:58Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00037,2026-08-21T16:47:11Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00038,2026-08-23T08:16:56Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00039,2026-08-19T20:27:06Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00040,2026-08-21T08:59:59Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00041,2026-08-19T10:42:52Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00042,2026-08-21T02:14:48Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00043,2026-08-23T01:29:00Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00044,2026-08-22T16:43:07Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00045,2026-08-22T23:28:37Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00046,2026-08-19T18:17:43Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00047,2026-08-20T13:19:23Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00048,2026-08-22T21:58:14Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00049,2026-08-18T16:57:18Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00050,2026-08-22T13:29:10Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00051,2026-08-19T11:02:24Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00052,2026-08-22T14:17:34Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00053,2026-08-23T01:28:11Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00054,2026-08-21T00:42:17Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00055,2026-08-21T15:00:07Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00056,2026-08-19T08:17:33Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00057,2026-08-22T03:03:55Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00058,2026-08-18T19:13:08Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00059,2026-08-21T10:44:06Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00060,2026-08-22T19:30:32Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00061,2026-08-23T09:22:36Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00062,2026-08-22T07:47:51Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00063,2026-08-20T17:16:55Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00064,2026-08-20T04:53:21Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00065,2026-08-20T02:09:38Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00066,2026-08-21T02:01:00Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00067,2026-08-19T08:50:53Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00068,2026-08-19T05:31:17Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00069,2026-08-22T14:08:06Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00070,2026-08-20T07:20:38Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00071,2026-08-22T15:19:21Z,BACKUP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00072,2026-08-19T01:40:33Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00073,2026-08-22T07:50:27Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00074,2026-08-21T23:35:45Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00075,2026-08-21T02:26:12Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00076,2026-08-19T01:07:21Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00077,2026-08-19T09:59:04Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00078,2026-08-22T14:05:08Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00079,2026-08-21T03:21:46Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00080,2026-08-21T21:49:35Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00081,2026-08-18T14:06:38Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00082,2026-08-21T21:20:10Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00083,2026-08-22T12:19:02Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00084,2026-08-22T03:46:25Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00085,2026-08-21T17:36:51Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00086,2026-08-21T01:28:27Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00087,2026-08-22T23:56:18Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00088,2026-08-22T11:20:17Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00089,2026-08-19T02:49:41Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00090,2026-08-19T04:03:52Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00091,2026-08-23T03:05:45Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00092,2026-08-21T12:39:50Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00093,2026-08-20T06:29:48Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00094,2026-08-19T16:37:50Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00095,2026-08-19T22:00:06Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00096,2026-08-19T22:59:17Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00097,2026-08-21T20:30:16Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00098,2026-08-19T08:01:22Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00099,2026-08-18T22:22:42Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00100,2026-08-23T04:14:00Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00101,2026-08-23T10:37:49Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00102,2026-08-21T00:16:31Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00103,2026-08-18T23:19:42Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00104,2026-08-19T16:40:54Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00105,2026-08-22T18:25:37Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00106,2026-08-22T07:32:58Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00107,2026-08-22T01:36:02Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00108,2026-08-21T23:48:07Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00109,2026-08-20T22:04:01Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00110,2026-08-20T02:31:37Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00111,2026-08-19T22:10:20Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00112,2026-08-23T07:39:03Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00113,2026-08-23T10:51:21Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00114,2026-08-21T07:06:35Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00115,2026-08-18T12:54:46Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00116,2026-08-19T15:51:33Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00117,2026-08-21T08:53:23Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00118,2026-08-22T19:38:14Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00119,2026-08-21T22:04:33Z,DC-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00120,2026-08-22T18:17:09Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00121,2026-08-22T11:04:46Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00122,2026-08-22T20:08:16Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00123,2026-08-18T16:38:10Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00124,2026-08-21T18:22:57Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00125,2026-08-23T04:41:08Z,FILE-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00126,2026-08-19T13:14:45Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00127,2026-08-19T00:16:59Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00128,2026-08-19T05:30:43Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00129,2026-08-19T07:43:28Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00130,2026-08-19T00:59:08Z,FILE-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00131,2026-08-18T22:04:37Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00132,2026-08-18T21:27:48Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00133,2026-08-20T23:52:38Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00134,2026-08-22T07:51:13Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00135,2026-08-21T17:54:50Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00136,2026-08-22T10:45:45Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00137,2026-08-18T23:45:43Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00138,2026-08-23T01:49:36Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00139,2026-08-20T14:58:20Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00140,2026-08-20T11:16:58Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00141,2026-08-20T01:28:29Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00142,2026-08-19T01:11:02Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00143,2026-08-20T15:58:00Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00144,2026-08-21T21:22:23Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00145,2026-08-22T03:33:14Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00146,2026-08-22T15:41:57Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00147,2026-08-20T01:10:12Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00148,2026-08-21T09:56:26Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00149,2026-08-20T18:17:23Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00150,2026-08-18T15:59:59Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00151,2026-08-19T12:12:05Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00152,2026-08-20T13:56:02Z,BACKUP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00153,2026-08-22T09:20:43Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00154,2026-08-23T04:54:51Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00155,2026-08-22T14:57:03Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00156,2026-08-19T04:30:53Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00157,2026-08-19T04:01:41Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00158,2026-08-21T15:11:32Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00159,2026-08-21T13:21:51Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00160,2026-08-21T05:12:50Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00161,2026-08-23T10:34:54Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00162,2026-08-21T19:59:31Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00163,2026-08-22T01:49:04Z,APP-API-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00164,2026-08-21T02:05:23Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00165,2026-08-19T07:41:17Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00166,2026-08-19T16:40:43Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00167,2026-08-21T11:33:59Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00168,2026-08-19T14:34:09Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00169,2026-08-19T11:47:52Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00170,2026-08-22T12:32:12Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00171,2026-08-23T01:20:15Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00172,2026-08-21T15:38:56Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00173,2026-08-22T13:05:11Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00174,2026-08-21T06:44:54Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00175,2026-08-18T19:20:20Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00176,2026-08-23T00:30:07Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00177,2026-08-22T14:12:30Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00178,2026-08-20T11:59:42Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00179,2026-08-19T02:01:39Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00180,2026-08-21T01:38:16Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00181,2026-08-20T19:11:55Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00182,2026-08-19T11:13:34Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00183,2026-08-20T05:44:06Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00184,2026-08-21T22:35:41Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00185,2026-08-19T00:35:02Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00186,2026-08-18T15:30:24Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00187,2026-08-23T04:19:55Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00188,2026-08-20T13:53:12Z,FIN-WS-14,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00189,2026-08-23T05:02:29Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00190,2026-08-23T06:37:38Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00191,2026-08-22T23:05:21Z,BACKUP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00192,2026-08-22T02:41:03Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00193,2026-08-21T06:01:46Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00194,2026-08-22T06:54:59Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00195,2026-08-20T05:04:11Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00196,2026-08-20T13:47:36Z,FIN-WS-14,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00197,2026-08-22T09:03:26Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00198,2026-08-22T22:51:22Z,BACKUP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00199,2026-08-22T10:21:55Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00200,2026-08-21T11:27:31Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00201,2026-08-19T03:35:19Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00202,2026-08-19T06:27:24Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00203,2026-08-19T16:38:00Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00204,2026-08-22T16:54:49Z,JUMP-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00205,2026-08-20T02:55:15Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00206,2026-08-21T23:46:13Z,APP-API-02,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00207,2026-08-20T10:04:09Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00208,2026-08-20T16:37:35Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00209,2026-08-20T04:06:54Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00210,2026-08-21T06:39:02Z,FIN-WS-14,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00211,2026-08-22T13:34:31Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00212,2026-08-22T23:55:46Z,DC-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00213,2026-08-23T02:46:01Z,DC-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00214,2026-08-21T07:37:01Z,FILE-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00215,2026-08-23T05:53:07Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00216,2026-08-21T21:43:26Z,APP-API-02,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00217,2026-08-18T19:26:16Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00218,2026-08-20T15:31:47Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00219,2026-08-21T10:17:44Z,FILE-02,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00220,2026-08-19T13:53:29Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00221,2026-08-21T03:53:26Z,PRINT-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00222,2026-08-19T07:21:50Z,JUMP-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00223,2026-08-20T09:58:34Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00224,2026-08-19T05:41:54Z,PRINT-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00225,2026-08-23T05:41:01Z,APP-API-02,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00226,2026-08-19T17:18:40Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00227,2026-08-18T16:58:06Z,DC-01,ACME\svc_print,purposeful background context,benign,synthetic noise
FINDING-00228,2026-08-19T22:23:11Z,JUMP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00229,2026-08-22T15:15:16Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00230,2026-08-21T03:46:35Z,FILE-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00231,2026-08-19T01:51:41Z,FIN-WS-14,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00232,2026-08-19T02:19:32Z,JUMP-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00233,2026-08-23T04:34:09Z,PRINT-01,ACME\svc_backup,purposeful background context,benign,synthetic noise
FINDING-00234,2026-08-19T08:11:21Z,FIN-WS-14,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00235,2026-08-20T17:20:30Z,PRINT-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00236,2026-08-22T20:56:59Z,APP-API-02,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00237,2026-08-21T09:41:43Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00238,2026-08-21T11:47:27Z,DC-01,ACME\jsmith,purposeful background context,benign,synthetic noise
FINDING-00239,2026-08-19T07:03:44Z,PRINT-01,ACME\mrivera,purposeful background context,benign,synthetic noise
FINDING-00240,2026-08-18T16:47:06Z,JUMP-01,NT AUTHORITY\SYSTEM,purposeful background context,benign,synthetic noise
FINDING-00241,2026-08-21T12:20:51Z,BACKUP-01,ACME\jsmith,purposeful background context,benign,synthetic noise
